id,datetime,location,text,rating,accessibility,facility,activity,english_translation,aspects,sentiment
8c73a7cc6c0d42658698a93836ba636e,2021-02-15 14:18:34,Curug Sawer Cililin,Tempat rekreasi bagi masyarakat Desa Cililin dengan pemandangan alam yang masih alami.,3,neutral,neutral,positive,Recreational spot for the people of Cililin Village with still natural scenery.,,
777646754d7c491e9266b8a6d8940c60,2021-02-23 18:05:20,Gunung Tangkuban Parahu,Tempatnya sangat baik... Parkir nya luas dan nyaman... Pemandangan nya waoooo bangat...,5,neutral,positive,neutral,The place is very good... Parking is spacious and convenient... The view is sooooo amazing...,,
31ef35a7fb7e4763a72ed42d8ee5870f,2022-02-23 18:05:23,Gunung Tangkuban Parahu,"Semakin asik , banyak berubah. tapi minum kopi saset dll sebaiknya di tanya harga dulu.",5,neutral,neutral,neutral,"The more fun it gets, the more things change. But for things like sachet coffee, it's best to ask the price first.",,
d52de500f0d34cc7a4f2776dd931539f,2019-02-15 13:30:33,Stone Garden,Nih tempat wiasata stone garden wiasata ini ada di bandung barat tepatnya di padalarang,5,neutral,neutral,neutral,"This is the Stone Garden tourist spot, this tourist spot is in West Bandung, precisely in Padalarang.",,
c5d4f5a8b7e24245be9078a0aefa1f33,2021-02-15 13:04:33,Taman Lembah DEWATA,Banyak spot foto. Tempatnya juga bersih. Ada fasilitas bersepeda juga sama bebek air👌 …,5,neutral,positive,positive,Lots of photo spots. The place is also clean. There are also cycling facilities and pedal boats👌,,
3244459d2d0d45d7bd26f028cbef984d,2023-02-02 17:58:38,Floating Market Lembang,"Ke 2 kalinya main ke sini.. Enak, Luas, Bersih, Asri.. Anak seneng diajak main disini..",4,neutral,positive,positive,"The 2nd time visiting here.. Delicious, Spacious, Clean, Green.. The child is happy to be brought to play here..",,
f87ff96e8979477b90a1842f5e33cf8e,2019-02-23 18:05:33,Gunung Tangkuban Parahu,Tempat berlibur bersama keluarga dengan pemandangan yg indah dan kawah putih yg eksotis,5,neutral,neutral,neutral,A family holiday destination with beautiful scenery and an exotic white crater,,
fe998953094149a79a79d6fa7b851dd7,2019-02-15 13:29:45,Stone Garden,"Sering ke daerah Padalarang, tapi baru tau ada tempat seindah ini.  Wisata murah meriah",5,neutral,neutral,positive,"Often go to the Padalarang area, but only just found out there's a place this beautiful. Affordable and cheerful tourism",,
a81003d9858140ad9a05b3d6b1b418e5,2022-08-23 18:04:08,Gunung Tangkuban Parahu,"Harus pagi datang jam 7 tempat masih sepi ,lebih enak buat fto"" klo uda jam 9 uda ramai",5,neutral,neutral,positive,"Must arrive early at 7 AM, the place is still quiet, much better for taking photos. By 9 AM, it will be crowded.",,
8d43f20c27b4469c8a7cc18c0fe3ac62,2022-04-15 12:39:27,Sarae Hills,"Tempat wisata di lembah cibuluit,,yg menyuguhkan miniatur bagunan"" terkelnal di dunia..",5,neutral,neutral,neutral,"Tourist spot in Cibuluit valley, which presents miniatures of famous buildings from around the world.",,
fce29f2a2d4c4cacab1403c03d9f9541,2019-02-15 13:30:06,Stone Garden,Alam yang indah dan asri alami menambah syahdunya hangat hati dalam merelaksasi pikiran,5,neutral,neutral,positive,The beautiful and naturally pristine nature adds to the soothing warmth of the heart in relaxing the mind.,,
a9ff5d6201a344158d2723b57e579032,2020-02-23 18:34:48,Orchid Forest Cikole,"Tempat yang sangat asik buat kawula muda maupun keluarga, suasana alam sangat terasa...",5,neutral,neutral,positive,"A very fun place for young people and families, the natural atmosphere is very palpable...",,
15866c28ce7c43f2b8352fc0b8da6c98,2020-02-15 12:57:30,Kebun Begonia Lembang,"Bagus buat rekreasi Sama keluarga ,ga hanya tempat bunga aja ada tempat perkebunan 😊😍 …",5,neutral,neutral,positive,"Good for recreation with the family, not just a flower garden, there's also a plantation area 😊😍…",,
3fa1ad963dd240e4b39473f8869415dc,2022-02-23 18:22:36,Terminal Wisata Grafika Cikole,"Pondokan nya nyaman banget, lingkungan adem, bikin tenang... fasilitas nya juga lengkap",5,neutral,positive,neutral,"The lodging is very comfortable, the environment is cool, it makes you feel calm... the facilities are also complete",,
a99994d212da4196a645c1de803a2547,2020-02-15 13:49:12,Curug Maribaya,"Jalan nya kecil engga masuk motor
Kalo menuju lokasi harus jalan dulu sekitar satu kilo",4,negative,neutral,neutral,"The road is narrow and motorcycles can't get through.
To get to the location, you have to walk about one kilometer first.",,
c39a1c9bbd0c41948d2c0efca0746f45,2020-02-15 13:49:18,Curug Maribaya,Tempat wisata yang menarik dan pilihan tepat untuk foto foto bersama teman dan keluarga,4,neutral,neutral,positive,An attractive tourist destination and the perfect choice for photos with friends and family,,
36464e2bbd3b443cba810a7f7da240a5,2022-03-15 14:09:02,Curug Cimahi / Curug Pelangi,"Alhamdulillah Yaa pemandangan nya baguss bangetttt, walaupun jalan kesini tidak mudah..",3,neutral,neutral,positive,"Praise be to God, the view is really beautiful, even though the road to get here wasn't easy.",,
1778efa31b284eca87ff62060abf05fd,2020-02-15 13:05:13,Taman Lembah DEWATA,"Tempatnya bagus.. bisa buat piknik.. kumpul2 kluarga,teman, viewnya bagus buat foto2...",5,neutral,neutral,positive,"The place is nice.. can be used for picnics.. family gatherings, friends, the view is good for taking photos...",,
b5297ce1bfa34c2c876945084e9e6354,2021-02-15 12:25:00,Curug Tilu Leuwi Opat,"Waktu kesana pertama kali keren si curugnya, pas kedua kalinya rada kering air curugnya",4,neutral,neutral,positive,"The first time I went there, the waterfall was cool. The second time, the waterfall was a bit dry.",,
776f2ca356f44a3493a4dc46c1da1da5,2022-03-15 13:23:18,Gunung Putri Lembang,Gunung yang asik... Pemandangan kota bandung nya keren banget. Dan view nya juga bagus.,5,neutral,neutral,positive,A fun mountain... The Bandung city view is really cool. And the view is also good.,,
4695e95b66784cd8a9ac7fbf801f93f9,2020-02-15 13:29:04,Stone Garden,"Viewnya bagus, naik angkot 1 kali jika dari stasiun Padalarang. Hati2 dg monyet di sana",5,neutral,neutral,positive,"The view is good, take the angkot once if coming from Padalarang station. Be careful of the monkeys there.",,
703fd7003e8e4ab7a583448fb532af16,2020-02-23 18:23:24,Terminal Wisata Grafika Cikole,"Wisata alam yang keren dan asri, juga bagus buat foto2  pokoknya mantulllllllllllllllll",5,neutral,neutral,positive,"Cool and natural tourist attraction, also good for photos, basically awesome.",,
4f45677b5a5740fbbe0c94719d9317e6,2020-02-23 18:12:59,Ciwangun Indah Camp (CIC),"Tempat nya bagus ,cuma sayang fasilitasnya masih harus banyak perbaikan dan kelengkapan",3,neutral,negative,neutral,"The place is nice, it's just a shame the facilities still need a lot of improvement and additions.",,
5527252be140417583621d77ea274610,2019-02-23 18:12:59,Ciwangun Indah Camp (CIC),Buat kegiatan outdoor aman dan dekat dijangkau bersama keluarga. Treking asik ke Curug!,5,neutral,neutral,neutral,Make outdoor activities safe and easily accessible with family. Fun trekking to the waterfall!,,
5d8714d50e234c798310c4351ebf4512,2020-02-15 13:04:08,Taman Lembah DEWATA,"Hanya spot foto unik, memberi makan hewan dan masih dalam pengembangan area wisatanya..",4,neutral,neutral,positive,"Only unique photo spots, feeding animals, and its tourist area is still under development.",,
aa9028bb5fb740cc957646a4b4408101,2019-02-15 12:24:47,Curug Tilu Leuwi Opat,"Akses jalan masuk ke cicnya berbatu, pemandangan indah, airnya dinginn menyegarkan wkwk",5,negative,neutral,positive,"The access road to the spring is rocky, the scenery is beautiful, the water is refreshingly cool lol",,
ad26e8f1f1894f22ae7d2613510f8865,2022-02-23 18:05:01,Gunung Tangkuban Parahu,"Pemandangan pengunungan yg sangat apik, tempatnya bersih dan terjaga, fasilitas lengkap",5,neutral,positive,positive,"A very beautiful mountain view, the place is clean and well-maintained, with complete facilities.",,
da65cb964c5f4c76b5e50ab3d6607bcc,2021-02-15 13:44:16,Sanghyang Heuleut," Sungguh petualang mencari keindahan yang tersembunyi di balik debu pembangunan PLTA.

",5,neutral,neutral,neutral,It is truly an adventure to seek the hidden beauty behind the dust of the hydropower plant construction.,,
90a2c578f5ee478ea8f0bc0b3e122698,2019-02-15 12:40:02,Sarae Hills,"BANYAK YANG TIDAK MEMAKAI MASKER PENGUNJUNGNYA, MOHON DITERAPKAN PROTOKOL KESEHATAN NYA",4,neutral,negative,negative,"Many visitors are not wearing masks, please implement health protocols.",,
4970af3f1fc541c2a723092ca2f7876c,2021-02-15 13:48:38,Curug Maribaya,Sukaaaaaaa...... Viewnya bagus...jarak tempuh banyak varian... Yg deket smpe yg jauh...,5,neutral,neutral,positive,Love it... The view is good... Lots of travel distance options... From near to far...,,
27ec4054a6944fc1a23eb062cc709360,2019-02-15 12:25:05,Curug Tilu Leuwi Opat,Tempat ini bagus tetapi untuk berenangnya kurang luas di bandingkan dengan Curug layung,4,neutral,neutral,positive,"This place is good, but it's not as spacious for swimming compared to Curug Layung.",,
0e46f5a0cf384abb8ebaa2973e41e764,2021-02-15 14:18:34,Curug Sawer Cililin,Mungkin karena waktu itu kemarau jadi Airnya  turun  kaya dari keran turun dari atas :(,5,neutral,neutral,neutral,"Perhaps because it was the dry season, the water level dropped like it was coming out of a tap from above :(",,
19e8c4d4c6584bf2b274613045b4f6e1,2020-02-15 13:04:46,Taman Lembah DEWATA,"Cocok untuk jalan-jalan sore karena tempatnya cukup kecil, pemandangan sekitarnya asri.",5,neutral,neutral,positive,"Suitable for an afternoon stroll because the place is quite small, the surrounding scenery is beautiful.",,
c83d36a43e1f4a16bd84050c412ad118,2023-01-23 17:58:02,Floating Market Lembang,"Tempat wisata yg menyajikan jajanan diatas perahu, menarik. Bersih dan terpelihara baik",4,neutral,positive,neutral,"A tourist spot that serves snacks on boats, interesting. Clean and well-maintained.",,
990a43f852a4406baa302b089715e000,2019-02-15 13:43:44,Sanghyang Heuleut,Bebatuan hasil proses alam yang dikembangkan menjadi objek wisata edukasi dan olah raga,5,neutral,neutral,neutral,"Rocky formations resulting from natural processes, developed into educational and sports tourism objects",,
bf4fe63fc8664c8c9a77c34daa58ee33,2022-10-23 18:05:27,Gunung Tangkuban Parahu,Kangen sholat di masjid puncak tangkuban perahu. Masjid tertinggi di pulau jawa hhehe..,5,neutral,neutral,neutral,"Missing praying at the mosque at the peak of Tangkuban Perahu. The highest mosque on the island of Java, hehe.",,
9dce72969b2243b890bd1000c2702c0e,2019-02-23 18:05:17,Gunung Tangkuban Parahu,"Bagus, panas.... Mungkin perlu di perhatikan tambah atraksi lain supaya tdk membosankan",5,neutral,neutral,negative,"Good, hot.... Maybe other attractions should be added so it's not boring",,
113bd2b575e34fe0b9855d35e17e7ff8,2023-01-23 17:58:03,Floating Market Lembang,"Tempatny nyaman,spot foto banyak dan bagus2,makananny jg enak. Perosotanny the best deh",5,neutral,neutral,positive,"The place is comfortable, there are many good photo spots, and the food is also delicious. The slide is the best.",,
f10178bf73a74d6187c77037feec281f,2023-01-23 18:34:20,Orchid Forest Cikole,"Keren banget ini tempat, masuk di hari jumat 50rb , udara sejuk , bagus buat refreshing",5,neutral,neutral,positive,"This place is awesome, entering on Friday is 50k, the air is cool, good for refreshing.",,
28a6dbe8e2b84c5680e6fbb41ca148e5,2019-02-23 17:58:38,Floating Market Lembang,Berbagai makanan ada dsn jd ga usah bawa makanan lg rmh cukupbawa uang yg banyak hahaha,5,neutral,neutral,neutral,"Various foods are available, so no need to bring food from home. Just bring lots of money, hahaha.",,
df624e8067744a38905d4e1f2da63caa,2021-02-15 14:20:48,Situ Ciburuy,Harga makanan mahal. Selain itu tdk ada daftar harga. Hal ini membuat pengunjung kapok.,4,neutral,negative,neutral,"The food prices are expensive. Additionally, there is no price list. This makes visitors discouraged.",,
4e70da155491423cb14375542251fa9b,2022-02-23 18:13:28,Ciwangun Indah Camp (CIC)," Udara segar, dengan berjalan kaki Anda dapat menikmati perkebunan teh dan air terjun

",5,neutral,neutral,neutral,"Fresh air, by walking you can enjoy the tea plantations and waterfalls",,
d6449119ae0d41849fe59fa8329ce24b,2021-02-23 18:22:07,Terminal Wisata Grafika Cikole,"Hotel, tempat nginep nya oke bgt. Unik dan antik.
Fasilitasnya cukup lengkap utk anak2.",4,neutral,positive,neutral,"The hotel is a really great place to stay. Unique and antique.
The facilities are quite complete for children.",,
28796d6dcd7d4fb19db1503850eac02c,2022-05-15 12:24:53,Curug Tilu Leuwi Opat,Air tidak sebesar curug putri dan pemandangan jg tdk sebagus seoerti diarea curug putri,4,neutral,neutral,negative,The water isn't as big as Curug Putri and the scenery isn't as good as in the Curug Putri area.,,
7d41a53979c24dd8a1a0fc951e3da0b9,2020-02-23 18:23:10,Terminal Wisata Grafika Cikole,Pagi lewat sini cuman mampir untuk foto2 saat weekday pun lumayan ada beberapa rombongan,5,neutral,neutral,neutral,"Went past here in the morning, just stopped by for photos. Even on weekdays, there are quite a few groups.",,
a20df483d08b470c98921cb16c261a40,2020-02-15 13:05:14,Taman Lembah DEWATA,"Tempat luas, tersedia tempat makan, toilet bersih, mushola parkir luas harga tiket murah",3,neutral,positive,positive,"Spacious place, dining area available, clean toilets, prayer room, ample parking, cheap ticket price",,
72e6339107cd4486b714623e50664869,2021-02-15 13:29:50,Stone Garden,keren trmpatnya..cma sayang banyak pemandangan bukit yg pada d keruk jadi miris liat nya,5,neutral,neutral,positive,"Cool place.. too bad many hills were excavated, it's sad to see.",,
0b527a4c3407407ebe80e292735e5f91,2022-10-15 14:08:59,Curug Cimahi / Curug Pelangi,Butuh tenaga extra buat nyampe ke curug dan balik lg ke atas nya… rapi terurus.. HTM 20k,5,neutral,positive,neutral,It takes extra energy to get to the waterfall and back up... neat and well-maintained. Entrance fee 20k.,,
2ab801293e334f0fa99d871e44e8380e,2022-09-15 13:22:57,Gunung Putri Lembang,Tempat favourit ngecamp 😁 campnya di hutan pinus lebih enakeun sepi dan mencekam hahha …,5,neutral,neutral,positive,"Favorite camping spot 😁 camping in the pine forest is more pleasant, quiet, and thrilling haha...",,
c21a25ffe17a47e7947e898088f350ea,2019-02-15 13:43:52,Sanghyang Heuleut,"Mantabss. Lokasi keren, jalannya keren.. pemandangan bagus.. sayang airnya kurang bersih",5,positive,negative,positive,"Awesome. Cool location, cool road.. great view.. pity the water isn't very clean",,
08dca1701c85474bbab622cb1fa84323,2020-02-15 12:57:22,Kebun Begonia Lembang,"Tempat nya sejuk,enak dipake tempat selfie
Banyak berbagai macam bunga ,buah dan sayuran",4,neutral,neutral,positive,"The place is cool, great for taking selfies.
There are many kinds of flowers, fruits, and vegetables.",,
7a1246394f294d4a90b881a1d2b2316c,2020-02-23 18:04:53,Gunung Tangkuban Parahu,"Uda yang kesekian kli nya datang, lumayan ada spot pandang baru buat foto pemandangan...",5,neutral,neutral,positive,"It's raining for the umpteenth time, a decent new vantage point has appeared for taking landscape photos...",,
e0eb070a985e45f48791e4d90b9d8653,2022-02-15 13:48:47,Curug Maribaya,"Enak buat santai, berasa alamnya, tapi kurang instragramable. Banyak warung harga murah.",3,neutral,neutral,positive,"Good for relaxing, feels natural, but not very Instagrammable. Lots of cheap food stalls.",,
6ca9877be15b42009eb3410d6da96802,2022-12-23 17:57:55,Floating Market Lembang,"Ini yang kesekin kalinya, terus berbenah dan berubah..
nyobain wahana baru Rainbow Slide",5,neutral,neutral,neutral,"This is the nth time, always improving and changing..
trying the new attraction Rainbow Slide",,
a6e889549cb244b5a8f9becf1814e1fa,2019-02-23 17:58:22,Floating Market Lembang,Tempatnya lumayan..banyak buat spot fotonya.. Yg terpenting anak2 happy diajak kesini😊 …,4,neutral,neutral,positive,The place is quite nice.. a lot of photo spots.. The most important thing is the kids are happy to be brought here 😊,,
24de43b2cf6e464091d29b4b71ba64da,2020-02-23 18:13:36,Ciwangun Indah Camp (CIC)," Tolong jangan pergi sendirian di sini, harus menemukan seseorang untuk menemani Anda.

",4,neutral,neutral,neutral,"Please don't go alone here, you must find someone to accompany you.",,
539e8f0fb02747e89527504f14201faa,2020-02-23 18:13:31,Ciwangun Indah Camp (CIC)," Akses jalan dalam kondisi buruk. Panoramanya seperti biasanya, tidak terlalu menarik.

",3,negative,neutral,negative,"Road access in poor condition. The scenery is as usual, not very attractive.",,
0f2719b818534496ad6ddc0c524ce320,2022-05-15 12:39:43,Sarae Hills,Tempat nya bagus. Seperti luar negeri.walau cuman duplikatnya. Udara / lokasi nya  sejuk,4,neutral,neutral,positive,The place is nice. Like abroad. Even though it's just a duplicate. The air / location is cool.,,
91c0eb423ffc4af3b6fab89efeb58d2a,2019-02-15 13:28:57,Stone Garden,"pemandangan yg bgs bgt buat selfie, klo mau dtg lbh baik pagi hr saat matahari terbit😘 …",5,neutral,neutral,positive,"Great view for selfies, if you want to come, it's better in the morning at sunrise 😘",,
871681d146a544d38b7d2ab29fca7d29,2020-02-15 13:23:02,Gunung Putri Lembang,"Buat refres yg sibuk kerja mungkin di anjurkan yahh..

Ga kalah seru banyak sensasinya..",5,neutral,neutral,positive,"For those who are busy with work, this might be recommended.

No less exciting, with many sensations...",,
2c892b029f6f4213aec28ee3c8bcf297,2021-02-23 18:04:56,Gunung Tangkuban Parahu,"Bagus tempatnya makin byk spot spot foto yg keren, cuna harga msk hr kerja 20k motor 14k",4,neutral,neutral,positive,"The place is good, with more and more cool photo spots. Entrance fee on weekdays is 20k for people and 14k for motorcycles.",,
09b349fe38644de193b128566376f52c,2022-06-15 13:29:01,Stone Garden,mantapp bray bwt selfi dan yng suka pemandangan alam di sekitar terhampar batu2 yng unik,5,neutral,neutral,positive,"Awesome, bro, for selfies and for those who like the natural scenery around, unique rocks are spread out.",,
bd1c3a05a66a4d17a77c3233589b8845,2022-02-15 14:08:59,Curug Cimahi / Curug Pelangi,"Tiket masuk 20k per orang,view indah, Askes lokasi sangat mudah, berada di pinggir jalan",4,positive,neutral,positive,"Entrance fee 20k per person, beautiful view, easy access location, on the roadside",,
5c633ed1ba944d32a09bdcddedd09c6b,2019-02-15 12:24:48,Curug Tilu Leuwi Opat,"Tempatnya indah sekali dengan udara yang sangat segar,wisata alam yang harus dikunjungi.",5,neutral,neutral,positive,"The place is very beautiful with very fresh air, a nature tourism spot that must be visited.",,
96b44bb7ff4a4bc68549ff5da350f2cd,2022-02-15 14:09:09,Curug Cimahi / Curug Pelangi,"Walaupun jalurnya melelahkan, usaha ga menghianati hasil.. Cakep apa lagi kalau sepi 👍 …",5,neutral,neutral,neutral,"Even though the path was tiring, the effort didn't betray the results.. Beautiful, especially when it's quiet 👍 …",,
1049222e1e2241fbbad6508626e41860,2022-05-15 14:09:11,Curug Cimahi / Curug Pelangi,"Sangat indah dan sangat asri dengan panorama curugnya, sangat recommended buat healing 👍",5,neutral,neutral,positive,"Very beautiful and very natural with its waterfall panorama, highly recommended for healing 👍",,
d863995d8ab94d38b8766a220d1fe517,2022-12-23 18:22:26,Terminal Wisata Grafika Cikole,"Suasana waktu datang udara sangat dingin,, alam asri,, parkiran luas mampu unk bud besar",5,neutral,positive,positive,"The atmosphere upon arrival was very cold, the nature was beautiful, the parking lot was spacious enough for large groups.",,
8ee4d0050b68464c8396f971844be21c,2022-02-15 13:28:47,Stone Garden,Destinasi wisata alam yang sangat menarik. Menyegarkan pikiran sekaligus wisata sejarah.,5,neutral,neutral,positive,A very interesting natural tourist destination. Refreshes the mind as well as historical tourism.,,
967d580fae5d454eb8ebe8bfee274726,2019-02-15 13:43:54,Sanghyang Heuleut,Jangan harap air hijau kalo musim hujan tdk di sarankan... Lebih baik musim kemarau saja,5,neutral,neutral,neutral,Don't expect green water if the rainy season isn't recommended. It's better during the dry season.,,
9b4997ea63ac49489e4077eae52a6990,2022-09-23 18:05:13,Gunung Tangkuban Parahu,"Tempatnya bagus rapi bersih.
Lebih bagus setiap yang jualan dikasi harga di tiap menunya",4,neutral,positive,neutral,"The place is nice, tidy, and clean.
It would be better if every vendor displayed prices on their menus.",,
9ccb81412d8045358f2e2d892ec60f80,2022-03-15 13:23:06,Gunung Putri Lembang,"Tempat nya bersih, pemandangan alam nya indah, namun jgn ngecamp disaat musim penghujan.",4,neutral,positive,positive,"The place is clean, the natural scenery is beautiful, but don't camp during the rainy season.",,
eb87a849b7ef4c9ba242118f4d16e316,2022-02-15 13:24:47,Gunung Putri Lembang,"
Pemandangan saat naik ke titik puncak itu indah, meski untuk turun kembali agak seram 😂",5,neutral,neutral,positive,"The view on the way up to the summit is beautiful, though going back down is a bit scary 😂",,
7a0dd374304544179fd3dcf631aa839b,2022-02-15 14:05:08,Curug Layung Camp Situ Lembang,"Jalan nya lumayan jauh dari pakiran ke curug nya, tpi ya enjoy aja diperlajanan nya hehe",4,neutral,neutral,neutral,"The walk from the parking lot to the waterfall is quite far, but it's enjoyable on the journey, hehe.",,
7648417992fc412ebfa238212c609f8b,2020-02-15 11:58:49,Curug Malela,"Cuma jalan nya kesini perlu diperbaiki lagi, butuh perjuangan supaya bisa sampai kesini.",5,negative,neutral,neutral,The road to get here needs to be improved again; it's a struggle to reach this place.,,
c7c8557476434e76a7781dd6b3c7a593,2020-02-23 18:05:25,Gunung Tangkuban Parahu,Pemandangan kereen..trus kita tuh jadi inget hikayatnya Dayang Sumbi sama Anjingnya..😁 …,4,neutral,neutral,neutral,Awesome view.. and it reminds us of the legend of Dayang Sumbi and her dog..😁,,
17799d6abbdd42e7b0de42d1086a0485,2019-02-23 18:22:19,Terminal Wisata Grafika Cikole,"Cocok buat arena bermain keluarga nih, baik yg belum punya anak atau yg ramai2 sekaligus",4,neutral,neutral,positive,"This is perfect for a family playground, whether you don't have kids yet or you're coming with a crowd all at once.",,
06399daa7a8d4a178c4cec43a33de244,2020-02-15 12:25:01,Curug Tilu Leuwi Opat,"Bagus bisa ajak keluarga di sini, tapi jangan kesini pas kemarau air nya kering hahah...",4,neutral,neutral,positive,"It's good you can bring family here, but don't come during the dry season, the water will be dry, hahah...",,
26356da0c6a6438597270fbc4c58f929,2023-01-15 12:40:22,Sarae Hills,"
Tempat yang indah, cukup rapi dan bersih, staf yang ramah, dan juga tertata dengan baik",5,neutral,positive,positive,"A beautiful place, quite neat and clean, friendly staff, and also well-organized.",,
ead53f6feb32425b85e4474f9c2af291,2019-02-15 13:29:05,Stone Garden,Bisa mempelajari batu purba tempat luas mendukung banyak pengunjung parkir mobil lumayan,4,neutral,neutral,neutral,"Can study ancient stones where a large area supports many visitors, parking lot is decent",,
50850278edf644db9327dbd446a88b12,2019-02-15 13:49:13,Curug Maribaya,"Tempat nya lumayan membungungkan pengunjung ,kurang ada petunjuk arah d temoat wisatanya",3,neutral,neutral,negative,"The place is quite confusing for visitors, there are not enough signs at the tourist attraction.",,
4f4ef4fc5eb14e8392f781ba8e895a02,2019-02-15 13:49:18,Curug Maribaya,Pemandangannya cukup bagus untuk selfi dan tempatnya bagus parkir mobilnya mahal Broo...,3,neutral,neutral,positive,"The view is good enough for selfies and the place is nice, parking is expensive Broo...",,
3377d6e46f984892a592c9b1265f74f7,2022-11-15 14:13:05,Sanghyang Kenit,"Salah satu tempat wisata yg ada diwilayah bandung barat,  swmoga kedepan lebih baik lagi",5,neutral,neutral,neutral,"One of the tourist attractions in the West Bandung region, hopefully it will be better in the future.",,
08b555ed72ee412b8f25415e002e7d4c,2022-03-15 14:09:04,Curug Cimahi / Curug Pelangi,"Bagus,  tp limayan turun naik tangganya,  bagi yg mau kesana hati hati fisik harus bagus",4,neutral,neutral,neutral,"Good, but the stairs are quite steep and involve going up and down. For those who want to go there, be careful, physical fitness is a must.",,
502ebf797d984dd58dba54345afcd5b4,2022-02-15 13:29:02,Stone Garden,Gowes ke stone garden bersama teman2. Cape terbayarkan dengan keindahan stone garden....,5,neutral,neutral,positive,Cycling to Stone Garden with friends. The fatigue was paid off by the beauty of Stone Garden....,,
a68d7eefb73a433c8d0a4260a5c8eb67,2022-04-15 14:09:01,Curug Cimahi / Curug Pelangi,"Curugnya bagus... masih lumayan sepi.. cuma hati"" aja habis dari curug kakinya gempor😀 …",5,neutral,neutral,positive,"The waterfall is beautiful... still quite quiet.. just be careful, after visiting the waterfall your legs will be exhausted😀 …",,
a8ff6df3ba8940b384c1959bad0d4c8e,2021-02-15 13:49:09,Curug Maribaya,"Ada banyak Wahana yang bagus sih, hanya saja masih kurang maksimal dalam pengelolaannya.",4,neutral,negative,positive,"There are many good rides, it's just that the management is still not optimal.",,
bec9842c2494461890c1684403d60ace,2022-11-23 18:12:55,Ciwangun Indah Camp (CIC),"Tempat kemping yang nyaman, bersih. Tapi saking bersihnya susah buat cari kayu bakar 😆 …",5,neutral,neutral,positive,"A comfortable, clean campsite. But it's so clean, it's hard to find firewood 😆",,
24e49c08772844e7a101ebf17f4f8f32,2019-02-15 13:23:33,Gunung Putri Lembang,"salah satu tempat terbaik untuk liat sunrise, tempat camp juga, ada kayu melengkung gitu",5,neutral,neutral,positive,"One of the best places to see the sunrise, also a camping spot, there are curved wooden structures.",,
99eb6e48fb454a0b8851a84d89e060d5,2020-02-15 12:25:01,Curug Tilu Leuwi Opat,Cukup lumayan buat represing dn adrenalin karena ada arena playing fox dan camping ceria,3,neutral,neutral,positive,Pretty good for refreshing and adrenaline because there's a playground and cheerful camping,,
4c75ddd2569648b88bb7bf9dcd79620e,2022-10-15 12:39:09,Sarae Hills,Tempat wisata yg paling dekat dari rumah di kawasan punclut cuma 5 menit dari ciumbuluit,5,neutral,neutral,positive,The closest tourist spot from home in the Punclut area is only 5 minutes from Ciumbuluit.,,
a1b088e4d9e6481f8313ba47367bb518,2019-02-15 12:57:24,Kebun Begonia Lembang,"Kebunnya bagus, rapih tapi sepi banget pas kemarin kesini. Semoga banyak pengunjungnya ya",5,neutral,neutral,positive,"The garden is nice, neat but very quiet when I came here yesterday. Hope there will be many visitors.",,
974f0907812d40f79dfbab9f820921de,2020-02-23 18:22:43,Terminal Wisata Grafika Cikole,"Tempat yang sangat menyenangkan, cocok untuk anak2 dan dewasa dengan tema bernuansa alam.",5,neutral,neutral,positive,"A very pleasant place, suitable for children and adults with a nature-themed atmosphere.",,
09a0f2fb47d64495a9cd1e6aa3c27880,2022-08-15 14:09:01,Curug Cimahi / Curug Pelangi,Masya Allah indahnya ciptaanMu ya Rabb 😍😍 mudh2an ke depannya di tata lebih baik lagi🙏🙏 …,5,neutral,neutral,neutral,"Subhanallah, how beautiful is Your creation, O Lord 😍😍 May it be managed even better in the future 🙏🙏",,
52ac651255f347faa3cf34051ff88e08,2022-02-15 13:23:09,Gunung Putri Lembang,Tempat yg bagus viewnya indah tp sayang minim toilet...terutama di area camping ground...,4,neutral,negative,positive,"A nice place with a beautiful view, but unfortunately there are minimal toilets... especially in the camping ground area...",,
7a4bca5a248b426ab9cd3ab733fecc30,2020-02-23 17:58:34,Floating Market Lembang,"tempatnya seru...
sayangnya Parkir pas keluar mesti bayar lagi....
tidak allin ternyata..",5,neutral,neutral,positive,"The place is fun...
unfortunately, parking has to be paid again upon exiting....
not all-inclusive after all..",,
d664877a8fa441398788b299c67b9988,2022-08-15 12:39:21,Sarae Hills,"Tempat wisata yg sangat indah, bersih dan rapi. Sangat recommended pergi bersama keluarga",5,neutral,neutral,positive,"A very beautiful, clean, and tidy tourist spot. Highly recommended to go with family.",,
a8db853c034348efbd81738100c70630,2020-02-23 18:05:16,Gunung Tangkuban Parahu,Selalu senang bisa hadir kembali di sini. Menikmati kabut turun ditemani segelas bandrek.,5,neutral,neutral,neutral,"It's always a pleasure to be back here. Enjoying the mist descending, accompanied by a glass of bandrek.",,
8fec0b12f51043ed8a2061a29662530a,2021-02-15 14:13:06,Sanghyang Kenit,New place for relaxing and prewedding sesion. Dah 2x prewed disini. Murah dan bersahabat.,5,neutral,positive,neutral,New place for relaxing and prewedding sessions. I've had 2 pre-weddings here. Cheap and friendly.,,
