id,datetime,location,text,rating,accessibility,facility,activity,english_translation,aspects,sentiment,real_aspect
df00f88f09b448e7aeca6cd6fda443f7,2022-02-15 12:32:50,Taman Hutan Jayagiri Lembang,"Bagus pemandangan , olah raga sambil menghirup udara dari alam.",5,neutral,neutral,positive,"Beautiful scenery, exercising while breathing in the fresh air from nature.","scenery, air, nature","positive, positive, positive","scenery, air, nature"
66c1bd7f191e4b799b5b8bc2408406bf,2020-02-23 18:22:54,Terminal Wisata Grafika Cikole,Alam yg asri dan pemandangan menarik bagus buat wisata keluarga,5,neutral,neutral,positive,A beautiful natural environment and attractive scenery are good for family tourism.,"nature, scenery, attraction","positive, positive, positive","environment, scenery, tourism"
b1cb78f2dae24dce9f2a1a3a2908cabf,2021-02-15 12:25:08,Curug Tilu Leuwi Opat,Ada beberapa curug dan leuwi dengan yang paling jauh curug tilu,3,neutral,neutral,neutral,"There are several waterfalls and pools, with the furthest being Curug Tilu.",place,positive,waterfalls
6207d79048da43cb97dddfbe768e386a,2021-02-15 13:44:13,Sanghyang Heuleut,"
sangat indah, saya kagum dibuat sangat baik terima kasih Tuhan",5,neutral,neutral,neutral,"very beautiful, I am amazed, very well made, thank you God",beauty,positive,beautiful
19bee3c3b4104d178084160aa25500ec,2020-02-15 12:25:03,Curug Tilu Leuwi Opat,Senang sekali ke curug yg 1 ini. Tdk terlalu jauh dr istana air,5,neutral,neutral,positive,It's very enjoyable to go to this waterfall. It's not too far from the water palace.,"place, location","positive, positive","waterfall, location"
cdf1b7dca8464c089fa198d4f7963cb9,2020-02-23 18:13:11,Ciwangun Indah Camp (CIC),Dua atau tiga buah perahu balon akan menambah cantik wahana air,3,neutral,neutral,neutral,Two or three balloon boats will enhance the water attraction.,"attraction, water","positive, positive","attraction, water"
354c48524f484f61aed8bb50d1706a9f,2022-12-15 13:28:48,Stone Garden,"Tempat ny seru sih kalu buat foto "" Cm dr dl blm ada kemajuan ..",5,neutral,neutral,positive,"The place is fun for photos, but it hasn't really improved since before.","place, photo","positive, positive","place, photos"
0416baaf3ebd43de8d543c4375064659,2019-02-15 13:05:35,Taman Lembah DEWATA,"Tempatnya bagus sih buat foto foto, pemandangan asri adem sejuk.",5,neutral,positive,positive,"The place is good for taking photos, the scenery is beautiful, cool and refreshing.","place, scenery, photo","positive, positive, positive","place, scenery, photos"
c2b2c215d8f44a4db355a0924ef847c9,2022-06-23 18:04:59,Gunung Tangkuban Parahu,"Sejuk, fasilitas lengkap, tiket akhir pekan 30/orang + 14 parkir",5,neutral,positive,neutral,"Cool, complete facilities, weekend ticket 30/person + 14 parking","facility, ticket, parking","positive, neutral, neutral","facilities, ticket, parking"
72ae7aaad1b14e7aa01d8e5578245fee,2020-02-15 13:43:57,Sanghyang Heuleut,Tempat nya keren deh ga bakalan nyesel kalau kalian main kesanah,4,neutral,neutral,positive,"The place is cool, you won't regret visiting it.",place,positive,place
df10b7b049304708b4ffb87765099268,2023-01-23 18:22:06,Terminal Wisata Grafika Cikole,Cocok banget buat yang sudah jenuh dengan hingar bingar nya kota,5,neutral,neutral,positive,Perfect for those who are tired of the city's hustle and bustle.,crowd,positive,hustle
23b6919f9f1e42f6bec328ad5930c19c,2022-06-15 13:43:52,Sanghyang Heuleut,Menyenangkan perjalanan 3 kilo dr tempat parkir ke tempat tujuan,4,neutral,neutral,positive,A pleasant 3-kilometer journey from the parking lot to the destination.,"walking, parking","positive, neutral","journey, parking"
1e3da1fe41ff43b6bf9599c985fa1814,2022-02-23 18:04:27,Gunung Tangkuban Parahu,"Harus pk jaket sarung tangan,kaos kaki krn cuaca dingin berkabut",5,neutral,neutral,neutral,"Must wear a jacket, gloves, and socks because the weather is cold and foggy.",weather,negative,weather
9ac93210608e4b169ab8d93ce1d85bc7,2019-02-15 14:18:31,Curug Sawer Cililin,Cocok jalan2 pagi sambil Menghirup udara segar diakhir pekan 🌿🌲🌲,5,neutral,neutral,positive,Suitable for a morning stroll while breathing in the fresh air on the weekend 🌿🌲🌲,"air, walking","positive, positive","air, stroll"
79c5d971ecb94d889f59dd81d93e909d,2022-04-15 14:09:03,Curug Cimahi / Curug Pelangi,"Akses menuju curug nya bikin kapok, trs curugnya kurang terawat.",5,negative,neutral,negative,"The access to the waterfall is discouraging, and the waterfall itself is poorly maintained.","accessibility, maintenance","negative, negative","access, waterfall"
44546c762ca14d86903b84fc856a2c66,2022-05-23 18:04:55,Gunung Tangkuban Parahu,Bagus memang gunung aktif jadi di kasi pembatas untuk pengunjung,5,neutral,positive,neutral,"It's good that the mountain is active, so there are barriers for visitors.","mountain, safety","positive, positive","mountain, barriers"
460bbe4496674f28a781c72641805b1f,2019-02-15 13:49:28,Curug Maribaya,"Nuansa alam nya mantap,, utk berendam air panasnya kurang greget",4,neutral,neutral,positive,"The natural nuances are great, but the hot spring soak lacks excitement.","nature, attraction","positive, negative","natural, excitement"
8251b26bf28f48e1b333d5a53c683657,2023-01-23 18:04:14,Gunung Tangkuban Parahu,"Toko paling ujung harganya paling murah.
Jangan lupa bawa minum.",5,neutral,neutral,neutral,"The furthest shop has the cheapest prices.
Don't forget to bring drinks.","price, drink","positive, neutral","prices, drinks"
96e1491ce5cf43498093220455dc83ca,2020-02-15 13:44:17,Sanghyang Heuleut,"
tempat yang bagus untuk wisata alam murah dan menguji adrenalin",5,neutral,neutral,positive,A great place for affordable nature tourism and adrenaline rushes,"place, nature, activity","positive, positive, positive","place, nature, rushes"
96bdc380a2a64e95b6f1e8fbf77ad6da,2019-02-23 18:23:20,Terminal Wisata Grafika Cikole,"Lumayan luas, tp permainan anaknya kurang seru dan kurang banyak",3,neutral,positive,negative,"Quite spacious, but the children's games are less exciting and there aren't many.","spaciousness, entertainment, crowd","positive, negative, negative","spacious, games, many"
998d102492c144a1b87d85e5453e6940,2021-02-15 14:13:04,Sanghyang Kenit,"Bagus bisa berenang, view nya ok
Harga tiket masuk perorangan 8k",5,neutral,neutral,positive,"Good that you can swim, the view is okay
Entrance ticket price per person 8k","activity, view, price","positive, neutral, neutral","swim, view, price"
d8c86c9df9924e589065bb0681ec9fa0,2023-01-23 17:57:39,Floating Market Lembang,Sudah beberapa kalo kesini Puas banget ke sini dengan anak2 🫰🏻 …,5,neutral,neutral,neutral,I've been here several times. Very satisfied coming here with the kids 🫰🏻,"place, entertainment","positive, positive","here, kids"
f5423799c74b4293a5ad016a2e82dae9,2019-02-15 14:20:49,Situ Ciburuy,Sebuah tempat rekreasi keluarga yg sudah ada sejak jaman dahulu.,5,neutral,neutral,neutral,A family recreation spot that has existed since ancient times.,"spot, history","positive, positive","spot, times"
67ff4685d41f4fbeb931da6f11d33003,2023-01-23 17:57:40,Floating Market Lembang,"Nice place in the town

Tempatnya adem asri dan banyak jajananya",5,neutral,neutral,positive,"Nice place, cool, green, and lots of snacks.","place, food","positive, positive","place, snacks"
16b2f93906d9423aa55ec214e29a67ec,2020-02-15 13:49:33,Curug Maribaya,Kurg bgus aj mnurut aq.. Tmpt y kurg nyaman dn curug y kurg bgus,1,neutral,negative,negative,It's good but according to me.. The place is less comfortable and the waterfall is not very good.,"place, comfort, water","negative, negative, negative","place, comfortable, waterfall"
ae3b60c036d14f5a86a6a04f17e5d9ae,2022-08-15 12:40:03,Sarae Hills,"View bagus, suasana sejuk, harga makanan wajar. Rasa? Biasa saja",5,neutral,neutral,positive,"Good view, cool atmosphere, reasonable food prices. Taste? Just average.","view, atmosphere, food, food","positive, positive, positive, neutral","view, atmosphere, food, food"
17c3e7b8cf03485e992c7afd704e8cb0,2022-02-15 13:04:52,Taman Lembah DEWATA,"View.y bagus untuk berselfie ria.. htm 10k, bs d tukar air minum",5,neutral,neutral,positive,"View.y is good for selfies.. htm 10k, can be exchanged for drinking water","view, drink, water","positive, neutral, neutral","View, drinking, water"
249db5df4d424d51b2b4720a329bf4dc,2020-02-15 12:25:08,Curug Tilu Leuwi Opat,Bagus buat menghilangkan ke jenuhan bisa buat fikiran fresh lagi,4,neutral,neutral,positive,"Good for getting rid of boredom, can make your mind fresh again","atmosphere, air","positive, positive","boredom, air"
d930d80749b14242bef7fa34004f446c,2020-02-15 12:25:09,Curug Tilu Leuwi Opat,Makin bagus setelah 2 tahun sebelumnya saya ke sini. Recommended,4,neutral,positive,positive,Even better than 2 years ago when I was here. Recommended,place,positive,here
e36e5b33419b46f6ab0ab528d87d80b0,2020-02-15 13:23:40,Gunung Putri Lembang,"Buat hiking, segar dan sehat walau cape ke puncak tetap semangat",1,neutral,neutral,positive,"For hiking, fresh and healthy even when tired, stay motivated to the summit","hiking, nature, nature","positive, positive, positive","hiking, fresh, summit"
b90c4c49b205452b89a73cba3ab33076,2019-02-15 13:29:08,Stone Garden,Aku belum pernah ke sini ini vidionya di masukkan di tv Magna tv,3,neutral,neutral,neutral,"I've never been here. This video is being put on TV, Magna TV.",place,neutral,here
6a33105134a945d1883d62f3996b7bff,2019-02-15 13:23:04,Gunung Putri Lembang,Tiket masuk turun loh skarang jadi 10k  liburan murah tapi indah,5,neutral,neutral,neutral,"Admission tickets are down now, it's 10k. Cheap but beautiful holiday.","ticket, price, beauty","positive, positive, positive","tickets, 10k, holiday"
4c8f64e7ff5c48dab921bcbc1327db35,2021-02-15 13:29:13,Stone Garden,"tempat menarik dan saya sangat suka , tetapi banyak pembayaran:(",4,neutral,negative,positive,"Interesting place and I really like it, but lots of payments :(","place, price","positive, negative","place, payments"
8114b3974e194f50b2a19f2d3a26130f,2022-02-15 13:29:01,Stone Garden,"Keren!!
Retribusi RW 10rb. Tiket masuk perorang 5rb. Parkir 5rb.",3,neutral,neutral,neutral,"Awesome!!
Neighborhood fee 10k. Entrance fee per person 5k. Parking 5k.","price, price, price","positive, positive, positive","fee, fee, Parking"
781aa8f2e0be4b63965a47f8cc80a3c8,2022-08-15 12:39:10,Sarae Hills,Tempat yg menarik ditambah variasi jembatan gantung yg keren 👍👍👍,5,neutral,neutral,positive,An interesting place with cool variety of suspension bridges 👍👍👍,"place, bridge","positive, positive","place, bridges"
11596fe5eb5c4def9a8a9d624e834a91,2022-02-23 18:13:08,Ciwangun Indah Camp (CIC),recomended buat yg suka camp dengan suas na tempat yg masih asri,5,neutral,neutral,neutral,Recommended for those who like camping in a place that is still natural/pristine.,"place, nature","positive, positive","place, natural"
3883a22b77324a90878a507fde07c21b,2020-02-15 13:23:04,Gunung Putri Lembang,Saran ini mah buat petugas harus lebih tegas lgh buat yg ngecamp,3,neutral,neutral,neutral,This advice is for officers to be even stricter with those camping.,"crowd, safety","negative, negative","camping, stricter"
3c789738d97d4258b3f9ceedee0f2bd2,2022-02-15 13:04:40,Taman Lembah DEWATA,"Masih belum banyak wahana untuk di pilih, makanan masih terbatas",4,neutral,negative,negative,"Still not many rides to choose from, food is still limited","attraction, food","negative, negative","rides, food"
bb5dcf62d1944254883015075f7c09cb,2021-02-15 14:13:06,Sanghyang Kenit,"cocok juga buat anak remaja
bermain arung jeram tempat nya indah",5,neutral,neutral,neutral,"also suitable for teenagers
whitewater rafting, the place is beautiful",place,positive,place
1240691dd125499fb9d04c911c1dda64,2019-02-15 13:49:29,Curug Maribaya,"Udaranya yang sejuk, terasa berada dialam bebas. Jauh dari polusi",5,neutral,neutral,positive,"Its cool air, feels like being in nature. Far from pollution","air, nature","positive, positive","air, nature"
e54a13d38ba342419350da181a777907,2022-02-15 14:18:31,Curug Sawer Cililin,Cukup nyaman. Tp masih ada pungli padahal sudah bayar tiket masuk,4,neutral,neutral,positive,Quite comfortable. But there are still illegal levies even though the entrance ticket has been paid.,"comfort, ticket, entrance","positive, negative, negative","comfortable, ticket, entrance"
520e792cff604a85b91fae53a14666db,2022-02-15 14:20:48,Situ Ciburuy,Masih dalah proses pembangunan jadi saya kasih bintang 3 dulu aja,3,neutral,neutral,neutral,"Still in the construction process, so I'll just give it 3 stars for now.",facility,neutral,construction
b49b70911b73436e87ca13997ca3008f,2022-02-15 13:05:02,Taman Lembah DEWATA,"Lumayan bwt jalan jalan pagi sambil foto2 ..
Tiket terjangkau 👍 …",5,neutral,positive,positive,Not bad for a morning stroll and taking photos.. Affordable tickets 👍 …,"place, price, photo","positive, positive, positive","stroll, tickets, photos"
b15e77fa1e0545e18a31c0163cabf7b8,2022-02-15 13:05:00,Taman Lembah DEWATA,"Sejuk hijau tempatnya, view nya bikin mata adem dan ga mau pulang",5,neutral,neutral,positive,"The place is cool and green, the view is soothing to the eyes and makes you not want to leave","place, view","positive, positive","place, view"
1a822090e5f74558b256e2ae11a682b6,2022-02-15 12:39:45,Sarae Hills,"Miniatur trade mark negara didunia, Paris, Mesir, Yunani, USA dll",4,neutral,neutral,neutral,"Miniature national trade marks of the world, Paris, Egypt, Greece, USA etc.","attraction, place","neutral, neutral","trade marks, Paris"
8aa22e50b6ea4cd9a244e1e22340fef4,2021-02-15 11:58:46,Curug Malela,Capek perjalanan terbalas dengan pemandangan alam yang indah 👍👍 …,5,negative,neutral,positive,The tiring journey was rewarded with beautiful natural scenery 👍👍,"scenery, nature","positive, positive","scenery, natural"
b5562ffcd56e47f48bf057560cfefce9,2022-06-15 13:48:52,Curug Maribaya,Tempat yang asri dan masih alami.. udara sangat sejuk dipagi hari,4,neutral,neutral,positive,A beautiful and still natural place.. the air is very cool in the morning,"nature, place, air","positive, positive, positive","natural, place, air"
032ef4f0be594130b51208b24502a473,2022-07-23 17:57:29,Floating Market Lembang,"tempat wisata yg asri, sejuk. sangat cocok untuk wisata keluarga.",5,neutral,neutral,positive,"An beautiful, cool tourist spot. Very suitable for family trips.","spot, place","positive, positive","spot, trips"
52eba9adc8b342238a49798243ab49f3,2022-04-15 13:28:43,Stone Garden,Cocok banget untuk healing lebih asik datang pas mendekati sunset,5,neutral,neutral,positive,"Perfect for healing, even more fun to come when it's close to sunset","place, weather","positive, positive","healing, sunset"
0fcfb16a27d8466db25802c8f299c24b,2023-01-15 12:40:37,Sarae Hills,"
Tempat yang bagus untuk bersantai espc saat tidak di musim ramai",5,neutral,neutral,positive,"A nice place to relax, especially when it's not peak season.","place, crowd","positive, neutral","place, season"
c50815ce0f1b4e3b868959dd7573de1c,2020-02-23 18:12:59,Ciwangun Indah Camp (CIC),"Cocok utk out bond, cocok juga untuk nyantai ada mushallanya juga",4,neutral,neutral,neutral,"Suitable for outbound activities, also suitable for relaxing, it also has a prayer room.","activity, peacefulness, restroom","positive, positive, positive","outbound, relaxing, prayer room"
d1c88d99ed4a41e4a8cc5b36e92963b2,2021-02-15 11:58:51,Curug Malela,Ma syaa Allah. Bener2 indah dan butuh perjuangan bgt bisa kesini.,4,negative,neutral,positive,Masha'Allah. Truly beautiful and took a lot of effort to get here.,"beauty, place","positive, neutral","beautiful, here"
2d75fac939d2466bb1fc47bbc022e5e8,2023-02-02 17:57:55,Floating Market Lembang,Tidak sesuai ekspektasi walaupun bisa ke 3 macam wisata sekaligus,5,neutral,neutral,neutral,"Not as expected, even though it was possible to visit three types of attractions at once",attraction,negative,attractions
a13e32b7d7ba4ed694a66d0869e8f2a8,2022-07-15 12:39:31,Sarae Hills,"Tempat yang bagus & indah , sejuk.  Cocok untuk wisata keluarga .",5,neutral,neutral,positive,"A nice & beautiful place, cool. Suitable for family trips.","place, atmosphere","positive, positive","place, trips"
d51b02386ac046fea685dc25b66c1fd0,2022-02-23 18:04:30,Gunung Tangkuban Parahu,Worth it banget buat yg mau liburan dan edukasi bersama keluarga.,5,neutral,neutral,neutral,Totally worth it for those who want a vacation and education with family.,"attraction, tour","positive, positive","vacation, education"
f0b5c429a1a644f2af80fca09f41d454,2022-11-15 14:05:05,Curug Layung Camp Situ Lembang,Harus jalan jauh tapi pemandangan yang bagus dan curug yang bagus,5,neutral,neutral,positive,The walk is long but the scenery is good and the waterfall is nice,"walking, scenery, attraction","neutral, positive, positive","walk, scenery, waterfall"
42be3bb870dc4a56aff85c64fe1d4b07,2020-02-23 18:23:02,Terminal Wisata Grafika Cikole,Bagus..  tapi kalau pengen acara private kurang recommended ..😘 …,4,neutral,negative,neutral,"Good.. but if you want a private event, it's not recommended.. 😘","place, activity","positive, negative","Good, event"
be65c35897aa489780ebef8b5ed86b65,2022-02-15 12:24:47,Curug Tilu Leuwi Opat,Tempat wisata yg lumayan asri dan sejuk. Jauh dr hiruk pikuk kota,4,neutral,neutral,positive,A fairly natural and cool tourist spot. Far from the hustle and bustle of the city,"spot, crowd","positive, negative","spot, hustle"
3363d9a56c6b46928da7ca5a86f4bd9e,2019-02-15 13:43:57,Sanghyang Heuleut,"Jalan 3KM dari parkiran  , Tapi tempat gak bikin nyesel , mantapp",5,neutral,neutral,positive,"3KM walk from the parking lot, but the place is worth it, awesome","walking, parking, place","neutral, neutral, positive","walk, parking, place"
0e012c11a241473c81f30ceac111df3c,2020-02-23 18:05:26,Gunung Tangkuban Parahu,Obyek wisata alam yg wajib d kunjungi pemandangan indah dan sejuk,4,neutral,neutral,neutral,A must-visit natural tourist attraction with beautiful and cool scenery.,"attraction, scenery","positive, positive","attraction, scenery"
467e4c40b4d8488398a4f5a029ed43fe,2022-02-23 18:22:27,Terminal Wisata Grafika Cikole,"Nyampe sini jm 5 pqgi.. Brrrr dingin sekali
Tempat nya sejuk dehh",5,neutral,neutral,positive,"Arrived here at 5 AM.. Brrr so cold
The place is nice and cool","weather, place","negative, positive","cold, place"
c7643551367b4b0193525bba6cd32e44,2020-02-15 12:25:37,Curug Tilu Leuwi Opat,"
pemandangan terbaik air terjun alam, tapi jalan kecil dan terjal",5,negative,neutral,positive,"the best view of a natural waterfall, but the path is small and steep","view, nature, path","positive, positive, negative","view, waterfall, path"
3f98891855c34cf6b991600bd4eb689e,2022-10-15 12:57:30,Kebun Begonia Lembang,"Hanya diperbolehkan foto memakai HP, pakai yg lain kena cas 150 K",5,neutral,neutral,neutral,"Only photos taken with a mobile phone are allowed, using anything else incurs a charge of 150 K.","photo, price","negative, negative","photos, charge"
687efa37020e4e7caec8b0206f864d87,2020-02-15 13:48:46,Curug Maribaya,Tidak bisa dinikmati berendam atau main main di tepian air terjun,3,neutral,neutral,negative,Cannot be enjoyed bathing or playing by the waterfall's edge,"water, activity","negative, negative","bathing, playing"
0660e4d37d7a4ecda9c910b3a3c170ac,2019-02-15 13:49:22,Curug Maribaya,Tempat nya luas dan banyak stand buat main dan ada cindra mata jg,5,neutral,positive,neutral,The place is spacious and has many booths for playing and souvenir stalls too.,"place, spaciousness, souvenir","positive, positive, positive","place, booths, stalls"
8f086b7794ca4f868cca62b59c4bcade,2020-02-15 13:29:09,Stone Garden,"indah pemandangan alamnya,, dan tidak akan pernah di lupakan,,😍 …",5,neutral,neutral,positive,"beautiful scenery,, and will never be forgotten,,😍 …",scenery,positive,scenery
2c3ccdfa695648d8a6249504d8f8e81c,2019-02-15 13:43:54,Sanghyang Heuleut,"tempat yaa sih sangat bagus, tpi akset jalan raya yaa masih jelek",3,negative,neutral,positive,"The place is indeed very good, but the access to the main road is still bad","place, road","positive, negative","place, road"
e3a5564dde1f4bd38067f7e5d7867cd5,2022-03-15 12:40:23,Sarae Hills,"
Tempat yang bagus untuk mengambil gambar yang bagus.
Sangat unik",5,neutral,neutral,positive,"A great place to take good photos.
Very unique","place, photo","positive, positive","place, photos"
6be70cd257e141b481f9775f8cb409f0,2023-01-23 18:22:48,Terminal Wisata Grafika Cikole,"tempatnya enak, dingin, aq suka offroad nya,, ngeri2 sedap,,,😁😁 …",5,neutral,neutral,positive,"The place is nice, cool, I like the offroad, it's thrillingly scary, 😁😁","place, activity","positive, positive","place, offroad"
6bc9c009a5194c3591e54be51b38238e,2022-10-15 13:24:43,Gunung Putri Lembang,Tempat camping dan hiking yang tidak terlalu jauh dari jalan raya,3,neutral,neutral,positive,Camping and hiking spot not too far from the highway,"spot, hiking, road","positive, positive, neutral","spot, hiking, highway"
225904bdc07b4d738d9c497746b566d2,2021-02-15 12:32:51,Taman Hutan Jayagiri Lembang,"Untuk yg suka Hiking, camping cocok lah,  buat olah raga pun enak",5,neutral,neutral,positive,"For those who like hiking, it's suitable for camping, and it's also good for exercising.",hiking,positive,hiking
db24c9d68b1c4e9b8ba99821a9aa7a91,2022-06-23 18:22:56,Terminal Wisata Grafika Cikole,"Tempatnya cocok utk wisata alam, outbond. Ada flaying foxnya juga",5,neutral,neutral,positive,"The place is suitable for nature tourism, outbound. There is also a flying fox.","place, nature, activity","positive, positive, positive","place, nature, flying fox"
3e1ca0563f0840e0a24b4113f096314d,2019-02-15 13:30:24,Stone Garden,Landscape nya mantap gan recomended buat yg suka hunting photo😆 …,3,neutral,neutral,positive,"The landscape is awesome, man. Recommended for those who like photo hunting! 😆","landscape, photo","positive, positive","landscape, photo"
622acf9397d64c7c897e01568dd6997b,2022-02-15 21:07:31,Curug Panganten,"
Lanskap yang bagus, bagus untuk hiking, sepiring teh yang indah?",5,neutral,neutral,positive,"Beautiful landscape, good for hiking, a beautiful cup of tea?","landscape, hiking","positive, positive","landscape, hiking"
f0d9574ab2bc43fd86a7ef64ec3575e9,2022-02-23 18:34:23,Orchid Forest Cikole,"Tempat yg bagus utk keluarga dan teman2 nyantai...
Cobain ajah..!",5,neutral,neutral,positive,"A great place for family and friends to relax...
Just try it..!",place,positive,place
d0809433b8de4c2daf53bd72bc6f3fd9,2020-02-15 13:43:47,Sanghyang Heuleut,"natural banget service nya bagus pada ramah ,,,,,, nyaman pokoknya",3,neutral,neutral,positive,"The service is very natural, good, and friendly. It's comfortable, overall.","service, comfort","positive, positive","service, comfortable"
c3f9b32aa5c9402f820c7777d3eb30b6,2020-02-15 12:32:53,Taman Hutan Jayagiri Lembang,Wana wisata nan asri sejuk. Asyik buat camping atau sekedar santai,5,neutral,neutral,positive,A beautiful and cool natural tourist spot. Fun for camping or just relaxing.,"place, nature","positive, positive","spot, natural"
be0025e88eb04c778a0337b1f30aa233,2020-02-15 13:50:02,Curug Maribaya,Curug maribaya kalau pake curug. Jempol maribaya kalau pake jempol,5,neutral,neutral,neutral,Maribaya waterfall if you use the waterfall. Maribaya thumb if you use the thumb.,,,
448b0d9f073d4a6f89401cb19320386f,2021-02-23 18:23:14,Terminal Wisata Grafika Cikole,Univ XSC pertama di sini. Tempatnya luaas dan pemandanganya mantap,5,neutral,neutral,positive,Univ XSC's first here. The place is spacious and the view is great,"place, view","positive, positive","place, view"
dff104fa7bec40e8a69d4021c972042e,2021-02-15 13:30:16,Stone Garden,Sekarang sudah rindang dan tidak gersang cocok untuk prewed mantap,5,neutral,neutral,positive,"Now it's shady and no longer barren, perfect for a great pre-wedding shoot.","weather, photo","positive, positive","shady, shoot"
c077a4b0670d4cab9cdcb8a07fa591c9,2020-02-15 13:44:01,Sanghyang Heuleut,"Klo dari arah cimahi kesini deket gaa ya?? Pgn bgt ksna soalnya,,!",5,neutral,neutral,neutral,"Is it close here from the Cimahi direction?? I really want to go there,,!",location,neutral,here
aa145892d7414f64ad042d8f8da00f3e,2022-10-15 12:39:09,Sarae Hills,Bagus tempat nya n petugas nya ramah juga jago ambil spot foto nya,5,neutral,positive,positive,The place is good and the staff are friendly and good at taking photos.,"place, staff, photo","positive, positive, positive","place, staff, photos"
2855c2756cec4d7f8e3b22e76b23e892,2022-02-23 18:04:59,Gunung Tangkuban Parahu,"Serrruuuu, bisa ambil foto2 dengan spot yg keren dan unik bangettt",5,neutral,neutral,positive,"Seriuuuus, you can take photos with really cool and unique spots.","photo, spot","positive, positive","photos, spots"
1ed033d26b5b48c5a19d75d864ae2e3a,2020-02-15 13:49:23,Curug Maribaya,Tempat wisata yg sngat asri dan sejuk..cocok untuk wisata keluarga,3,neutral,neutral,positive,A very beautiful and cool tourist spot.. suitable for family tourism.,"spot, attraction","positive, positive","spot, tourism"
7953581df76541f08ee992b0ead279fc,2022-02-15 12:57:11,Kebun Begonia Lembang,"Lumayan bagus untuk hari ini,tp skrng sudah bnyk yg lebih dari itu",4,neutral,neutral,positive,"Pretty good for today, but now there are many that are better than that",weather,neutral,today
2368a4cf61724e3cb165ac82778232bc,2020-02-15 13:05:34,Taman Lembah DEWATA,Lokasi wisata baru di Lembang. Sejuk dan bagus. Ada danau nya juga,5,neutral,positive,positive,New tourist location in Lembang. Cool and nice. There is also a lake,"place, lake","positive, positive","location, lake"
6cb123c159f249b6872f18ba190b9c93,2020-02-15 13:05:11,Taman Lembah DEWATA,"Tempat nyaman
D sarankan jangan bawa makanan dan minuman dari luar",3,neutral,neutral,positive,"Comfortable place.
It is advised not to bring food and drinks from outside.","place, food, drink","positive, negative, negative","place, food, drinks"
e9e2e9257d614b22a20fa15b44aa75b9,2021-02-15 13:29:56,Stone Garden,Bagus pemandangannya cuma mahal klo mau blanja minuman dan makanan,4,neutral,neutral,positive,"The view is good, it's just expensive if you want to buy drinks and food.","view, price, drink, food","positive, negative, negative, negative","view, expensive, drinks, food"
9dcc0c698427429ab565d273f5c6e940,2022-03-23 18:04:27,Gunung Tangkuban Parahu,"Wisata alam dengan pesona pemandangan yang indah, cuaca yang sejuk",5,neutral,neutral,positive,Nature tourism with the charm of beautiful scenery and cool weather,"nature, scenery, weather","positive, positive, positive","Nature, scenery, weather"
2f2ed9c355a54d9f8e45b586f733b056,2019-02-15 12:24:51,Curug Tilu Leuwi Opat,"Bagus buat kemping keluarga, ada treking ke Curug dan ada lapangan",5,positive,neutral,positive,"Good for family camping, there's trekking to the waterfall, and there's a field.","accommodation, trail, attraction","positive, positive, positive","camping, trekking, waterfall"
32cf2e721b55472a9a470cf3e3084e6c,2020-02-15 14:15:37,Bukit Senyum,"G bagus.. Cuma selfi doang..
Bad pisannnnn...
Jalannya ancurrr cok",4,negative,neutral,neutral,"Great. Just selfies.
Terrible.
The road is wrecked.","place, road","positive, negative","selfies, road"
3c46e2ac22c24cb5bcab0c52222f86f8,2020-02-15 13:48:45,Curug Maribaya,Cocok untuk di kunjungi bersama keluarga tempatnya sejuk dan indah,5,neutral,neutral,neutral,"Suitable for visiting with family, the place is cool and beautiful.","place, beauty","positive, positive","place, beautiful"
f980c6233ee5425a92d4899aa8c98f6c,2022-02-15 14:13:06,Sanghyang Kenit,"Tempat yg cocok buat spot foto"" dijamin keren ngga bakal gagal 👌 …",5,neutral,neutral,positive,"A suitable place for photo spots, guaranteed to be cool and won't disappoint 👌","place, spot, photo","positive, positive, positive","place, spots, photo"
ee2fb1f800994e4ea47c06800e7ec404,2022-08-23 17:57:33,Floating Market Lembang,"Tujuan wisata yang bermutu , wahana dan kulinernya mantap 🍅🥕🙂🙂👍👍 …",5,neutral,neutral,neutral,"High-quality tourist destinations, great rides, and delicious food 🍅🥕🙂🙂👍👍",food,positive,food
aa95aa2835a0498d8d3110ebe59a2e49,2022-12-15 13:48:43,Curug Maribaya,"Di daerah sini banyak tourist trap,bagi orang yang awam pasti kena",4,neutral,neutral,neutral,"In this area there are many tourist traps, for people who are unfamiliar with it, they will surely fall for them",attraction,negative,traps
63cf9c5d73f5425390cdef8dd61b8e81,2022-02-23 18:22:34,Terminal Wisata Grafika Cikole,Nyaman dan sejuk tempat nya banyak wahana untuk melatih kekompakan,5,neutral,positive,positive,"Comfortable and cool, the place has many attractions to train cohesiveness","place, attraction, comfort","positive, positive, positive","place, attractions, Comfortable"
93d23cb6786645c9a348f80ba9e1f74f,2019-02-23 18:35:04,Orchid Forest Cikole,"Banyak spot foto , keren , sejuk , bersih . Cocok buat liburan ...",5,neutral,neutral,positive,"Many photo spots, cool, refreshing, clean. Suitable for vacation...","spot, photo","positive, positive","spots, photo"
3bc9d03390ac477685e25fab98bf0cfd,2022-03-15 14:09:16,Curug Cimahi / Curug Pelangi,Tempat yang nyaman dan cocok untuk keluarga liburan dimusim panas.,5,neutral,neutral,positive,A comfortable and suitable place for a family summer vacation.,"place, accommodation","positive, positive","place, vacation"
