id,datetime,location,text,rating,accessibility,facility,activity,english_translation,text_length,summary
3376d4ff8e614dcb814b4cc25b2072ea,2022-08-23 18:33:57,Orchid Forest Cikole,"Masya Allah... Cakep banget pemandangan nya. Pas di pintu gerbang ngerasa kaya mau masuk ke Jurassic Park. Yang menantang buat jompo belia kaya saya ya jalan kaki yang lumayan jauh. Tapi worth it. Pemandangan bagus, adem, sejuk, asri. Btw enak ya ditempat dingin, kelayapan seharian juga ga bikin keringetan.",4,neutral,neutral,positive,"Masya Allah... the view is so beautiful. At the gate, I felt like I was entering Jurassic Park. The challenging part for an ""elderly youth"" like me is the rather long walk. But it's worth it. The view is good, it's cool, refreshing, and green. By the way, it's nice in a cold place; roaming around all day doesn't make you sweat.",62,"This scenic attraction requires a significant amount of walking, which may be challenging for some, but offers rewarding views in a cool, refreshing climate that makes exploring on foot pleasant."
33aba819eac34ba4aabdfe38381a558a,2022-11-15 12:57:04,Kebun Begonia Lembang,"masuknya 25rb, tamannya ga terlalu luas tp ditata dengan sangat rapi. waktu kesana ada keluarga yg lagi gathering dan suasananya bagus bgt. parkir motor 2rb dan pas masuk kita bisa pake topi bambu buat foto foto. topinya gratis dipakai selama di dalam wisata. ibu penjaga tiketnya ramah sekali jadi merasa sangat disambut",5,neutral,positive,positive,"Entrance fee is 25,000 IDR. The park isn't very large, but it's very neatly arranged. When I visited, there was a family having a gathering, and the atmosphere was really nice. Motorcycle parking is 2,000 IDR. Upon entering, you can use bamboo hats for photos. The hats are free to use within the tourist area. The ticket attendant was very friendly, so I felt very welcomed.",66,"This small, well-organized park charges a 25,000 IDR entrance fee and a 2,000 IDR fee for motorcycle parking. The site offers complimentary bamboo hats for photos and is a welcoming venue suitable for family gatherings."
33b711b3fef44de5aeb49895fab8e3b5,2019-02-15 13:43:37,Sanghyang Heuleut,"Buat yg ma ke SANGHYANG HELEEUT, harus pas musim kemarau, jangan pas musim hujan, karena kalau musim hujan, airnya pasti keruh. Dan siapkan mental fisik, karena perjalanan menuju lokasi -+ 1 jam",4,neutral,neutral,neutral,"For those who want to go to SANGHYANG HELEEUT, it must be during the dry season, not the rainy season, because if it's the rainy season, the water will definitely be murky. And prepare mentally and physically, because the journey to the location is about 1 hour.",47,"Accessing Sanghyang Heleut involves a physically demanding one-hour journey. For optimal water clarity, a visit is recommended during the dry season, as the water becomes murky in the rainy season."
34f364dfe8f44041a98a452d8d61bf50,2022-02-23 18:34:27,Orchid Forest Cikole,keren tempat y...buat Mangement Orchid coba klo ada kopi buat kami2 driver Traveloka lebih keren bangeeettt,4,neutral,neutral,positive,"Cool place, y... For Orchid Management, if you had coffee for us Traveloka drivers, it would be even cooler!",19,A driver for a travel service indicates the attraction is accessible but suggests its facilities could be improved by adding a coffee service for drivers.
35217f4f15594cfa8df343552ebd5ab2,2022-02-15 12:39:31,Sarae Hills,"Bagus tempatnya..
Tapi buset deh pop mie beli di dalem harganya 18.000, pop mienya ada lapisan emasnya kali ya... perasaan pop mienya sama air panasnya juga sama, apa jangan2 air panasnya dimasak di neraka ?, gilak kali, udah bayar tiket masuk jajanan harganya selangit, mikir2 deh kalo mo jajan disitu !",5,neutral,negative,positive,"The place is nice...
But wow, the Pop Mie bought inside costs 18,000, maybe the Pop Mie has a layer of gold on it... I feel like the Pop Mie and the hot water are the same, or maybe the hot water was cooked in hell? Crazy, you've already paid for the entrance ticket and the snacks are outrageously priced, think twice if you want to snack there!",68,"This tourist attraction requires an entrance fee and provides on-site food facilities, though the reviewer warns that snacks sold within the venue are extremely overpriced."
357acf82f7be4b69a10246fc147cffeb,2019-02-15 13:44:14,Sanghyang Heuleut,"
Pemandangannya seperti danau biasa tetapi bagian terbaiknya adalah ketika Anda bisa melakukan lompat tebing, harganya terlalu mahal terutama ketika Anda pertama kali pergi ke sini. Saya sarankan Anda membawa teman yang tahu tempat danau suci sehingga Anda tidak perlu menggunakan pemandu",5,neutral,neutral,positive,"The scenery is like a regular lake, but the best part is when you can cliff dive. It's too expensive, especially when you go here for the first time. I suggest you bring a friend who knows the sacred lake spot so you don't have to use a guide.",49,"The site's main activity is cliff diving, but it is considered expensive. To mitigate costs, visitors can navigate the area with a knowledgeable friend instead of hiring a guide."
35837da6176845dcbc260857f4ac6b41,2022-02-23 17:57:10,Floating Market Lembang,"Tempatnya cukup luas. Hanya perlu beberapa jam untuk eksplorasi seluruh bagian. Banyak bagian yg exclude dari tiket masuk. Bunganya cantik dan terawat. Makanannya enak, booth coin mudah diakses. Harga makanan rata ±25k (berat) dan ±15k (ringan). Perahu variatif bentuknya. Banyak spot foto di seluruh bagian",4,neutral,positive,positive,"The place is quite spacious. It only takes a few hours to explore the entire area. Many sections are excluded from the entrance ticket. The flowers are beautiful and well-maintained. The food is delicious, and the coin booths are easily accessible. Food prices are around ±25k (heavy) and ±15k (light). The boats come in various shapes. There are many photo spots throughout the area.",64,"This attraction can be explored within a few hours and offers activities such as admiring well-maintained flower gardens, taking photos at numerous spots, and enjoying various boat rides. Food facilities are easily accessible and affordably priced. A key accessibility detail is that the main entrance ticket does not include access to all sections of the site."
365c5aef88c84e049503362128c217da,2022-07-15 14:09:03,Curug Cimahi / Curug Pelangi,"Ekspetasi tinggi.. Pas datang, rodo kecewa. Tempat gak terawat , 1 spot foto gak bisa digunakan. Padahal yg booming spot tsb",5,neutral,negative,negative,"High expectations. When it arrived, a bit disappointed. The place is not well-maintained, 1 photo spot is unusable. Even though that spot is what's trending.",25,"The attraction is poorly maintained, with a popular photo spot being unusable, which restricts a key visitor activity."
38ad5c45a0ed4ae6bbc8a9b4417bf9bd,2023-01-23 18:04:19,Gunung Tangkuban Parahu,"Waktu kesini jalan keatas menuju kawah sempet hujan dan berkabut, hati"" kalau ke sini waktu hujan karna jalannya cukup terjal dan berkelok.
Untungnya waktu sampe atas udah cerah dan tidak berawan. Udaranya sejuk dan cari top view biar angle fotonya bagus hahahaha",4,neutral,neutral,positive,"When I came here, the path leading up to the crater was raining and foggy. Be careful if you come here during the rain because the path is quite steep and winding.
Fortunately, when I reached the top, it was already clear and cloudless. The air was cool and I looked for the top view so the photo angle would be good hahaha.",63,"Access to the crater is via a steep, winding path that requires caution, particularly in rainy or foggy conditions. Upon reaching the summit, visitors can enjoy cool air and scenic views, which are ideal for photography when the weather clears."
3aeb1fe201c643de98a91b5a185ba72f,2023-01-26 17:57:25,Floating Market Lembang,"Tempat yg nyaman sejuk untuk liburan bersama anak anak dan keluarga
Makanan enak enak harga juga masih terjangkau
Semoga kedepan nya ada akses untuk yg bawa stoler / kursi roda , soalnya banyak tangga yg tidak bisa di lalui stoler harus diangkat
Toilet bersih nyaman
Mushola juga tersedia",5,neutral,positive,positive,"A comfortable, cool place for a holiday with children and family.
The food is delicious and the prices are still affordable.
Hopefully in the future there will be access for those who bring strollers/wheelchairs, as there are many stairs that cannot be passed with strollers and have to be lifted.
The toilets are clean and comfortable.
A prayer room is also available.",62,"The attraction is a family-friendly destination featuring clean toilets, a prayer room, and affordable, high-quality food. Its primary drawback is a lack of accessibility, as numerous stairs prevent the use of strollers and wheelchairs."
3c548b4aee774c99ad2c64354a47406f,2022-10-23 18:34:03,Orchid Forest Cikole,"Tempat yang sangat bagus. Datang waktu sore hari, 2-3 jam sebelum tutup, nikmati suasana sore dan malam dengan lampu-lampu yang sudah dinyalakan. Jalanannya bersih dan cuacanya sejuk. Toilet lumayan bersih. Bisa duduk santai sambil dengerin musik.",5,neutral,positive,positive,"A very nice place. Come in the afternoon, 2-3 hours before closing, enjoy the afternoon and evening atmosphere with the lights already on. The streets are clean and the weather is cool. The toilets are quite clean. You can sit and relax while listening to music.",46,"This attraction offers a relaxing atmosphere with well-maintained facilities, including clean toilets. Recommended activities include listening to music and enjoying the ambiance, particularly in the late afternoon and evening when the site is illuminated."
3c7bccea66174ec9af7d706856ef5996,2020-02-15 13:23:14,Gunung Putri Lembang,"Tempatnya bagus bgt sbnrnya, recomended buat yg suka camp. Tambah lg ads fasilitas musholla di area camping. Cuma sayangnya kamar mandi di area camping msh kurang memadai, smg kedepannya bisa diperbanyak lg jumlah kmr mandinya, jd gaperlu turun ke bawah kalau mau ke toilet.",5,neutral,negative,positive,"The place is really good actually, recommended for those who like camping. Plus, there are prayer facilities in the camping area. It's just a shame that the bathrooms in the camping area are still inadequate, hopefully in the future the number of bathrooms can be increased, so we don't have to go downstairs to use the toilet.",57,"Recommended for camping, this site offers prayer facilities but has an insufficient number of bathrooms in the camping area, requiring visitors to use toilets located on a lower level."
3d1def3be3de490d9f93eab926d8856b,2020-02-23 18:05:19,Gunung Tangkuban Parahu,"Tempat wisata yang wajib di kunjungi ketika di lembang. Disana banyak penjual gelang dan aksesoris...,, sangat ramah,, menawarkan jadi fotografer dan bahkan tourguide.. Tetapi mereka tidak mau meminta bayaran....,, mereka mau repot2 tanpa dibayar. Untuk menghargai mereka..belilah dagangan mereka",5,neutral,neutral,positive,"A must-visit tourist spot when in Lembang. There are many vendors selling bracelets and accessories... they are very friendly, offering to be photographers and even tour guides. But they don't want to be paid... they go through the trouble without payment. To appreciate them, buy their merchandise.",47,"This tourist location features friendly local vendors who sell merchandise like bracelets and accessories. These vendors also provide complimentary, informal services such as photography and tour guiding, with visitors encouraged to show appreciation by purchasing their products."
419d931ec07e407cb57785759694d017,2020-02-23 18:34:53,Orchid Forest Cikole,"Tampatnya enak untuk menghilangkan penat, suasana sejuk dan banyak area bermain buat anak-anak cocok, ada adventure, mini golf, kelinci, flaying fox dan saat mau naik ke tempat parkir sudah ada angkutan yang siap membawa kita kembali gratis",5,neutral,positive,positive,"The place is nice for relieving fatigue, cool atmosphere and many playgrounds for children are suitable, there is adventure, mini golf, rabbits, flying fox and when going up to the parking lot there is already transportation ready to take us back for free.",43,"This family-friendly attraction offers various activities, including playgrounds, mini golf, a flying fox, and rabbit encounters. For accessibility, complimentary transportation is available to return visitors to the parking area."
4337c15c690746b5aa9e64fec0eb815c,2022-10-23 17:57:44,Floating Market Lembang,"Pelayan ramah, areanya sangat luas.. Bagus dan indah sampe pegel muter muter.. Cuma mungkin untuk harga wahana (baik kota mini /floating market ) agar lebih murah karena saya rasa tidak sesuai dengan experience nya, atau bisa ditambah keseruannya agar setimpal dengan yg dibayar..",4,neutral,positive,positive,"The staff is friendly, the area is very spacious.. It's so good and beautiful that my feet hurt from walking around.. It's just that maybe the price of the attractions (both mini town / floating market) could be cheaper because I feel it doesn't match the experience, or maybe add more fun so it's worth what you pay..",58,"This spacious attraction has friendly staff but requires extensive walking. While it features activities like a mini town and a floating market, they are considered overpriced for the experience offered."
452be022fbaa49e1be7de6cbbde73e3c,2021-02-15 11:58:44,Curug Malela,"Perjalanan lumayan panjang dengan jalur mobil yg pas pasan bahkan ada yg hanya cukup untuk 1 mobil, sampai parkiran harus jalan kaki atau naik ojeg sekitar 1 km menuju curug, tp semua terbayar dg pemandangan curug yang indah...👍 …",5,negative,neutral,positive,"The journey was quite long with a narrow car path, some only wide enough for one car, and from the parking lot, you have to walk or take a motorbike taxi for about 1 km to the waterfall, but it was all worth it with the beautiful view of the waterfall...👍",51,"Access to the waterfall is challenging, involving a narrow road to a parking lot, from which visitors must then walk or take a 1 km motorbike taxi ride to the site."
461e7a72f928441086e9b2d18a39905e,2023-01-23 18:34:08,Orchid Forest Cikole,"Htm kisaran 55rb per orang (termasuk harga tiket masuk dan parkir). Tempatnya cocok bgt buat healing, suasanya sejuk dan nyaman. Cuma masakan di cafe dalem kurang pas rasanya, harganya jg agak mahal, jadi better yang mau kesini bawa makanan dan minuman asik gelar tiker sendiri buat picnic. Enjoy! ☺️✨",4,neutral,negative,positive,"Around IDR 55k per person (including entrance fee and parking). The place is very suitable for healing, the atmosphere is cool and comfortable. It's just that the food at the cafe inside isn't quite right in taste, and the prices are a bit expensive, so it's better to bring your own food and drinks if you want to come here and lay out your own mat for a picnic. Enjoy! ☺️✨",71,"The attraction, accessible for a fee of around IDR 55k that includes parking, offers a cool and comfortable atmosphere ideal for relaxing activities like picnicking. While an on-site cafe is available, it is noted for expensive and dissatisfying food, so bringing your own provisions is recommended."
4874b4c1df5847359536daea5364d9b8,2022-05-23 18:04:09,Gunung Tangkuban Parahu,Senang sekali bisa sampai gua kahuripsn meski kawah upas ditutup..sempat hujan berteduh diwarung sambil ngopi..sejuk segar ..naik kuda lumayan mahal 75 rb tapi tukang kudanya baik & ramah..yg penting anak happy naik kuda nya.,5,neutral,positive,neutral,"So happy to reach Kahuripan cave even though Upas crater was closed. It rained for a while, so we took shelter at a stall and had coffee. It was cool and refreshing. Riding a horse was quite expensive at 75,000 Rupiah, but the horse keeper was kind and friendly. The most important thing is that the child was happy riding the horse.",62,"Kahuripan cave was accessible and equipped with stalls offering shelter and coffee. The main activity mentioned is horse riding, which, despite its cost, is a child-friendly experience managed by friendly staff."
4a90aada5e974c26b84bd6618c3ddd2b,2019-02-15 13:29:21,Stone Garden,Hamparan batu seperti karang dan pemandangan sejauh mata memandang membuat kita rilek dan ini membuktikan bahwa dulunya adalah lautan ...yg menyurut... ao kapan lagi berkunjung ke sini bro n sis... keburu tiket mehong,4,neutral,neutral,positive,"The expanse of rocks like coral and the view as far as the eye can see make us relax, and this proves that it was once an ocean... that receded... When will you visit here again, bros and sis... before the tickets get expensive",44,"The attraction offers expansive, relaxing views and unique coral-like rock formations, which suggest a prehistoric ocean floor. Access to the site requires a ticket, and potential visitors are advised that prices may increase."
4d70b967b5a94e51950283ee67e94fb2,2019-02-15 13:30:03,Stone Garden,Pemandangan bagus... tp blm nyaman klo ada monyet 🙏😊 …,5,neutral,neutral,positive,Great view... but it's not comfortable if there are monkeys 🙏😊,11,"The attraction offers an excellent view, but the presence of monkeys may detract from the comfort of the experience."
4e9716c78bcc409f9292330f0a6b5451,2022-05-15 13:43:40,Sanghyang Heuleut,"Tempat ini lumayan ok untuk rekreasi keluarga dan teman.. tetapi untuk menuju ke tempat Sanghyang heuleut ini harus di tempuh jalan kaki yg lumayan jauh..😂
Sekitar 2 kilo meter dengan perkiraan waktu 1½ jam jalan kaki..
disarankan untuk mempersiapkan fisik untuk menempuh perjalanan menuju tempat Sanghyang heuleut ini..😅",5,negative,neutral,positive,"This place is quite okay for family and friends recreation.. but to get to Sanghyang Heuleut, you have to walk quite a distance.. 😂
About 2 kilometers with an estimated walking time of 1½ hours..
It is recommended to prepare physically for the journey to Sanghyang Heuleut.. 😅",48,"Sanghyang Heuleut is a recreational site suitable for groups, but accessing it requires a physically demanding 2-kilometer walk that takes approximately 1.5 hours, so visitors should be prepared for the trek."
501c25c7192646d7a3e5a34361e082b1,2019-02-15 13:22:55,Gunung Putri Lembang,"Cocok untuk tempat camping karena tempatnya luas juga bersih, disini dapat liat sunrise dengan pemandangan kota lembang dari atas yang masih tertutup kabut
Kalau kesini jangan terlalu siang karena jam 6.15 sudah mulai cerah, jadi sebelum set 6 harus sudah ada disini kalau ingin cuaca yang bagus.",5,neutral,positive,positive,"Suitable for camping because the place is spacious and clean, here you can see the sunrise with a view of Lembang town from above, still covered in mist.
If you come here, don't come too late because it starts to get bright at 6:15 AM, so you should be here before 6 AM if you want good weather.",58,"This spacious and clean site is suitable for camping and offers misty sunrise views over Lembang. For the best experience, visitors should arrive before 6 AM."
519fded89379456692c0d3d8d8361121,2023-02-01 12:39:07,Sarae Hills,"Lokasinya di area punclut ddieland tiket mulai 50rban dan ada tiket terusannya 65 & 85rb sesuai pilihan,

Disediakan mobil wara wiri sampai lokasi kalau bis besar turun di depan, Hiace & Elf bisa masuk langsung ke bawah",5,neutral,neutral,neutral,"The location is in the Punclut area. Tickets start at 50,000 rupiah, and there are continuous tickets for 65,000 and 85,000 rupiah depending on your choice.

A shuttle car is provided to the location if you arrive by large bus, which has to drop off at the front. Hiace and Elf can go directly down.",55,"This attraction in the Punclut area offers a tiered ticketing system. For accessibility, a shuttle service is provided for visitors arriving by large bus, which must stop at the entrance, whereas smaller vehicles are permitted to drive directly to the location."
51a99dffe43f47e2bc995445ba27e51f,2023-01-15 12:57:20,Kebun Begonia Lembang,Taman bunga dan kebun buah yg cantik. Terdapat bermacam2 jenis bunga dan buah. Cocok untuk tempat hunting foto atau sekedar menikmati indahnya hamparan taman bunga. Tersedia beberapa spot foto yg memang sudah disiapkan oleh pihak pengelola. Disediakan topi anyaman jg yg bisa dipinjam gratis.,5,neutral,neutral,positive,Beautiful flower garden and fruit orchard. There are various types of flowers and fruits. Suitable for a photo hunting spot or simply to enjoy the beauty of the flower garden. There are several photo spots that have been prepared by the management. Woven hats are also available for free loan.,50,"This flower garden and fruit orchard is an ideal location for photography and sightseeing. To enhance the visitor experience, the management provides designated photo spots and offers a complimentary loan of woven hats."
53e8055bc8cf45eda61d3562db4770cb,2019-02-15 11:58:53,Curug Malela,"Tempat nya keren abis, walaupun lumayan jauh dari tempat parkir tapi udah sampe cape langsung ilang,cuma hati"" kalo ujan jalan nya jadi licin banget sama suka ada air deres dari atas ke bawah..",5,negative,neutral,positive,"The place is super cool, even though it's quite a walk from the parking lot, the tiredness disappears as soon as you arrive. Just be careful when it rains because the path gets very slippery and there's often a strong flow of water from top to bottom.",47,"The attraction is accessible via a considerable walk from the parking lot. Visitors should be cautious during rainy weather, as the path becomes slippery and is subject to significant water runoff."
54f22346a7e940deb2af2eb9b8d7488d,2022-09-23 17:57:47,Floating Market Lembang,"Lumayan bagus buat keluarga besar atau kecil
Wahananya juga lumayan
Untuk makanan lumayan iya siapkan dompet aja sama wahana dompet yang tebel 😁
Kalau sekedar foto2 ya tenang gratis apa lagi jalan- jalan 😁 santai  👍 …",5,neutral,neutral,neutral,"Pretty good for a big or small family.
The rides are also quite good.
For the food, it's decent. Just prepare your wallet, and a thick wallet for the rides! 😁
If it's just for photos, then it's free, what more for a stroll! 😁 Relaxing 👍…",47,"This family-friendly attraction features good rides and decent food, though both are expensive. Visitors can also enjoy free, relaxing activities like strolling and taking photos."
5664449fc19e4e4e851683205d44358e,2022-08-15 12:40:32,Sarae Hills,"
Tidak banyak yang bisa dilihat di sini. Butuh waktu sekitar 1 jam untuk menyelesaikan semua tamasya. Baru dibuka 4 bulan yang lalu.",5,neutral,neutral,negative,There's not much to see here. It takes about 1 hour to complete all the sightseeing. It only opened 4 months ago.,22,"As a recently opened site, this attraction offers limited sightseeing that can be completed in approximately one hour."
59d5823580104f14bb9e19fc1e5fd4d0,2019-02-15 12:57:11,Kebun Begonia Lembang,"Kebun yang indah, berbagai jenis bunga ada disini, pelataran kebun cukup luas, untuk berphoto ria atau selfie, view telah disiapkan untuk photo, bunga yang aneka warna menambah serunya photo, mau beli bunga atau hasil kebun bisa disini, lokasi cukup strategis",4,neutral,neutral,positive,"A beautiful garden, various types of flowers are here, the garden grounds are quite spacious, for taking photos or selfies, views have been prepared for photos, the multicolored flowers add to the excitement of the photos, you can buy flowers or garden produce here, the location is quite strategic",49,This strategically located and spacious garden offers a variety of colorful flowers and designated photo opportunities. On-site facilities allow visitors to purchase flowers and local garden produce.
5a8e04f0173f4761939e94758625c38c,2023-01-23 17:57:45,Floating Market Lembang,Salah satu tempat wisata Lembang yang lama tapi masih favorit. Suasana danaunya yang luas makin mantap sambil dinikmati dengan bandrek dan pisang goreng gula aren di pujaseranya enak. Bisa naik perahu jg sambil diterpa udara lembang yg sejuk. Kostum jepangnya jg bagus2 dan premium.,5,neutral,neutral,positive,One of Lembang's older but still favorite tourist spots. The atmosphere of the vast lake becomes even more delightful enjoyed with bandrek and palm sugar fried bananas at the delicious food court. You can also ride a boat while being caressed by Lembang's cool air. The Japanese costumes are also nice and premium.,53,"This popular Lembang attraction, centered around a large lake, offers facilities such as a food court and boat rentals. Activities available to visitors include enjoying local cuisine, taking a boat ride, and renting high-quality Japanese costumes."
5f4bdd7c451947a29c255e504087ad14,2022-06-15 12:32:50,Taman Hutan Jayagiri Lembang,"Wana wisata dikaki Gn Tangkuban Perahu  dgn suasana alam yg indah dan sejuk.  Cocok utk penyuka Hiking, Motocros dan Sepeda Gunung.  Jalan menuju lokasi mulus tapi sempit dan penuh tanjakan .  Kondisi lingkungan sekitar cukup kotor banayk sampah dari para pengunjung tanpa pernah dibersihkan.",3,neutral,negative,positive,"Tourism at the foot of Mount Tangkuban Perahu with a beautiful and cool natural atmosphere. Suitable for hiking, motocross, and mountain biking enthusiasts. The road to the location is smooth but narrow and full of inclines. The surrounding environment is quite dirty with a lot of trash from visitors, never cleaned up.",52,"This tourist site at the base of Mount Tangkuban Perahu offers activities such as hiking, motocross, and mountain biking. Although the location is accessible via a smooth road, it is narrow and steep. The area's pleasant atmosphere is diminished by poor cleanliness and a significant amount of uncollected visitor trash."
602015777fc0476eada510e225c7e13b,2022-02-15 21:07:30,Curug Panganten,Bagus msh alami...akses nya msh blm di buat yg bagus....😀😀😀 …,5,neutral,neutral,positive,"Good, still natural...the access hasn't been made nice yet....😀😀😀",9,"This natural attraction is praised for its undeveloped state, though its access routes are not yet improved."
60ac9863a47d4cc5ae6eb6e38b45517e,2019-02-15 13:48:53,Curug Maribaya,"Wisata air terjun yang dikelola cukup baik.. Untuk air terjun nya menurut saya biasa aja, di sana lebih cocok untuk foto2 saja.. Dari lokasi parkir ke lokasi wisata ada Suttle bus yang siap antar jemput",3,neutral,neutral,positive,"The waterfall attraction is quite well-managed. As for the waterfall itself, I think it's just ordinary; it's more suitable for taking photos. From the parking lot to the attraction, there is a shuttle bus ready to pick you up and drop you off.",43,"The well-managed attraction is easily accessible via a shuttle bus service from the parking lot. While the waterfall is described as ordinary, the site is primarily recommended for photography."
628ffcc64a72487b9221ea6e55e65739,2022-02-23 18:05:12,Gunung Tangkuban Parahu,"Bersih tempatnya, parkir rapi, lumayan menghibur ada wisata naek kudanya juga...",4,neutral,positive,neutral,"The place is clean, parking is tidy, it's quite entertaining with horse riding tours too...",15,"This well-maintained attraction offers organized parking and provides entertaining activities, such as horse riding tours."
6372b028623c4ae3b5036cdbe92bca26,2021-02-23 17:58:18,Floating Market Lembang,"Tempat wisata dan bermain untuk keluarga yang tidak boleh terlewatkan, selagi dibandung cobalah mampir ke lembang",5,neutral,neutral,neutral,"A must-visit tourist and play destination for families, while you're in Bandung, try stopping by Lembang.",16,"This family-friendly attraction in Lembang, accessible to tourists visiting Bandung, is a recommended destination offering recreational and sightseeing activities."
63a2ba14d9f849ee9c9b891d2abd2ea4,2022-05-15 12:39:05,Sarae Hills,"tempat wisata yg Ada didaerah punclut, memurutku ini tempat wisata hanya untuk foto foto saja, kuliner masih minim harga ticket masuk  50.000 Dan ternyata untuk masuk jembatan harus membeli tiket masuk lagi seharga 15.000/orang, paling cocok kalai datang siang/pagi hari karena klo siang cuacanya panas,,",4,neutral,negative,negative,"Tourist attractions in the Punclut area, in my opinion, are only for taking photos. Culinary options are still limited. The entrance ticket price is 50,000, and it turns out that to enter the bridge, you have to buy another entrance ticket for 15,000 per person. It's best to come in the afternoon/morning because it's hot during the day.",58,"This tourist attraction is primarily for photography and offers limited culinary facilities. Access requires an initial entrance fee, with an additional separate charge for specific features like the bridge. It is recommended to visit in the morning or afternoon to avoid the midday heat."
64a7e11d84ef4de8971247d1ca757427,2022-02-15 13:28:36,Stone Garden,"Dari goha Pawon mampir ke sini jarak cuma 300 m, Indahnya luar biasa, tiket berdua 29ribu dapat minuman 2 botol yg kecil, jng lupa klo kesini bawa topi atau kaca mata krn panas klo siang, luar biasa batu nya sng indah",5,neutral,neutral,positive,"From Goha Pawon, stopping by here is only a 300m distance. The beauty is extraordinary. The ticket for two is 29 thousand and you get 2 small bottles of drink. Don't forget to bring a hat or sunglasses when you come here because it's hot during the day. The rocks are incredibly beautiful.",53,"Conveniently located 300m from Goha Pawon, this attraction features beautiful rock formations. The admission fee includes complimentary drinks, but visitors are advised to bring sun protection as the site is hot and exposed during the day."
651e920b92b84855a3b6637fa5bab96c,2020-02-23 18:04:35,Gunung Tangkuban Parahu,"Disinilah cerita itu di mulai, seorang anak yang menyukai ibu kandungnya sendiri, beberapa sejarah banyak sekali yang mengenai asmara. I'll not forget this memory ❣️ so wonderfull place and clean.",5,neutral,positive,neutral,"This is where the story begins, a child who loves his biological mother. History is full of romances. I'll not forget this memory ❣️ so wonderful place and clean.",29,"The reviewer describes the attraction as a wonderfully clean and memorable place, though no specific details on accessibility, facilities, or activities are provided."
68885fb49b7f47eca1d67bb4999e3ba2,2022-12-15 13:04:16,Taman Lembah DEWATA,"Puas sih kesini. Harga tiketnya kalau weekday cuma 10k aja dan dapet minum. Tempatnya adem dan banyak spot foto keren. Paling enak kalau lagi sepi, bisa puas foto-foto dan nggak bising juga. Posisinya juga deket kalau dari arah dago giri dan tempatnya mudah ditemukan. Top deh, recommended banget.",3,neutral,neutral,positive,"I'm satisfied with visiting here. The ticket price on weekdays is only 10k and it includes a drink. The place is cool and has many great photo spots. It's best when it's not crowded, so you can take photos to your heart's content without it being noisy. Its location is also close if you're coming from the Dago Giri direction, and the place is easy to find. Top-notch, highly recommended.",70,"This easily accessible attraction, conveniently located near Dago Giri, is recommended for its numerous photo spots. The site offers an affordable weekday ticket that includes a complimentary drink, and visitors will find the best experience for photography is during less crowded times."
69f961f4a76f4e4b9910d386e4d64d34,2022-02-15 14:15:32,Bukit Senyum,"Tempatnya sejuk karena byk pohon2 pinus cocok utk refreshing, fasilitasnya juga lumayan, cuma jalan akses khusus masuk ke lokasi belum mulus, masih berbatu dan licin kalau hujan.. Semoga ke depannya bisa dikelola lebih baik lagi supaya bisa menjadi salah satu obyek wisata yang diminati...",5,negative,neutral,positive,"The place is cool because there are many pine trees, suitable for refreshing. The facilities are also decent, only the access road to the location is not yet smooth, still rocky and slippery when it rains. Hopefully in the future it can be managed better to become one of the popular tourist attractions.",53,"This tourist attraction offers a refreshing atmosphere among its pine trees and is equipped with decent facilities, but accessibility is a challenge due to a rocky road that becomes slippery when it rains."
6a45a1efb880419e808d0c6eaf854f12,2023-01-15 13:28:34,Stone Garden,"Sungguh indah tempat ini, kita pakai jasa bapak buat ambil foto. Keren2 hasilnya, karena beliau tahu harus ambilnya dari mana. Untuk harga tiket Rp. 14 rb..Untuk parkir Rp. 5 rb. Kondisi sekarang masih dalam pengembangan karena tamannya belum jadi. Kalau sudah tumbuh bunganya pasti akan makin cantik.",4,neutral,neutral,positive,"This place is truly beautiful, we used the Bapak's service to take photos. The results are amazing because he knows exactly where to take them from. The ticket price is Rp. 14 thousand. Parking is Rp. 5 thousand. The current condition is still under development because the garden isn't finished yet. When the flowers bloom, it will surely be even more beautiful.",62,"The attraction, currently under development with an unfinished garden, is accessible for an entrance fee of Rp. 14,000 and a parking fee of Rp. 5,000. Key facilities include parking, and a notable activity is the availability of an expert local photography service."
6a87f7bc745c404fa4ee3c6a2c045b05,2022-02-23 18:04:08,Gunung Tangkuban Parahu,"Jalan dari arah Jakarta/Subang sampai gerbang ada penyekatan Ganjil Genap PPKM, tp kalo mo ke sini aja diperbolehkan, kecuali yg ke arah Bandung
Lama gak ke sini, prasarana sudah banyak perbaikan, lebih bagus. Tukang foto, souvenir jg ramah2.",5,neutral,positive,neutral,"From Jakarta/Subang, there is a Odd-Even PPKM (public activity restriction) checkpoint until the gate, but if you only want to come here, you are allowed, except for those going to Bandung.
Haven't been here in a long time, the facilities have been greatly improved, it's better. The photographers and souvenir sellers are also very friendly.",55,"Despite regional travel restrictions, this attraction is accessible and features significantly improved facilities, with on-site services including friendly photographers and souvenir vendors."
