id,datetime,location,text,rating,accessibility,facility,activity,english_translation,text_length,summary
ecc09a7927104f6b914200cadd117917,2020-02-15 12:57:19,Kebun Begonia Lembang,"Tempatnya menarik harga tiketnya murah banyak spot foto yang bagus juga,  cocok juga buat bawa anak anak tapi harus aga di awasi takutnya metikin bunga",5,neutral,positive,positive,"The place is interesting, the ticket price is cheap, there are also many good photo spots. It's also suitable for bringing children, but they need to be supervised a bit, lest they pick the flowers.",35,"This affordable, family-friendly attraction offers numerous photo opportunities. While suitable for children, they require close supervision to protect the site's flowers."
edba67c9784d4b1ca4a5b44ed4ff2b92,2022-06-15 12:39:10,Sarae Hills,"Pokonya harus cobain ke tempat ini, fasilitas dan pelayanan dari para petugasnya bagus banget, siap membantu kita contohnya saat ingin berfoto👍👍👍 ga nyesel deh kesini malahan pengen balik lagi. Saat hujan pun sudah ada payung yang mereka sediakan …",5,neutral,positive,positive,"You absolutely have to try this place. The facilities and service from the staff are amazing. They are always ready to help, for example, when you want to take photos 👍👍👍 You won't regret coming here, in fact, you'll want to come back again. Even when it rains, they have umbrellas available...",52,"This attraction provides excellent facilities and highly praised staff service. The staff is noted for being helpful with activities like photo-taking, and the site is well-equipped for inclement weather, offering amenities such as umbrellas."
eeecbe2223e54071b1d12fef78bbfe7b,2023-01-15 12:39:12,Sarae Hills,"Tempatnya seru, ada jembatan gantung, kastil, dan tempat iconic lainnya
Banyak spot foto yang oke..

Sayang tiket terusannya lumayan mahal.. Kalo yang bareng keluarga besar agak menguras dompet",5,neutral,negative,positive,"The place is fun, there's a suspension bridge, a castle, and other iconic spots.
Lots of great photo spots.

It's a shame the entrance fee is quite expensive. If you're coming with a big family, it can be a drain on the wallet.",43,"This attraction features a castle, a suspension bridge, and other photogenic locations. However, the high entrance fee can make it an expensive outing, particularly for large families."
f03d0dd707dc40c38ef54da7e068d466,2023-01-15 13:22:46,Gunung Putri Lembang,"Gunung putri lembang ini tidak jauh dari kota Bandung. Hanua saja jika ingin datang ketempat ini sebaiknya pagi hari untuk menghindari macet. Selain itu datang dipagi hari lebih menyenangkan, karena kita bisa menikmati pemandangan yg luar biasa indah dan menghirup udara yg segar.",5,positive,neutral,positive,"This Lembang mountain area is not far from Bandung city. However, if you want to come here, it's best to come in the morning to avoid traffic jams. Besides, coming in the morning is more pleasant because we can enjoy the incredibly beautiful scenery and breathe the fresh air.",49,"Located near Bandung, this mountain attraction is best visited in the morning to avoid traffic and to enjoy the scenic views and fresh air."
f0d5097bd4ac4a95b90a92bc676b07be,2022-02-23 17:57:12,Floating Market Lembang,Cocok untuk liburan berasama keluarga maupun sahabat. Tempatnya luas. Ada beberapa tempat yg kalo mau masuk bayar lagi salah satunya kota mini. Kalo mau murah lebih baik include semua wahana yg ada. Kalo mau masuk floating markernya saja harga tiketnya 30.000,5,neutral,positive,neutral,"Suitable for holidays with family or friends. The place is spacious. There are some places where you have to pay again to enter, one of them is the mini city. If you want it to be cheap, it's better to include all the existing rides. If you only want to enter the floating market, the ticket price is 30,000.",59,"This spacious attraction features multiple activities, such as a mini city and a floating market, with a tiered pricing system. Visitors can pay for individual areas separately or opt for a more cost-effective all-inclusive pass that covers all available rides."
f5cacb4609994ae9b89ea88700385523,2022-02-15 13:43:53,Sanghyang Heuleut,Sanghyang Heuleut .. objek wisata alam yang menampilkan pemandangan suangai dan bebukitan..,5,neutral,neutral,neutral,Sanghyang Heuleut... a natural tourist attraction featuring river and hill scenery...,11,"This natural attraction showcases scenic river and hill landscapes."
f633dd0e92cb409e9fdc0cb5c922c980,2020-02-15 12:24:42,Curug Tilu Leuwi Opat,"So beautiful. Ada flying fox, panahan. Sungai nya bagus, bisa buat mandi, dan yang paling bagus itu pemandangan waktu tracking ke curug tilu, meski curug tilu nya biasa aja, tp yg bagus itu waktu tracking nya. Ga terlalu jauh juga utk tracking, sekitar 2km, 30menitan. Bawa jaket anti air, karna sering hujan",5,positive,positive,positive,"So beautiful. There's a flying fox, archery. The river is nice, good for swimming, and the best part is the view during the trek to Curug Tilu. Even though Curug Tilu itself is just okay, the trek is what's great. It's not too far for the trek, about 2km, 30 minutes. Bring a waterproof jacket, because it often rains.",59,"This attraction offers activities such as a flying fox, archery, and river swimming. The site is accessible via a relatively short and scenic 30-minute trek (approximately 2km) to a waterfall, which is noted as the main highlight. Due to frequent rain, visitors are advised to bring waterproof clothing."
fcf51b97d4de4727b65d7995fa9dc223,2019-02-23 18:23:02,Terminal Wisata Grafika Cikole,"Tempatnya indah cocok sekali untuk berfoto selfi,disini juga terdapat beberapa permainan ada 3 permainan,yaitu:Flyng Fox,Jembatan Gantung dan Turun Tebing harga tiket permainanya ada yang 15.000 hingga 25.000",3,neutral,neutral,positive,"The place is beautiful, very suitable for taking selfies. There are also several games here, there are 3 games, namely: Flying Fox, Hanging Bridge and Cliff Descent. The ticket prices for the games range from 15,000 to 25,000.",38,"This scenic attraction, noted for its photo opportunities, features three paid adventure activities—a flying fox, a hanging bridge, and cliff descent—with individual ticket prices ranging from 15,000 to 25,000."
fd65143ba7f448e49b50b5aa37b98fac,2022-02-23 18:21:56,Terminal Wisata Grafika Cikole,"Tempatnya adem, sejuk tapi agak lelah yaa karna naik turun tanggaa. Pas kesini nyobain flying fox, jembatan tali, turun tebing. Terus juga ada kasih makan rusa, kelinci sama burung. Rekomen si buat yg mau liat hijaunya alam",5,neutral,neutral,positive,"The place is cool and refreshing, but it's a bit tiring because of the stairs going up and down. When I came here, I tried the flying fox, rope bridge, and rappelling. There was also feeding deer, rabbits, and birds. Recommended for those who want to see the green nature.",50,"This nature attraction offers various activities, including adventure sports like a flying fox and rope bridge, as well as animal feeding. However, visitors should be aware that accessibility is physically demanding due to numerous stairs throughout the site."
fe94bb20d6374c4f808c744d71744263,2019-02-15 12:57:23,Kebun Begonia Lembang,Kebun Bunga begonia paling pas buat foto2 Krn byk tempat yg bagus buat di upload di Instagram. Warna bunganya juga cerah2. HTM nya 20rb. Kalau kesini dari Lembang cari angkot yg arah Maribaya,5,neutral,neutral,positive,"The Begonia Flower Garden is perfect for taking photos because there are many good spots to upload on Instagram. The flower colors are also bright. The entrance fee is 20,000. If you're coming here from Lembang, look for a public minivan (angkot) going towards Maribaya.",45,"Ideal for photography with its vibrant flowers and photogenic spots, the Begonia Flower Garden charges a 20,000 entrance fee and is accessible from Lembang by public minivan."
