id,datetime,location,text,rating,accessibility,facility,activity,english_translation,better_english_translation,pred_nllb_baseline,pred_nllb_finetuned
f5013e76b05d4e9098a0d73f5a2d31cd,15-02-2019 12:57,Kebun Begonia Lembang,sesuai namanya tanamannya begonia semua mayoritas harga relatif terjangkau 15k orang anak usia 2th mulai dikenakan tiket,4,neutral,neutral,neutral,"As its name suggests, all the plants are begonias, and most are relatively affordable at 15k. Children aged 2 and up are charged a ticket.","As the name suggests, the plants are mostly all begonias. The price is relatively affordable at 15k per person. A ticket is required for children starting from 2 years of age.","As its name suggests, begonia all the majority of prices are relatively affordable 15k people 2nd-year-old children began to charge tickets","As the name suggests, the plant is all begonias. The majority of the prices are relatively affordable, 15k per person. Children aged 2 years old start to be charged a ticket."
f38529104be44586ae390dbc4b3fc04d,23-05-2022 18:04,Gunung Tangkuban Parahu,tempat wisata di lembang udara sejuk cuma agak bau belerang banyak cemilan dan banyak yang jual souvernir berkabut banget harus hati-hati kalo jalan,5,neutral,positive,positive,"Tourist spot in Lembang, cool air, just a bit of a sulfur smell, lots of snacks and many souvenir sellers. It's very foggy, so be careful when walking.","A tourist spot in Lembang. The air is cool, but it smells a bit like sulfur. There are lots of snacks and many people selling souvenirs. It's very foggy, so you have to be careful when walking.",Tourist attractions in the cold air just smell a bit of sulfur many snacks and many who sell souvenirs very foggy should be careful if the road,"A tourist spot in Lembang, the air is cool, but there's a bit of sulfur smell. There are many snacks and many vendors selling souvenirs. It's very foggy. You have to be careful if you walk."
a8884accd6ee4f44802cb3017bae84a9,15-02-2021 14:05,Curug Layung Camp Situ Lembang,nice place for camping and hiking jalannya agak rusak dan berbatu harus ekstra hati hati kalau naik kendaraan roda dua sedangkan untuk roda empat siap-siap pijet kaki-kaki mobil wide camping ground around pine forest biaya masuk 10k per orang parkir kendaraan 5k better views at sunrise,5,negative,neutral,positive,"nice place for camping and hiking the road is a bit damaged and rocky you have to be extra careful if you're riding a two-wheeled vehicle while for four-wheeled vehicles, get ready for a car suspension massage, wide camping ground around pine forest, entrance fee 10k per person, vehicle parking 5k, better views at sunrise","Nice place for camping and hiking. The road is a bit damaged and rocky, you have to be extra careful if you're on a two-wheeled vehicle. As for four-wheeled vehicles, be prepared for the car's suspension to take a beating. Wide camping ground around a pine forest. Entrance fee is 10k per person, vehicle parking is 5k. Better views at sunrise.",Nice place for camping and hiking the road is a bit broken and rocky you have to be extra careful if you're riding a two-wheeled vehicle whereas for a four-wheeled ready-to-fly car wide camping ground around pine forest cost entry 10k per person parking vehicle 5k better views at sunrise,"Nice place for camping and hiking. The road is a bit damaged and rocky. You have to be extra careful if you're riding a two-wheeled vehicle, whereas for a four-wheeled vehicle, prepare a car leg massage. Wide camping ground around Pine Forest. Entrance fee is 10k per person. Parking is 5k. Better views at sunrise."
b15e77fa1e0545e18a31c0163cabf7b8,15-02-2022 13:05,Taman Lembah DEWATA,sejuk hijau tempatnya viewnya bikin mata adem dan enggak mau pulang,5,neutral,neutral,positive,"The place is cool and green, the view is refreshing and makes you not want to leave.","The place is cool and green, the view is so refreshing for the eyes, you won't want to go home.",It's a cold green place where the viewer's eyes get cold and doesn't want to go home,"The place is cool and green, the view makes the eyes cool and you don't want to go home."
04e64fe0908d4f77990744996e855c9b,23-02-2020 18:34,Orchid Forest Cikole,poto poto yang gentayangan di instagram menghoda banget pengin ke sini pas ke sini pas pandemi jadi leluasa fresh air oksigen sejuk playgroundnya juga seru mushola toiletnya juara nih kalo sudah ke lewat satu entar di depan ada enggak pakai riweuh balik lagi begitu cocok buat family keluarga atau geng,4,neutral,positive,positive,"Instagram photos of the place are very tempting, I wanted to come here. I came during the pandemic, so it was spacious and had fresh, cool air. The playground was also fun. The prayer room and toilets are great. If you pass one, there's another one ahead, so no hassle going back and forth. Suitable for families or groups of friends.","The photos all over Instagram are so tempting, I really wanted to come here. When I came during the pandemic, it was so spacious. The air is fresh and cool, the playground is also fun, and the prayer room and toilets are top-notch. If you miss one, there's another one up ahead, so there's no hassle of going back. It's perfect for families or groups of friends.",The photos that were posted on Instagram are very good to see here during the pandemic so relax fresh water oxygen cool the playground is also nice mushola the toilet is the champion if it's gone through one entar in front there is no wearing riweuh back so suitable for family family or gang,"The amazing photos on Instagram are very encouraging. I wanted to come here during the pandemic so I could relax, fresh oxygen, and cool water. The playground is also fun, the prayer room, and the toilets are amazing. Once you've passed one entrance in front, there's no need to rush back, so it's suitable for family, family, or gangs."
b04d8184c643400d9084342c63761b96,23-02-2021 17:58,Floating Market Lembang,recommended pisan ini kita saja sudah berpa kali ke sini enggak ada bosennya kumplit mencari makan rupa aneka pilihan main anak anak asa jalan jalan keliling doang apalagi mau main air banyak asik fresh lah kalo pulang,5,neutral,neutral,neutral,"This recommended place, we've been here so many times and never get bored. It's complete, lots of food options, and activities for kids. Just walking around is fun, especially if you want to play in the water. It's so fun and refreshing when you go home.","Highly recommended. We've been here so many times and never get bored. It has everything, from a wide variety of food choices to kids' play areas. It's enjoyable even if you're just walking around, and especially fun if you want to play in the water. You'll feel so refreshed when you go home.",Recommended this first time we've only been here four times there's no boredom full looking for food all sorts of options to play kids asa the road around prayer especially want to play a lot of water nice fresh it's when you go home,"Highly recommended, we've only been here several times and there's no boredom. I'm looking for a variety of food options for children. I'm just hoping to walk around, especially if I want to play in a lot of water. It's fun and fresh when I go home."
7bb0be19470b4c0782b0439a4998fae8,23-02-2019 18:23,Terminal Wisata Grafika Cikole,duh tempat terdingin sepanjang hidup dingin banget tapi suka sama suasananya pertama kalinya naik flying fox wow,5,neutral,neutral,positive,"It was the coldest place I've ever been, super cold, but I liked the atmosphere. First time doing a flying fox, wow.","Oh, the coldest place in my entire life. It's so cold, but I love the atmosphere. My first time on a flying fox, wow.","Oh, the coldest place in my whole life. It's cold, but I like the same atmosphere. First time flying fox.","Duh, the coldest place in my life, it's very cold, but I like the atmosphere. It's my first time riding a flying fox, wow."
2491c5059b404dcaa88d2192a7842314,23-10-2022 18:04,Gunung Tangkuban Parahu,pesona alam yang luar biasa yang diciptakan allah swt untuk kita nikmati bersama keluarga tercinta,5,neutral,neutral,positive,The extraordinary natural charm created by Allah SWT for us to enjoy with our beloved family,The extraordinary beauty of nature that Allah SWT created for us to enjoy with our beloved family.,the amazing charm of nature that God created for us to enjoy with our beloved family,the extraordinary natural charm created by god swt for us to enjoy with our beloved family
ed245bcf2a5a438b8a7f9b1f14eeaa5a,15-03-2022 13:04,Taman Lembah DEWATA,tempatnya indah sekali romantis banyak spot foto bagus harga tiket masuk cuma 20rb dan bisa ditukar dengan air mineral,5,neutral,neutral,positive,"The place is very beautiful and romantic, with many good photo spots. The entrance ticket is only 20rb and can be exchanged for mineral water.","The place is very beautiful and romantic, with lots of good photo spots. The entrance ticket is only 20k and can be exchanged for mineral water.",It's a lovely romantic place. A lot of good photos. Tickets are only 20rb.,"The place is very beautiful, romantic, with many good photo spots. The entrance ticket price is only 20,000 IDR and can be exchanged for mineral water."
23b10e02a81149d49dd6affab5f7200f,15-01-2023 14:20,Situ Ciburuy,di musim hujan ini air danau situ ciburuy sedang meningkat sehingga indah dipandang dan nyaman untuk berperahu maupun main kayak berkeliling danau atau sekedar menyeberang ke pulau di tengah danau,5,neutral,neutral,positive,"During this rainy season, the water level of Situ Ciburuy lake is rising, making it beautiful to behold and comfortable for boating or kayaking around the lake, or simply crossing to the island in the middle of the lake.","In this rainy season, the water in Situ Ciburuy lake is rising, making it scenic and ideal for boating or kayaking around the lake, or just crossing to the island in the middle.",In this rainy season the water of the lake is rising so beautifully viewed and convenient to sail or play kayak around the lake or just cross to the island in the middle of the lake,"During the rainy season, the lake's water level is rising, making it beautiful to see and comfortable for boating or playing around the lake or just crossing over to the island in the middle of the lake."
e46cef35bab9489babfa1e77d28688f1,15-02-2020 13:05,Taman Lembah DEWATA,kawahnya kering hanyaa ada sisa kerikil saja dan tidak bau belerang,5,neutral,neutral,negative,the crater is dry with only leftover gravel and no sulfur smell,"The crater is dry, only gravel remains, and there is no smell of sulfur.",The crater is dry. There's only gravel left and no smell of sulfur.,"The crater is dry, but there are only remains of gravel and no sulfur smell."
2ea874a5af2945e7b7463a97f813a36c,23-01-2023 18:22,Terminal Wisata Grafika Cikole,dengna harga tiket 20 ribu aaja ini tempat wisata hutan pinus yang bisa twebilang murah sangat memanjakan mata bikin tentram damai cocok buat bawa keluarga,5,neutral,positive,positive,"The ticket price is only 20,000. This pine forest tourist spot can be considered very cheap, it's a feast for the eyes, makes you feel calm and peaceful, suitable for bringing the family.","With a ticket price of only 20 thousand, this pine forest tourist spot, which can be considered cheap, is very pleasing to the eye, creating a sense of peace and tranquility, perfect for bringing the family.",And the price of the ticket is 20 thousand. This is a tourist spot in the pine forest that can be said to be very cheap.,"The ticket price is 20 thousand, this is a tourist spot in the pine forest that can be described as cheap, very pleasing to the eye, making it peaceful and comfortable, suitable for bringing a family."
256ae18666274ac489180d6537a2f4c4,23-02-2021 18:34,Orchid Forest Cikole,tempatnya keren banget spot fotonya banyak cocok buat tempat healing,4,neutral,neutral,positive,"The place is really cool, there are many photo spots, suitable for a healing place.","The place is really cool with lots of photo spots, perfect for healing.",It's a really cool place. It's a great place for healing.,"The place is really cool, there are many photo spots, suitable for healing spots."
78711fbcdc334953bbb746c48b5c8d59,15-02-2020 14:05,Curug Layung Camp Situ Lembang,cocok banget buat pecinta alam apalagi di curugnyaa pemandangannya gila habis,5,neutral,neutral,positive,"Perfect for nature lovers, especially at the waterfall, the scenery is incredibly amazing.","Perfect for nature lovers, and the view at the waterfall is to die for.","It's perfect for nature lovers, especially in the waterfall.","Perfect for nature lovers, especially at the waterfall, the scenery is crazy."
2311bf3970bd4beda40c3d7b2f7d022d,23-02-2022 18:22,Terminal Wisata Grafika Cikole,tempat yang bagus indah bersih nyaman servicenya bagus makanannya enak-enak,5,neutral,positive,positive,"A nice, beautiful, clean, and comfortable place with good service and delicious food.","A great, beautiful, clean, and comfortable place. The service is good and the food is delicious.","It's a nice place, nice clean, comfortable service, good food.","A nice, beautiful, clean, comfortable place, good service, delicious food."
b3dd5eb5cf034bfc86a79add697df548,23-02-2020 18:22,Terminal Wisata Grafika Cikole,tempat buat kabur dari rutinitas yang menyebalkan di perkotaan hutan pinus yang masih asri di kaki begini tangkuban perahu,5,neutral,neutral,positive,a place to escape the annoying urban routine in the still pristine pine forest at the foot of Mount Tangkuban Perahu,A place to escape the frustrating urban routine; a pristine pine forest at the foot of Mt. Tangkuban Perahu.,A place to get away from the nasty routine in a pine forest town that's still on its feet like this.,A place to escape the annoying routines of the urban pine forest that are still beautiful on foot like Tangkuban Perahu.
76ab060b7f3b493ea879007d7c91a982,15-02-2020 13:48,Curug Maribaya,tempatnya lumayan ya cuman itu ada salah satu pekerja cowok waktu saya ke sana pakai baju item eh mungkin semua item ya enggak tau dia doang wkwk enggak ngenakin banget omongannya tolong buat dikondisikan ke pekerja di sana tentang tata krama ke pengunjungnya terima kasih sekian,3,neutral,neutral,negative,"The place is okay, but there was one male employee wearing a black shirt when I went there. Maybe all of them were black, I don't know, he was the only one, lol. His words were really unpleasant. Please address the employees there regarding their manners towards visitors. Thank you, that's all.","The place is pretty decent, but there was one male employee when I was there wearing a black shirt (or maybe they all wear black, I'm not sure if it was just him lol) and the way he spoke was very unpleasant. Please instruct the employees there on proper etiquette towards customers. Thank you, that is all.","It's a nice place. Yeah, it's just that there's one of the guys working when I went there wearing clothes.","The place is decent, it's just that there was one male worker when I went there. I was wearing clothes, maybe all the items. I didn't know he was just a jerk. Wow, I didn't really believe the words. Please condition it to the workers there about manners to the visitors. Thank you so much."
304006132d0a4a06aa9b66338dfdc10e,15-02-2022 14:09,Curug Cimahi / Curug Pelangi,adem cocok buat yang mencari suasana adem sekaligus tantangan karena kera liar yang sewaktu waktu menghampiri pengunjung bikin seru pokoknya,4,neutral,neutral,positive,"It's suitable for those looking for a cool atmosphere as well as a challenge, because wild monkeys that approach visitors at any time make it exciting.","The cool atmosphere is perfect for those seeking both a peaceful vibe and a challenge, because the wild monkeys that might approach visitors at any time make it really exciting.",adem is suitable for those who are looking for an atmosphere of adem as well as a challenge because wild monkeys that when time approaches visitors make it exciting mainly,"Cool, suitable for those looking for a cool atmosphere and also challenging because the wild monkeys, when approaching visitors, make it absolutely exciting."
b3d48e5c23964cf2bdc36513643abf03,23-06-2022 18:04,Gunung Tangkuban Parahu,pemandangan luar biasa indah tapi sayang tiketnya lumayan mahal ya ada toilet umum banyak penjual makanan ringan buah stroberry pakaian-pakaian,4,neutral,negative,positive,"The view is incredibly beautiful, but unfortunately, the ticket is quite expensive. There are public toilets, many vendors selling snacks, strawberries, and clothes.","The view is incredibly beautiful, but unfortunately, the tickets are quite expensive. There are public toilets and many vendors selling snacks, strawberries, and clothes.",The view is incredibly beautiful but unfortunately the tickets are quite expensive yes there is a public toilet lots of snack vendors strawberries clothes,"The view is incredibly beautiful, but unfortunately the tickets are quite expensive, there are public toilets, many snack vendors, strawberries, clothes."
5b284dd083e54e53a388d5c491c5bcef,15-02-2022 12:24,Curug Tilu Leuwi Opat,jalan menuju air terjun cukup landai b8sa dijangkau pakaibsepeda hingga menuju air terjunnya banyak spot camping air terjunnya dingin banget parkir mobil motor luas mushollah tersedia jajanan banyak haha dan terjangkau tiket murah 15rb per kepala umur 7 tahu ke atas,4,neutral,positive,positive,"The road to the waterfall is quite gentle, easily reachable by bicycle all the way to the waterfall. There are many camping spots, the waterfall is very cold, the car and motorbike parking is spacious, a prayer room is available, plenty of snacks haha and it's affordable. The ticket is cheap, 15 thousand per person, age 7 and above.","The road to the waterfall is quite gentle, you can reach it by bicycle right up to the waterfall itself. There are many camping spots. The waterfall is very cold. There is spacious parking for cars and motorcycles, a prayer room is available. Lots of snacks haha, and they're affordable. The ticket is cheap, 15k per person for ages 7 and up.",The road to the waterfall is quite landai b8sa reached by bicycle up to the waterfall many spots camping the waterfall is very cold parking car wide motorcycle mushollah available meals many haha and affordable tickets cheap 15rb per head age 7 know up,"The road to the waterfall is quite steep, b8sa is accessible by bicycle. Until reaching the waterfall, there are many camping spots. The waterfall is very cold. Spacious motorcycle parking, prayer room, and many snacks are available. haha, and affordable. The ticket price is cheap, 15rb per person, ages 7 and up."
2d70b9da67a04506b450ebb03a7f39c4,15-02-2020 12:57,Kebun Begonia Lembang,harga terjangkau lebih murah kalau rombongan tempat luas bunganya bagus banyak ragamnya banyak patung hewan juga bagus untuk foto-foto,4,neutral,positive,positive,"Affordable price, cheaper if you come in a group, spacious place, beautiful flowers, lots of variety, also many animal statues, good for photos","Affordable price, cheaper for groups. The place is spacious, the flowers are beautiful and diverse. There are also many animal statues, great for photos.",Affordable prices are cheaper if the crowds are large the flowers are good many varieties many animal sculptures are also good for photos,"Affordable prices are cheaper if you're a group, the place is spacious, the flowers are good, there are many varieties, many animal statues, and it's also good for photos."
922298c8690b466a85f65bcab0ec0122,23-02-2019 18:13,Ciwangun Indah Camp (CIC),tempatnya sejuk tersedia aula untuk melakukan kegiatan seperti workshop dan juga asyik banget buat outbound,4,neutral,positive,neutral,"The place is cool, there's a hall available for activities like workshops, and it's also great for outbound.","The place is cool, there's a hall available for activities like workshops, and it's also great for outbound.","It's a cool place, there's a hall for activities like workshops and it's also fun to go out.","The place is cool, there's a hall available for activities like workshops, and it's also very fun for outbound activities."
490ce5b68bd8408796190c8f1c750003,15-07-2022 13:28,Stone Garden,sangat memuaskan disini adalah tempat wisata yang bersejarah tempat paling pas untuk pengambilan poto prewedding,5,neutral,neutral,positive,"Very satisfying, this is a historic tourist spot, the most suitable place for pre-wedding photos.","Very satisfying. This is a historical tourist spot, the perfect place for a prewedding photoshoot.",Very satisfying here is a historic tourist spot the best place to take prewedding photos,very satisfying here is a historic tourist spot the most suitable place for pre-wedding photo shoots
a91bfbe9e30c49f8afc80f93407df3e8,23-02-2022 18:04,Gunung Tangkuban Parahu,tempat wisata yang asik dan menyenangkan tiket masuknya cukup terjangkau walaupun hanya melihat kawah namun pikiran terasa jernih penat penat pun hilang hindari kesini saat musim liburan saat kesini wajib makan indomie dan jagung bakar hahhaa,4,neutral,positive,positive,"A fun and enjoyable tourist spot. The entrance fee is quite affordable. Even though you're only looking at the crater, your mind feels clear and your fatigue disappears. Avoid coming here during the holiday season. When you come here, you must eat Indomie and grilled corn, hahaha.","A fun and enjoyable tourist spot, the entrance ticket is quite affordable. Even though you only see a crater, your mind feels clear and the fatigue disappears. Avoid coming here during the holiday season. When you're here, you must eat Indomie and grilled corn, hahaha.",The entrance tickets are quite affordable even if you only see the crater but the mind feels clear tired tired also lost avoid here during the holiday season when here is compulsory to eat indomie and corn burnt hahhaa,"A fun and enjoyable tourist spot. The entrance ticket is quite affordable, even though you only see the crater, but the mind feels clear. Tiredness and fatigue disappear. Avoid coming here during the holiday season when you come here. It's mandatory to eat indomie and grilled corn, haha."
5f8a3e3d083f49b9b9df4013618872bc,23-02-2022 18:04,Gunung Tangkuban Parahu,sangat recommended nih buat liburan bawa keluarga pasti seru harga tiket cukup terbilang sangat murah dan bikin puas gunung tangkuban parahu mantap,5,neutral,positive,positive,"Highly recommended for a holiday with family, it will definitely be fun. The ticket price is quite cheap and very satisfying. Tangkuban Perahu mountain is awesome!","Highly recommended for a family vacation, it's sure to be fun. The ticket price is very affordable and satisfying. Mount Tangkuban Parahu is awesome.",It's highly recommended for family holidays. It's definitely great. Tickets are quite affordable.,"Highly recommended for a family vacation, definitely exciting. The ticket price is quite reasonable, very cheap, and satisfying. Mount Tangkuban Perahu is awesome."
6f8d0f2798a34dc7befcedd690cb38bf,15-02-2022 12:39,Sarae Hills,masih banyak yang belum jadi situs-situsnya tapi lebih bermasalah sama sistem penukaran voucher tiketnya untuk free drink air minumnya enggak bisa memilih dan langsung dikasih pas di awal gate masuk padahal di dalamnya banyak tempat buat nukarin vouchernya,1,neutral,negative,neutral,"Many of the sites aren't ready yet, but the bigger problem is with the ticket voucher exchange system. You can't choose your free drink, and they give it to you right at the entrance gate, even though there are many places inside to redeem the vouchers.","Many of the sites aren't finished yet, but the bigger problem is the redemption system for the free drink voucher. You can't choose your drink and it's given to you right at the entrance gate, even though there are many places inside to redeem it.","There's still a lot of people who haven't been to the site yet, but it's more of the same problem with the voucher exchange system. Tickets for free drinks.","There are still many sites that haven't been updated yet, but there are more problems with the voucher exchange system. The ticket for a free drink, the drinking water, couldn't be picked and instantly loved. At the beginning of the entrance gate, there were many places inside for the voucher."
94d7535c1e1d489f818677e4fa1552cd,23-09-2022 18:04,Gunung Tangkuban Parahu,datang kesini kebetulan pas lagi hujan berkabut jadi tambah dingin ditambah dengan atmosfir yang misterius diam di mobil buat menghangatkan diri dulu,5,neutral,neutral,neutral,"Came here coincidentally when it was raining and foggy, so it was even colder, plus the mysterious atmosphere. Stayed in the car to warm up first.","I happened to arrive when it was rainy and foggy, which made it even colder. Combined with the mysterious atmosphere, I stayed in the car to warm up for a bit first.",Come here by chance when it's raining fog and it's getting colder plus the mysterious atmosphere of sitting in the car to warm yourself up first.,"Came here by chance when it was raining foggy, making it even colder, plus the mysterious atmosphere of being alone in the car to warm yourself first."
c403689463af42108646cf1465c8ea0b,23-02-2022 18:04,Gunung Tangkuban Parahu,"walu sudah beberapa kali kesini tapi tempatnya selalu bikin mau kesini lagih dan sekarang ajak sih cantik mengenal asal usul ""gunung tqngkuban perahu-perahu hiar cuman enggak lihat di yt biar lihat langsung dan sih cantik pun terpukau sama keindahannya",5,neutral,neutral,positive,"I've been here several times, but the place always makes me want to come back. And now I've brought ""the beautiful one"" to learn about the origins of ""Tangkuban Perahu mountain."" I've only seen it on YouTube, so I wanted to see it in person, and she was mesmerized by its beauty.","Even though I've been here several times, this place always makes me want to come back. And now I'm bringing the pretty one to learn the origin story of Mount Tangkuban Perahu, so she doesn't just see it on YouTube but can see it in person. And she was mesmerized by its beauty.","I've been here a few times, but the place always makes me want to come again, and now I want to know the origin of the mountains.","I've been here several times, but the place always makes me want to come here again, and now it's beautiful. I know the origins of ""Mountain Tqngkuban"". The boats are beautiful, but I didn't look at them so I could see them directly, and they were also beautiful and amazed by their beauty."
6437579beffa4a5ca772910f41a3bac8,23-02-2022 17:57,Floating Market Lembang,pemandangannya bagus dan udaranya sejuk banyak tempat-tempat yang bagus untuk foto-foto harga tiket yang lumayan murah plus dapat minuman terdapat tempat wahana dari naik perahu hingga memakai kostum ala korea parkiran yang luas,5,neutral,positive,positive,"The scenery is beautiful and the air is cool, with many great photo spots. The ticket price is quite cheap and includes a drink. There are attractions from boat rides to wearing Korean-style costumes, and ample parking.","The scenery is nice and the air is cool. There are many great spots for photos. The ticket price is quite affordable and includes a drink. There are various attractions, from boat rides to wearing Korean-style costumes. The parking area is spacious.",The view is nice and the air is cool many good places for photos the ticket price is pretty cheap plus you can have a drink there is a car park from boarding a boat to wearing a costume ala korea parking spacious,"The view is good and the air is cool, there are many good places for photos. The ticket price is quite cheap, plus you can get a drink. There are rides from boating to wearing Korean costumes. There is ample parking."
5d2b80f6b29c4c33ba4e694cf954d6e3,15-02-2019 13:23,Gunung Putri Lembang,perjalanan dari bawah sampai menjuju gerbang masuknya cukup jauh fasilitas toilet saat di atas gunung kurang baik karena hanya menyediakan beberapa saja pemandangan ok kebersihan terjaga alamnya juga terawat,4,neutral,negative,positive,"The journey from the bottom to the entrance gate is quite far. The toilet facilities on the mountain are not good as they only provide a few. The view is okay, the cleanliness is maintained, and the nature is also well-cared for.","The walk from the bottom to the entrance gate is quite long. The toilet facilities on the mountain are poor as there are only a few available. The view is okay, cleanliness is maintained, and the nature is also well-cared-for.",traveling from the bottom to questioning the entrance gate is quite far away toilet facilities while on top of the mountain is less good because it only provides a few just scenery ok cleanliness guarded nature is also taken care of,"The journey from the bottom to the entrance gate is quite far. The toilet facilities at the top of the mountain are not very good because they only provide a few views. It's okay, cleanliness is preserved, nature is also well-maintained."
af42ebd9101743bebbf2015246097b63,23-02-2019 18:34,Orchid Forest Cikole,tempatnya sangat luas t jalan-jalan kaki cukup bikin pegel walau pandemi lahan parkir mobil sampai enggak muat siang hari masuk lokasi tetap 3m ya,4,neutral,neutral,positive,"The place is very spacious, walking around is quite tiring, even during the pandemic the car parking lot is full during the day, entering the location is still 3 meters away.","The place is very spacious, walking around is tiring enough. Despite the pandemic, the car park was full during the day. You still have to follow the 3M health protocols to enter.",the place is very wide t the streets are quite creepy despite the pandemic car park land until it doesn't load daytime into the fixed location 3m yeah,"The place is very spacious, walking is quite tiring despite the pandemic. The car parking lot doesn't charge during the day. The entrance location is still 3m."
64b00013eb424e7b8e23369765a82d73,23-10-2022 18:21,Terminal Wisata Grafika Cikole,enak sejuk cocok kalo buat family gathering tiket juga murah masih terjangkau lah,5,neutral,neutral,positive,"It's nice and cool, suitable for a family gathering. The tickets are also cheap, still affordable.","Nice and cool, perfect for a family gathering. The tickets are also cheap and still affordable.",It's cool. It's good to make family gathering tickets. It's also cheap.,"It's delicious and cool, suitable for family gatherings. The tickets are also cheap, still affordable."
a4bdaa01f1b5420ba9ac1b66e5a582ed,15-02-2021 14:13,Sanghyang Kenit,tempat dulu mancing sekarang jadi tempat wisata harus dikembangkan lagi dan di tata pengelolaannya,4,neutral,neutral,neutral,"The place where we used to fish has now become a tourist spot, and it needs to be further developed and its management organized.",What was once a fishing spot is now a tourist attraction; it needs to be developed further and its management improved.,The old fishing grounds are now a tourist attraction.,The former fishing spot is now a tourist spot that needs to be developed again and managed.
9d1f7f26a91640f681a5dc9278129b99,23-02-2019 18:04,Gunung Tangkuban Parahu,tempatnya bagus dan ramai buat oleh-olehnya beragam dan enaknya itu udaranya jauh dari polusi dan buat tiketnya sih murah ya buat penerangan jalan pas pulang sih menurut saya kurang menurut saya hati-hati pas bekendara pulang perhatikan lampu depan dalam keadaan baik,4,neutral,neutral,neutral,"The place is nice and crowded. The souvenirs are diverse, and the best part is that the air is far from pollution. And the ticket is quite cheap. As for the streetlights when returning home, I think they are insufficient. In my opinion, be careful when riding home. Make sure your headlights are in good condition.","The place is nice and crowded, with a diverse range of souvenirs. The best part is the air is far from pollution. The tickets are cheap. However, in my opinion, the street lighting on the way back is lacking, so be careful when driving home and make sure your headlights are in good condition.","The place is nice and crowded, the souvenirs are diverse and delicious. The air is far from polluted and the tickets are cheap.","The place is nice and crowded. The souvenirs are diverse and delicious. The air is far from pollution, and the ticket price is cheap. It's not enough to light the road when you go home, in my opinion. In my opinion, be careful when you go home. Pay attention to the headlights in good condition."
82b76b4fb3dc49489b79f5857b4a45bb,15-02-2020 13:29,Stone Garden,tempat yang menyuguhkan pemandangan yang indah perjalanan dari bandung bisa naik kereta api di stasiun bandung ke stasiun padalarang dari sana naik angkot rajamandala warna kuning turun di mesjid al ikhlas dan jalan kaki ke sana ikuti saja jalan setapak harga karcis kereta 5rb dan angkotnya 5rb juga tiket masuk 8rb,5,neutral,neutral,positive,"A place that offers a beautiful view. The journey from Bandung can be made by train from Bandung Station to Padalarang Station. From there, take a yellow Rajamandala public minivan and get off at Al Ikhlas Mosque, then walk there. Just follow the path. Train ticket is 5,000 IDR, and the minivan is also 5,000 IDR. Entrance fee is 8,000 IDR.","A place that offers a beautiful view. The journey from Bandung can be made by taking a train from Bandung Station to Padalarang Station. From there, take a yellow Rajamandala public minivan, get off at the Al-Ikhlas Mosque, and walk from there. Just follow the footpath. The train ticket is 5,000, the public minivan is also 5,000, and the entrance ticket is 8,000.",A place that offers beautiful scenery traveling from bandung can take the train at the bandung station to the station on prohibition from there take the transportation rajamandala yellow down at the mosque al sincere and walk there just follow the path price of train tickets 5rb and the transportation 5rb also enters 8rb,"A place offering beautiful scenery. Traveling from Bandung can take the train from Bandung station to Padalarang station. From there, take the Rajamandala yellow angkot. Drop at Masjid Al Insya'Allah and walk there. Just follow the path. The train ticket price is 5,000 IDR, and the entrance ticket is 5,000 IDR."
f502adcd9aca4d19a331c522bbf8aab3,15-02-2019 12:57,Kebun Begonia Lembang,kebun bunga yang asri banget warna-warni bunganya bikin segar apalagi lokasinya di sekitaran lembang dingin-dingin tapi mata anget alias cerah ceria ada juga kebun sayur dengan beragam jenisnya bisa dibeli lohbuat oleh-oleh yang jelas ke sini sama keluarga sekadar mengisi liburan oke juga,4,neutral,neutral,positive,"A very beautiful, lush flower garden with colorful flowers that make you feel refreshed, especially since it's located around Lembang. It's cold but the eyes feel warm, meaning bright and cheerful. There's also a vegetable garden with various types that you can buy as souvenirs. It's definitely good to come here with family just to fill your holiday.","A very beautiful and serene flower garden. The colorful flowers are so refreshing, especially since it's located in the Lembang area. It's chilly, but the view is a warm and cheerful feast for the eyes. There's also a vegetable garden with various kinds of produce that you can buy for souvenirs. It's also a great idea to come here with family just to spend the holidays.",The gardens are very colorful and the flowers make them fresh especially the location around the cold-cold sheets but the warm eyes alias bright cheerful there are also vegetable gardens of various kinds you can buy made by the obvious here the same family just fill the vacation okay too,"A very beautiful flower garden with colorful flowers that make you feel refreshed, especially the location around Lembang. It's cold and cold, but the eyes are warm, also bright and cheerful. There's also a vegetable garden with various types. You can buy them for obvious souvenirs. Come here with your family just to fill your holiday, okay?"
