id,datetime,location,text,rating,accessibility,facility,activity,english_translation,better_english_translation,LSTM_pred,pred_helsinki_baseline,pred_helsinki_finetuned,pred_nllb_baseline,pred_nllb_finetuned,mbart_baseline,pred_mbart_finetuned
d2cbd938787b4b6687b4333894bc98e5,15-02-2019 12:57,Kebun Begonia Lembang,amazing relatif murah surga buat selfie mania banyak spot bagus untuk foto udara sejuk pemandangan indah bisa petik buah sayur langsung di kebun,5,neutral,positive,positive,"Amazing, relatively cheap paradise for selfie fanatics, many good spots for aerial photos, cool, beautiful scenery, can pick fruits and vegetables directly from the garden.","Amazing and relatively cheap. A paradise for selfie lovers with many good spots for photos. The air is cool, the scenery is beautiful, and you can pick fruits and vegetables directly from the garden.",the place is the the the the the the the the the the the the the the the,Amazing relatively cheap heaven for selfie mania Many good spots for cool air photos,"Amazing, relatively cheap, paradise for selfies, mania, many good spots for cool air photos, beautiful scenery, can pick vegetables again in the garden.",Amazing relatively cheap heaven makes selfie mania many good spots for cool air photos beautiful scenery can quote vegetables lgs in the garden,"Amazing, relatively cheap, paradise for selfies, mania, many good spots for photos, cool air, beautiful scenery, you can pick fruits and vegetables in the garden.","amazing relatively cheap heaven for selfies, lots of great spots for cool air shots, beautiful scenery you can stick lgs of vegetables in the garden.","Amazing, relatively cheap paradise for selfie mania, many good spots for photos, cool air, beautiful scenery, you can pick fruits and vegetables in the garden too."
fec2f40274cd43dda613013091099f8b,23-02-2021 18:34,Orchid Forest Cikole,mantap dingin hanya spot foto dan ada live music juga,5,neutral,positive,positive,"Awesome, cold, there's only a photo spot and live music too.","Awesome and cool, there are photo spots and live music too.",the place is the the the the the the the the the the the the the the the,"fontcolor="" # FFFF00""quietlycold fontcolor="" # FFFF00""just spotthe photo andtherelivemusictoo","Awesome, cold, only photo spots and there's live music too",Just a spot of photos and there's live music too.,"Awesome, cool, just photo spots, and there's also live music.","The fridge is just a photo spot, and there's live music as well.","Awesome, it's cold, only photo spots, and there's also live music."
2cc7f7940b1140a7bc2f9e0dc1f5ec27,23-02-2022 18:35,Orchid Forest Cikole,spot fotonya banyak banget view siang sorenya indah dengan udara sejuknya cikole betah buat lama-lama disini sayangnya pas kesini lagi hujan jadi sebentar doang disininya recommended buat yang suka foto selfie,4,neutral,neutral,positive,"There are so many photo spots. The views during the day and evening are beautiful, with cool air. It's so comfortable here in Cikole that you want to stay for a long time. Unfortunately, it was raining when I came, so I could only stay for a short while. It's recommended for those who like taking selfies.","There are so many photo spots. The afternoon and evening views are beautiful with the cool Cikole air; you could comfortably spend a long time here. Unfortunately, it was raining when I came, so I was only here for a little while. Recommended for those who like to take photos and selfies.",the place is the the the the the the the the the the the the the the the,"fontcolor="" # FFFF00""spotpicture fontcolor="" # FFFF00"" fontcolor="" # FFFF00""pictures fontcolor="" # FFFF00""ofthenoondayview fontcolor="" # FFFF00""sweetairciolehasstayedfora whilehere fontcolor="" # FFFF00""tooitwillbe raining fontcolor="" # FFFF00""so fontcolor="" # FFFF00""So fontcolor="" # FFFF00""So fontcolor="" # FFFF00""for aminute fontcolor=","The photo spots are very abundant, the afternoon view is beautiful with the cool air. Cikole is very comfortable here for a long time. Unfortunately, it was raining when I came here, so it was a short time here. Recommended for those who like selfie photos.",The spot of the photo is so many views in the afternoon it's beautiful with the cool air the school is cool for a long time here unfortunately when it's raining here so for a while prayers it's recommended for those who like selfie photos,"The photo spots are so many, the afternoon view is beautiful with the cool air. It's nice to stay here for a long time. Unfortunately, it was raining when I came here, so it was only for a short time. The design is recommended for those who like taking selfies.","It's got a lot of sunshine and a nice afternoon view, and it's got a nice cool breeze, and it's been a bit of a roller coaster ride for a long time, but unfortunately it's raining, so it's been a bit of a roller coaster ride for a while, and it's recommended for people taking selfies.","There are so many photo spots. The afternoon view is beautiful with the cool air. It's perfect for a long time here. Unfortunately, when I came here, it was raining, so I had to stay here for a while. Recommended for those who like to take selfies."
14bd843e814243db91a800b897a5a38e,15-02-2020 13:49,Curug Maribaya,tempat wisata yang menarik untuk dikunjungi oleh peminat yang alami sejuk dan nyaman,5,neutral,neutral,positive,"An interesting tourist spot to visit for those who enjoy nature, coolness, and comfort.","An interesting tourist attraction for those who enjoy cool, comfortable, and natural places.",the place is the the the the the the the the the the the the the the the,An interesting tourist destination for a visit by a natural interested person who is cool and comfortable,"An interesting tourist spot to visit by natural attractions, cool and comfortable",attractive tourist attractions for nature lovers who are cool and comfortable,"An interesting tourist spot to visit by natural enthusiasts, cool and comfortable","It's an attractive tourist spot to visit by nature's cool, comfortable tourists.","An interesting tourist spot to visit by nature lovers, cool and comfortable"
513acb3887034b959df52a92412eec82,23-02-2019 18:23,Terminal Wisata Grafika Cikole,tempatnya bagus pelayanan ok pilihan roomnya juga lumayan beragam cuma airnya kurang bagus,5,neutral,negative,neutral,"The place is nice, the service is okay, the room options are quite varied, but the water isn't very good.","The place is nice, the service is okay, and the room selection is also quite varied, but the water isn't very good.",the place is the the the the the the the the the the the the the the the,It's nice. It's nice. It's nice.,"The place is good, the service is okay, the room options are quite varied, but the water is not very good.",It's a nice place. The service's fine. The room choices aren't very diverse.,"The place is good, the service is okay, the room options are also quite diverse, but the water is not good.","It's a nice place, good service, lots of choice, lots of rooms, but not as good as the water.","The place is nice, the service is okay, the room options are also quite diverse, but the water is not very good."
f5013e76b05d4e9098a0d73f5a2d31cd,15-02-2019 12:57,Kebun Begonia Lembang,sesuai namanya tanamannya begonia semua mayoritas harga relatif terjangkau 15k orang anak usia 2th mulai dikenakan tiket,4,neutral,neutral,neutral,"As its name suggests, all the plants are begonias, and most are relatively affordable at 15k. Children aged 2 and up are charged a ticket.","As the name suggests, the plants are mostly all begonias. The price is relatively affordable at 15k per person. A ticket is required for children starting from 2 years of age.",the place is the the the the the the the the the the the the the the the,In the name of the plant. Dumnian. All the majority of the price is relatively affordable.,"As it's called, the plants are begonia, all the majority of the prices are relatively affordable, 15k per person, ages 2th age, starting to be charged.","As its name suggests, begonia all the majority of prices are relatively affordable 15k org 2th-year-old children began to charge tickets.","As the name suggests, the plant is begonia. The majority of the prices are relatively affordable, 15k per person. Children aged 2 years old start to be charged a ticket.","According to the name of the plant, it's a begonia, and the vast majority of the relatively affordable 15-dollar-a-year-olds are now getting ticketed out.","According to the name, the plants are begonias, the majority of them, the price is relatively affordable, 15k per person. Children aged 2 years start to be charged a ticket."
f38529104be44586ae390dbc4b3fc04d,23-05-2022 18:04,Gunung Tangkuban Parahu,tempat wisata di lembang udara sejuk cuma agak bau belerang banyak cemilan dan banyak yang jual souvernir berkabut banget harus hati-hati kalo jalan,5,neutral,positive,positive,"Tourist spot in Lembang, cool air, just a bit of a sulfur smell, lots of snacks and many souvenir sellers. It's very foggy, so be careful when walking.","A tourist spot in Lembang. The air is cool, but it smells a bit like sulfur. There are lots of snacks and many people selling souvenirs. It's very foggy, so you have to be careful when walking.",the place is the the the the the the the the the the the the the the the,The tourist spot on the cool air levees just smells a little bit of sulphur and a lot of souvernir.,"A tourist spot in Lembang, the air is cool, just a little smell of sulfur, with a lot of snacks and lots of people selling misty souvenirs. You have to be careful if you walk.",The tourist spot in the cold air just smells a little bit of sulfur. There's a snack and a snack.,"A tourist spot in Lembang, the air is cool, but there's a bit of sulfur smell. There are many snacks and many souvenir vendors. It's very foggy. You have to be careful when walking.","It's a cool place to be in the middle of the summer, but it smells of tar sands, it smells of sulfur, and you've got to be very careful when you go down there.","Lembang tourist spot, the air is cool, but it smells a bit of sulfur. There are many fountains and many souvenir shops. It's very foggy, so you have to be careful while walking."
a8884accd6ee4f44802cb3017bae84a9,15-02-2021 14:05,Curug Layung Camp Situ Lembang,nice place for camping and hiking jalannya agak rusak dan berbatu harus ekstra hati hati kalau naik kendaraan roda dua sedangkan untuk roda empat siap-siap pijet kaki-kaki mobil wide camping ground around pine forest biaya masuk 10k per orang parkir kendaraan 5k better views at sunrise,5,negative,neutral,positive,"nice place for camping and hiking the road is a bit damaged and rocky you have to be extra careful if you're riding a two-wheeled vehicle while for four-wheeled vehicles, get ready for a car suspension massage, wide camping ground around pine forest, entrance fee 10k per person, vehicle parking 5k, better views at sunrise","Nice place for camping and hiking. The road is a bit damaged and rocky, you have to be extra careful if you're on a two-wheeled vehicle. As for four-wheeled vehicles, be prepared for the car's suspension to take a beating. Wide camping ground around a pine forest. Entrance fee is 10k per person, vehicle parking is 5k. Better views at sunrise.",the place is the the the the the the the the the the the the the the the,nice place for camping and hiking the road is rather broken down and rocky must be extra careful when riding a two-wheel vehicle while for a four-wheeler get ready pijet-foot car wide split ground around pine forest entry costs 10k per person parking vehicle 5k better views at sunrise,"nice place for camping and hiking. The road is a bit damaged and rocky, you have to be extra careful if you ride a two-wheeled vehicle while for a four-wheeler, prepare for a motorcycle, wide camping car, the ground around Pine Forest. Entrance fee is 10k per person. Parking vehicles is 5k, better views at sunrise.",Nice place for camping and hiking the road is a bit broken and rocky you have to be extra careful if you're riding a two-wheeled vehicle whereas for a four-wheeled ready-to-fly car wide camping ground around pine forest cost entry 10k per person parking vehicle 5k better views at sunrise,"Nice place for camping and hiking. The road is a bit damaged and rocky. You have to be extra careful if you're riding a two-wheeled vehicle, whereas for a four-wheeled vehicle, be prepared for car foot massage. Wide camping ground around Pine Forest. Entrance fee is 10k per person. Vehicle parking is 5k. Better views at sunrise.","nice place for camping and hiking the roads are a bit rough and muddy, and you have to have extra nerves when you're riding in a two-wheeler, whereas for a four-wheeler it's ready to sand the roads — the cars are wide camping ground around pine forest, the entrance fee is 10k per person, the parking is 5k. better views at sunrise","nice place for camping and hiking the road is a bit damaged and rocky, you have to be extra careful if you're using a two-wheeled vehicle, whereas if you're using a four-wheeled vehicle, be prepared to rock your legs and feet, car wide camping ground around pine forest entrance fee is 10k per person, vehicle parking is 5k, better views at sunrise"
b15e77fa1e0545e18a31c0163cabf7b8,15-02-2022 13:05,Taman Lembah DEWATA,sejuk hijau tempatnya viewnya bikin mata adem dan enggak mau pulang,5,neutral,neutral,positive,"The place is cool and green, the view is refreshing and makes you not want to leave.","The place is cool and green, the view is so refreshing for the eyes, you won't want to go home.",the place is the the the the the the the the the the the the the the the,It's cool green where the view makes the eye adem and doesn't want to go home,"The place is cool and green, the view makes the eyes cool and doesn't want to go home.",It's a cold green place where the viewer's eyes get cold and doesn't want to go home,"The place is cool and green, the view makes the eyes cool and doesn't want to go home.","It's cool green, it's got sunshine, it's got windchill and it's ready to go home.","The place is cool and green, the view makes the eyes cool and doesn't want to go home."
04e64fe0908d4f77990744996e855c9b,23-02-2020 18:34,Orchid Forest Cikole,poto poto yang gentayangan di instagram menghoda banget pengin ke sini pas ke sini pas pandemi jadi leluasa fresh air oksigen sejuk playgroundnya juga seru mushola toiletnya juara nih kalo sudah ke lewat satu entar di depan ada enggak pakai riweuh balik lagi begitu cocok buat family keluarga atau geng,4,neutral,positive,positive,"Instagram photos of the place are very tempting, I wanted to come here. I came during the pandemic, so it was spacious and had fresh, cool air. The playground was also fun. The prayer room and toilets are great. If you pass one, there's another one ahead, so no hassle going back and forth. Suitable for families or groups of friends.","The photos all over Instagram are so tempting, I really wanted to come here. When I came during the pandemic, it was so spacious. The air is fresh and cool, the playground is also fun, and the prayer room and toilets are top-notch. If you miss one, there's another one up ahead, so there's no hassle of going back. It's perfect for families or groups of friends.",the place is the the the the the the the the the the the the the the the,"fontcolor="" # FFFF00""potopoto thatfloatingintagram fontcolor="" # FFFF00""sohot fontcolor="" # FFFF00""wanttobe hereatthesemenssofree fontcolor="" # FFFF00""regular fontcolor="" # FFFF00""cool fontcolor="" # FFFF00""winground fontcolor="" # FFFF00""themudola fontcolor="" # FFFF00""the toilet fontcolor="" # FFFF00""iftherewillbe fontcolor="" #","A photo of a photo that roamed in Instagram. Highly wanted to come here during the pandemic. It was fresh and fresh, the air, the air, the air, the air, the playground, and it was also exciting. The toilets, this champion, if you go by one, there will be no riding back. It's suitable for family or gang.",The pictures on instagram are pretty good to get here when we get here during the pandemic so relax fresh water oxygen cool the playground is also nice mushola the toilet the champion is clou has gone through one moment in front there is no use riweuh back that is suitable for family family or gang,"The amazing photos on Instagram made me really want to come here during the pandemic so I could relax, fresh oxygen, and cool water. The playground was also fun, the prayer room, the toilets, and the championship. Once you're past one, there's no need to rush back. It's suitable for families, family, or gangs.","Poto poto that was tweeting on Instagram was saying, """" I'm coming here, I'm coming here, I'm coming here, it's a pandemic. """" So it had fresh water, it had oxygen, it had cool playgrounds, it had champion toilet mushrooms, it breathed through a cup of water in front of it, it had gas, it smelled good, it was good for families, it was good for gangs.","The photo that appeared on Instagram was really fun. I wanted to come here during the pandemic, so I could enjoy fresh air, oxygen, and cool air. The playground is also fun. The prayer room and toilets are champions. Once you're past, there's a one-stop shop in front of you. You don't have to take a ride back again. It's suitable for families, families, or groups."
b04d8184c643400d9084342c63761b96,23-02-2021 17:58,Floating Market Lembang,recommended pisan ini kita saja sudah berpa kali ke sini enggak ada bosennya kumplit mencari makan rupa aneka pilihan main anak anak asa jalan jalan keliling doang apalagi mau main air banyak asik fresh lah kalo pulang,5,neutral,neutral,neutral,"This recommended place, we've been here so many times and never get bored. It's complete, lots of food options, and activities for kids. Just walking around is fun, especially if you want to play in the water. It's so fun and refreshing when you go home.","Highly recommended. We've been here so many times and never get bored. It has everything, from a wide variety of food choices to kids' play areas. It's enjoyable even if you're just walking around, and especially fun if you want to play in the water. You'll feel so refreshed when you go home.",the place is the the the the the the the the the the the the the the the,"Recommended. fontcolor="" # FFFF00""This fontcolor="" # FFFF00"" qta fontcolor="" # FFFF00""againsttimeshere fontcolor="" # FFFF00""there'snotnobored fontcolor="" # FFFF00""Iendended fontcolor="" # FFFF00""eat fontcolor="" # FFFF00""the fontcolor="" # FFFF00""momented look fontcolor="" # FFFF00""the fontcolor="" # FFFF00""the fontcolor=","Recommended this place, but it's been a long time coming here. There's no boredness. I like eating all kinds of things. The children's choices are hopeless, walking around. I want to play in the water. It's very refreshing to go home.",Recommended this first time qta don't come here many times there's no boredom to fill up all sorts of choices to play kids asa walk the streets around prayer apalgi want to play a lot of nice fresh water,"Highly recommended because I've been here many times and I'm not bored. I'm looking for a variety of food options for children. I'm just hoping to walk around, even though I want to play in a lot of water. It's fun and fresh when I go home.","It's recommended to write this: """" Take a breath a few times here. """" """" There's a bottle of champagne. """" """" Eat soft food. """" """" Choice of toys. """" """" I'm sorry. """" """" I'm sorry. """" """" I'm sorry. """" """" I'm sorry. """" """" I'm sorry. """" """" I'm sorry. """" """" I'm sorry. """" """" I'm sorry. """" """" I","Recommended to write this because I've been here several times and I'm not bored. Trying to eat, the shapes are different, the choice is to play with children, or just walk around like you want to play in the water. It's fun, it's fresh when you go home."
7bb0be19470b4c0782b0439a4998fae8,23-02-2019 18:23,Terminal Wisata Grafika Cikole,duh tempat terdingin sepanjang hidup dingin banget tapi suka sama suasananya pertama kalinya naik flying fox wow,5,neutral,neutral,positive,"It was the coldest place I've ever been, super cold, but I liked the atmosphere. First time doing a flying fox, wow.","Oh, the coldest place in my entire life. It's so cold, but I love the atmosphere. My first time on a flying fox, wow.",the place is the the the the the the the the the the the the the the the,"duh, the coldest place in life. It's cold, but it's like it's the first time flying fox. Wow.","duh, the coldest place in life is very cold, but I like the atmosphere for the first time, flying fox. Wow.","Oh, the coldest place in my whole life. It's cold, but I like the same atmosphere. First time flying fox.","Duh, the coldest place in my life, it's very cold, but I like the atmosphere. First time riding a flying fox, wow.","It's the coldest place I've ever lived, it's always been cold, but I love the same atmosphere. (Laughter) (Applause) Flying fox, wow.","The coldest place in my life, really cold, but I like the atmosphere. My first time on a flying fox, wow."
2491c5059b404dcaa88d2192a7842314,23-10-2022 18:04,Gunung Tangkuban Parahu,pesona alam yang luar biasa yang diciptakan allah swt untuk kita nikmati bersama keluarga tercinta,5,neutral,neutral,positive,The extraordinary natural charm created by Allah SWT for us to enjoy with our beloved family,The extraordinary beauty of nature that Allah SWT created for us to enjoy with our beloved family.,the place is the the the the the the the the the the the the the the the,The amazing nature of nature created by the gods for us to enjoy with our beloved family.,The extraordinary natural charm created by the gods is that we enjoy with our beloved family.,the amazing charm of nature that God created for us to enjoy with our beloved family,extraordinary natural charm created by God for us to enjoy with our beloved family,It's an amazing natural wonder that God created for us to enjoy with our loved ones.,"The extraordinary beauty of nature, created by God for us to enjoy with our beloved family."
ed245bcf2a5a438b8a7f9b1f14eeaa5a,15-03-2022 13:04,Taman Lembah DEWATA,tempatnya indah sekali romantis banyak spot foto bagus harga tiket masuk cuma 20rb dan bisa ditukar dengan air mineral,5,neutral,neutral,positive,"The place is very beautiful and romantic, with many good photo spots. The entrance ticket is only 20rb and can be exchanged for mineral water.","The place is very beautiful and romantic, with lots of good photo spots. The entrance ticket is only 20k and can be exchanged for mineral water.",the place is the the the the the the the the the the the the the the the,It's beautiful. It's so romantic. Lots of photos.,"The place is beautiful, romantic, with many good photo spots. The entrance ticket price is only 20k and can be exchanged for mineral water.",It's a lovely romantic place. A lot of good photos. Tickets are only 20rb.,"The place is very beautiful, romantic, with many good photo spots. The entrance ticket price is only 20,000 IDR and can be exchanged for mineral water.","It's beautiful, it's romantic, it's got lots of cute little spots, it's got a 20-cent entry fee and you can exchange it for mineral water.","The place is very beautiful, romantic, with many good photo spots. The entrance ticket price is only 20,000 IDR and can be exchanged for mineral water."
23b10e02a81149d49dd6affab5f7200f,15-01-2023 14:20,Situ Ciburuy,di musim hujan ini air danau situ ciburuy sedang meningkat sehingga indah dipandang dan nyaman untuk berperahu maupun main kayak berkeliling danau atau sekedar menyeberang ke pulau di tengah danau,5,neutral,neutral,positive,"During this rainy season, the water level of Situ Ciburuy lake is rising, making it beautiful to behold and comfortable for boating or kayaking around the lake, or simply crossing to the island in the middle of the lake.","In this rainy season, the water in Situ Ciburuy lake is rising, making it scenic and ideal for boating or kayaking around the lake, or just crossing to the island in the middle.",the place is the the the the the the the the the the the the the the the,"In the rainy season, the lake's water is rising, so it's beautiful, and it's nice to have a boat, and it's nice to play around the lake, or just to cross over to the island in the middle of the lake.","In the rainy season, the lake water there is on the rise, making it beautiful to be looked at and comfortable for boating or playing, like traveling around the lake or just crossing the island in the middle of the lake.",In this rainy season the water of the lake is rising so beautifully viewed and convenient to sail or play kayak around the lake or just cross to the island in the middle of the lake,"This rainy season, the lake water level is rising, making it beautiful to view and comfortable for boating or playing around the lake or just crossing over to the island in the middle of the lake.","These rainy seasons, the waters of the lake are turning upside down, so it's just beautiful and comfortable to walk across, or play kayak around the lake, or just go to an island in the middle of the lake.","This rainy season, the lake water in Ciburuy is increasing, making it beautiful and comfortable for hiking or playing around the lake, or just crossing the island in the middle of the lake."
e46cef35bab9489babfa1e77d28688f1,15-02-2020 13:05,Taman Lembah DEWATA,kawahnya kering hanyaa ada sisa kerikil saja dan tidak bau belerang,5,neutral,neutral,negative,the crater is dry with only leftover gravel and no sulfur smell,"The crater is dry, only gravel remains, and there is no smell of sulfur.",the place is the the the the the the the the the the the the the the the,The crater is dry only with pebbles left and no smell of sulfur,"The crater is dry, only there are traces of gravel and no sulfur smell.",The crater is dry. There's only gravel left and no smell of sulfur.,"The crater is dry, and there's only gravel left and no sulfur smell.","It's dry, it's got a bit of limestone left over, and it doesn't smell of tar.","The crater is dry, but there's only lime left and no sulfur smell."
2ea874a5af2945e7b7463a97f813a36c,23-01-2023 18:22,Terminal Wisata Grafika Cikole,dengna harga tiket 20 ribu aaja ini tempat wisata hutan pinus yang bisa twebilang murah sangat memanjakan mata bikin tentram damai cocok buat bawa keluarga,5,neutral,positive,positive,"The ticket price is only 20,000. This pine forest tourist spot can be considered very cheap, it's a feast for the eyes, makes you feel calm and peaceful, suitable for bringing the family.","With a ticket price of only 20 thousand, this pine forest tourist spot, which can be considered cheap, is very pleasing to the eye, creating a sense of peace and tranquility, perfect for bringing the family.",the place is the the the the the the the the the the the the the the the,"For the price of tickets this 20,000 ajaja is a pine forest tourist place that we can tell cheaply is very prosperous. Keeping the eye at peace is ideal for bringing a family.","For the ticket price of 20 thousand ajama, this pine forest tourist spot that can be said is cheap, very pleasing to the eyes, making peace, suitable for bringing family.",And the price of the ticket is 20 thousand. This is a tourist spot in the pine forest that can be said to be very cheap.,"The ticket price is 20 thousand AJAJA, this is a tourist spot in the pine forest that can be described as cheap, very pleasing to the eye, making it peaceful and comfortable, suitable for bringing families.","These 20,000-acre ticket deals, these pine forest tour deals, are fairly cheap, very eye-opening, a peaceful haven for families to take with them.","The ticket price is 20 thousand. This pine forest tourist spot, which can be said to be cheap, is very eye-pleasing, making peaceful peace. Suitable for bringing the family."
256ae18666274ac489180d6537a2f4c4,23-02-2021 18:34,Orchid Forest Cikole,tempatnya keren banget spot fotonya banyak cocok buat tempat healing,4,neutral,neutral,positive,"The place is really cool, there are many photo spots, suitable for a healing place.","The place is really cool with lots of photo spots, perfect for healing.",the place is the the the the the the the the the the the the the the the,The place is so cool. The photos match so much for a healing place.,"The place is really cool, the photo spots are many, suitable for healing spots.",It's a really cool place. It's a great place for healing.,"The place is really cool, there are many photo spots, suitable for healing spots.","It's a really cool place to be, and it's got a lot of great spots for healing.","The place is really cool, with many photo spots, perfect for a healing spot."
78711fbcdc334953bbb746c48b5c8d59,15-02-2020 14:05,Curug Layung Camp Situ Lembang,cocok banget buat pecinta alam apalagi di curugnyaa pemandangannya gila habis,5,neutral,neutral,positive,"Perfect for nature lovers, especially at the waterfall, the scenery is incredibly amazing.","Perfect for nature lovers, and the view at the waterfall is to die for.",the place is the the the the the the the the the the the the the the the,It's a perfect fit for a naturalist. Especially on the curugnya. It's a crazy sight.,"Perfect for nature lovers, especially in Curugnyaa, the scenery is crazy.","It's perfect for nature lovers, especially in the waterfall.","Perfect for nature lovers, especially at the waterfall, the scenery is absolutely crazy.","It's perfect for nature lovers, especially in these dusty, noisy places.","Perfect for nature lovers, especially at Curugnyaa. The scenery is crazy."
2311bf3970bd4beda40c3d7b2f7d022d,23-02-2022 18:22,Terminal Wisata Grafika Cikole,tempat yang bagus indah bersih nyaman servicenya bagus makanannya enak-enak,5,neutral,positive,positive,"A nice, beautiful, clean, and comfortable place with good service and delicious food.","A great, beautiful, clean, and comfortable place. The service is good and the food is delicious.",the place is the the the the the the the the the the the the the the the,Nice place. Beautiful. Clean.,"A good place, beautiful, clean, comfortable. The service is good, the food is delicious.","Nice place, nice clean, comfortable service, good food, good food.","A good place, beautiful, clean, comfortable, the service is good, the food is delicious.","It's nice, it's beautiful, it's clean, it's comfortable, it's good service, it's good food.","A nice, beautiful, clean, comfortable place with good service. The food is delicious."
b3dd5eb5cf034bfc86a79add697df548,23-02-2020 18:22,Terminal Wisata Grafika Cikole,tempat buat kabur dari rutinitas yang menyebalkan di perkotaan hutan pinus yang masih asri di kaki begini tangkuban perahu,5,neutral,neutral,positive,a place to escape the annoying urban routine in the still pristine pine forest at the foot of Mount Tangkuban Perahu,A place to escape the frustrating urban routine; a pristine pine forest at the foot of Mt. Tangkuban Perahu.,the place is the the the the the the the the the the the the the the the,An escape from a shitty routine in an urban pine forest still at the feet of a boat's plier.,A place to escape from the annoying routine in the urban pine forest that is still natural at the feet of Tangkuban Perahu,A place to get away from the nasty routine in a pine forest town that's still at the bottom of the ocean.,A place to escape the annoying routines of the urban pine forest that are still beautiful at the foot of Tangkuban Perahu.,It's a place to get away from the drudgery of urban pine forests that still thrive at the foot of the boat's crutches.,"A place to get away from the tiring routine of urban pine forests, which are still beautiful at the feet of Tangkuban Perahu."
76ab060b7f3b493ea879007d7c91a982,15-02-2020 13:48,Curug Maribaya,tempatnya lumayan ya cuman itu ada salah satu pekerja cowok waktu saya ke sana pakai baju item eh mungkin semua item ya enggak tau dia doang wkwk enggak ngenakin banget omongannya tolong buat dikondisikan ke pekerja di sana tentang tata krama ke pengunjungnya terima kasih sekian,3,neutral,neutral,negative,"The place is okay, but there was one male employee wearing a black shirt when I went there. Maybe all of them were black, I don't know, he was the only one, lol. His words were really unpleasant. Please address the employees there regarding their manners towards visitors. Thank you, that's all.","The place is pretty decent, but there was one male employee when I was there wearing a black shirt (or maybe they all wear black, I'm not sure if it was just him lol) and the way he spoke was very unpleasant. Please instruct the employees there on proper etiquette towards customers. Thank you, that is all.",the place is the the the the the the the the the the the the the the the,"fontcolor="" # FFFF00""not bad fontcolor="" # FFFF00""yes fontcolor="" # FFFF00""there'sonework fontcolor="" # FFFF00""oneguytimeI'm goingthere fontcolor="" # FFFF00""wearing clothes fontcolor="" # FFFF00""uhmaybeallthingsyes orhecannottalk fontcolor="" # FFFF00""yes fontcolor="" # FFFF00""yes fontcolor="" # FFFF00""yes fontcolor="" # FFFF00""yes fontcolor=","The place is quite nice, it's just that there was one of the guys who used to work when I went there, wearing clothes, maybe all the items, or he didn't really want to talk. Please condition it to the staff there about the manners to the visitors. Thank you very much.","It's a nice place. Yeah, it's just that there's one of the guys working there.","The place is decent, it's just that there was one male worker there when I went there wearing clothes. Maybe all the items were just for you. Wow, I don't really believe the words. Please condition them to the workers there about the manners to the visitors. Thank you so much.","It's quite dull. There's one of the cowboys I met with, and he's wearing some clothes, and he's probably wearing all sorts of clothes, and he's wearing some clothes, and he's got this really big nose, and he's got this really big nose, and he's got this really big nose, and he's got this really big nose, and he's got this really big nose, and he's got this really big nose, and he's got this really big nose","The place is decent, but there's one of the cow workers. When I went there, I wore clothes with items. Eh, maybe all the items. Didn't he just throw them? lol, I didn't really believe it. The suggestions, please, be made to the workers there about the manner in which they treat visitors. Thank you very much."
304006132d0a4a06aa9b66338dfdc10e,15-02-2022 14:09,Curug Cimahi / Curug Pelangi,adem cocok buat yang mencari suasana adem sekaligus tantangan karena kera liar yang sewaktu waktu menghampiri pengunjung bikin seru pokoknya,4,neutral,neutral,positive,"It's suitable for those looking for a cool atmosphere as well as a challenge, because wild monkeys that approach visitors at any time make it exciting.","The cool atmosphere is perfect for those seeking both a peaceful vibe and a challenge, because the wild monkeys that might approach visitors at any time make it really exciting.",the place is the the the the the the the the the the the the the the the,"fontcolor="" # FFFF00""ademsuitedtowhoream fontcolor="" # FFFF00""andprobablychallengedby wild apes fontcolor="" # FFFF00""whentime approachingthevisitorsmakethepoko","Cool, suitable for those looking for a cool atmosphere and a challenge because wild monkeys who when visiting visitors make it fun.","It's a challenge because the wild monkeys, when they get close to visitors, make the trees look good.","Cool, suitable for those looking for a cool atmosphere and also challenging because the wild monkeys when approaching visitors make it really exciting.","It's a great place to sing in the midst of a great storm, and it's also a challenge, because the monkeys, when they come to visit, get so nervous.","Cool, suitable for those looking for a cool atmosphere, but also challenging because wild monkeys when they visit visitors make it really fun."
b3d48e5c23964cf2bdc36513643abf03,23-06-2022 18:04,Gunung Tangkuban Parahu,pemandangan luar biasa indah tapi sayang tiketnya lumayan mahal ya ada toilet umum banyak penjual makanan ringan buah stroberry pakaian-pakaian,4,neutral,negative,positive,"The view is incredibly beautiful, but unfortunately, the ticket is quite expensive. There are public toilets, many vendors selling snacks, strawberries, and clothes.","The view is incredibly beautiful, but unfortunately, the tickets are quite expensive. There are public toilets and many vendors selling snacks, strawberries, and clothes.",the place is the the the the the the the the the the the the the the the,"It's an amazing sight. But honey, the tickets are pretty expensive. There's a public toilet.","The view is incredibly beautiful, but unfortunately the ticket is quite expensive. There are public toilets, lots of snack vendors, fruits, strawberries, clothes.",The view is incredibly beautiful but unfortunately the tickets are quite expensive yes there are public toilets many sellers of snacks fruit strawberries clothes,"The view is incredibly beautiful, but unfortunately the tickets are quite expensive, there are public toilets, many snack vendors, strawberries, clothes.","It's a beautiful scenery, but unfortunately the ticket is quite expensive, because there's a public toilet, lots of snack food vendors, lots of strawberry fruits, lots of clothing.","The view is incredibly beautiful, but unfortunately the tickets are quite expensive. There are public toilets, many snack vendors, strawberry fruits, clothes."
