,id,datetime,location,text,rating,accessibility,facility,activity,english_translation,better_english_translation,LSTM_pred
55,a8884accd6ee4f44802cb3017bae84a9,15-02-2021 14:05,Curug Layung Camp Situ Lembang,nice place for camping and hiking jalannya agak rusak dan berbatu harus ekstra hati hati kalau naik kendaraan roda dua sedangkan untuk roda empat siap-siap pijet kaki-kaki mobil wide camping ground around pine forest biaya masuk 10k per orang parkir kendaraan 5k better views at sunrise,5,negative,neutral,positive,"nice place for camping and hiking the road is a bit damaged and rocky you have to be extra careful if you're riding a two-wheeled vehicle while for four-wheeled vehicles, get ready for a car suspension massage, wide camping ground around pine forest, entrance fee 10k per person, vehicle parking 5k, better views at sunrise","Nice place for camping and hiking. The road is a bit damaged and rocky, you have to be extra careful if you're on a two-wheeled vehicle. As for four-wheeled vehicles, be prepared for the car's suspension to take a beating. Wide camping ground around a pine forest. Entrance fee is 10k per person, vehicle parking is 5k. Better views at sunrise.",the place is the the the the the the the the the the the the the the the
56,b15e77fa1e0545e18a31c0163cabf7b8,15-02-2022 13:05,Taman Lembah DEWATA,sejuk hijau tempatnya viewnya bikin mata adem dan ga mau pulang,5,neutral,neutral,positive,"The place is cool and green, the view is refreshing and makes you not want to leave.","The place is cool and green, the view is so refreshing for the eyes, you won't want to go home.",the place is the the the the the the the the the the the the the the the
57,04e64fe0908d4f77990744996e855c9b,23-02-2020 18:34,Orchid Forest Cikole,poto poto yang gentayangan di instagram menghoda banget pengen ke sini pas ke sini pas pandemi jadi leluasa fresh air oksigen sejuk playgroundnya juga seru mushola toiletnya juara ni klo udah ke lewat satu ntar di depan ada ga pake riweuh balik lagi gitu cocok buat family keluarga atau geng,4,neutral,positive,positive,"Instagram photos of the place are very tempting, I wanted to come here. I came during the pandemic, so it was spacious and had fresh, cool air. The playground was also fun. The prayer room and toilets are great. If you pass one, there's another one ahead, so no hassle going back and forth. Suitable for families or groups of friends.","The photos all over Instagram are so tempting, I really wanted to come here. When I came during the pandemic, it was so spacious. The air is fresh and cool, the playground is also fun, and the prayer room and toilets are top-notch. If you miss one, there's another one up ahead, so there's no hassle of going back. It's perfect for families or groups of friends.",the place is the the the the the the the the the the the the the the the
58,b04d8184c643400d9084342c63761b96,23-02-2021 17:58,Floating Market Lembang,recommended pisan ini qta aja udah berpa kali ke sini ga ada bosennya kumplit nyari makan rupa aneka pilihan main anak anak asa jalan jalan keliling doang apalgi mau main air banyak asik fresh lah kalo pulang,5,neutral,neutral,neutral,"This recommended place, we've been here so many times and never get bored. It's complete, lots of food options, and activities for kids. Just walking around is fun, especially if you want to play in the water. It's so fun and refreshing when you go home.","Highly recommended. We've been here so many times and never get bored. It has everything, from a wide variety of food choices to kids' play areas. It's enjoyable even if you're just walking around, and especially fun if you want to play in the water. You'll feel so refreshed when you go home.",the place is the the the the the the the the the the the the the the the
59,7bb0be19470b4c0782b0439a4998fae8,23-02-2019 18:23,Terminal Wisata Grafika Cikole,duh tempat terdingin sepanjang hidup dingin banget tapi suka sama suasananya pertama kalinya naik flying fox wow,5,neutral,neutral,positive,"It was the coldest place I've ever been, super cold, but I liked the atmosphere. First time doing a flying fox, wow.","Oh, the coldest place in my entire life. It's so cold, but I love the atmosphere. My first time on a flying fox, wow.",the place is the the the the the the the the the the the the the the the
60,2491c5059b404dcaa88d2192a7842314,23-10-2022 18:04,Gunung Tangkuban Parahu,pesona alam yang luar biasa yang diciptakan allah swt untuk kita nikmati bersama keluarga tercinta,5,neutral,neutral,positive,The extraordinary natural charm created by Allah SWT for us to enjoy with our beloved family,The extraordinary beauty of nature that Allah SWT created for us to enjoy with our beloved family.,the place is the the the the the the the the the the the the the the the
61,ed245bcf2a5a438b8a7f9b1f14eeaa5a,15-03-2022 13:04,Taman Lembah DEWATA,tempatnya indah sekali romantis banyak spot foto bagus harga tiket masuk cuma 20rb dan bisa ditukar dengan air mineral,5,neutral,neutral,positive,"The place is very beautiful and romantic, with many good photo spots. The entrance ticket is only 20rb and can be exchanged for mineral water.","The place is very beautiful and romantic, with lots of good photo spots. The entrance ticket is only 20k and can be exchanged for mineral water.",the place is the the the the the the the the the the the the the the the
62,23b10e02a81149d49dd6affab5f7200f,15-01-2023 14:20,Situ Ciburuy,di musim hujan ini air danau situ ciburuy sedang meningkat sehingga indah dipandang dan nyaman untuk berperahu maupun main kayak berkeliling danau atau sekedar menyeberang ke pulau di tengah danau,5,neutral,neutral,positive,"During this rainy season, the water level of Situ Ciburuy lake is rising, making it beautiful to behold and comfortable for boating or kayaking around the lake, or simply crossing to the island in the middle of the lake.","In this rainy season, the water in Situ Ciburuy lake is rising, making it scenic and ideal for boating or kayaking around the lake, or just crossing to the island in the middle.",the place is the the the the the the the the the the the the the the the
63,e46cef35bab9489babfa1e77d28688f1,15-02-2020 13:05,Taman Lembah DEWATA,kawahnya kering hanyaa ada sisa kerikil saja dan tidak bau belerang,5,neutral,neutral,negative,the crater is dry with only leftover gravel and no sulfur smell,"The crater is dry, only gravel remains, and there is no smell of sulfur.",the place is the the the the the the the the the the the the the the the
64,2ea874a5af2945e7b7463a97f813a36c,23-01-2023 18:22,Terminal Wisata Grafika Cikole,dengna harga tiket 20 ribu aaja ini tempat wisata hutan pinus yang bisa twebilang murah sangat memanjakan mata bikin tentram damai cocok buat bawa keluarga,5,neutral,positive,positive,"The ticket price is only 20,000. This pine forest tourist spot can be considered very cheap, it's a feast for the eyes, makes you feel calm and peaceful, suitable for bringing the family.","With a ticket price of only 20 thousand, this pine forest tourist spot, which can be considered cheap, is very pleasing to the eye, creating a sense of peace and tranquility, perfect for bringing the family.",the place is the the the the the the the the the the the the the the the
65,256ae18666274ac489180d6537a2f4c4,23-02-2021 18:34,Orchid Forest Cikole,tempatnya keren banget spot fotonya banyak cocok buat tempat healing,4,neutral,neutral,positive,"The place is really cool, there are many photo spots, suitable for a healing place.","The place is really cool with lots of photo spots, perfect for healing.",the place is the the the the the the the the the the the the the the the
66,78711fbcdc334953bbb746c48b5c8d59,15-02-2020 14:05,Curug Layung Camp Situ Lembang,cocok banget buat pecinta alam apalagi di curugnyaa pemandangannya gila abis,5,neutral,neutral,positive,"Perfect for nature lovers, especially at the waterfall, the scenery is incredibly amazing.","Perfect for nature lovers, and the view at the waterfall is to die for.",the place is the the the the the the the the the the the the the the the
67,2311bf3970bd4beda40c3d7b2f7d022d,23-02-2022 18:22,Terminal Wisata Grafika Cikole,tempat yg bagus indah bersih nyaman servicenya bagus makanannya enak-enak,5,neutral,positive,positive,"A nice, beautiful, clean, and comfortable place with good service and delicious food.","A great, beautiful, clean, and comfortable place. The service is good and the food is delicious.",the place is the the the the the the the the the the the the the the the
68,b3dd5eb5cf034bfc86a79add697df548,23-02-2020 18:22,Terminal Wisata Grafika Cikole,tempat buat kabur dari rutinitas yang menyebalkan di perkotaan hutan pinus yang masih asri di kaki gn tangkuban perahu,5,neutral,neutral,positive,a place to escape the annoying urban routine in the still pristine pine forest at the foot of Mount Tangkuban Perahu,A place to escape the frustrating urban routine; a pristine pine forest at the foot of Mt. Tangkuban Perahu.,the place is the the the the the the the the the the the the the the the
69,76ab060b7f3b493ea879007d7c91a982,15-02-2020 13:48,Curug Maribaya,tempatnya lumayan ya cuman itu ada salah satu pekerja cowo waktu saya ke sana pake baju item eh mungkin semua item ya gatau dia doang wkwk ga ngenakin banget omongannya tolong buat dikondisikan ke pekerja di sana tentang tata krama ke pengunjungnya makasih sekian,3,neutral,neutral,negative,"The place is okay, but there was one male employee wearing a black shirt when I went there. Maybe all of them were black, I don't know, he was the only one, lol. His words were really unpleasant. Please address the employees there regarding their manners towards visitors. Thank you, that's all.","The place is pretty decent, but there was one male employee when I was there wearing a black shirt (or maybe they all wear black, I'm not sure if it was just him lol) and the way he spoke was very unpleasant. Please instruct the employees there on proper etiquette towards customers. Thank you, that is all.",the place is the the the the the the the the the the the the the the the
70,304006132d0a4a06aa9b66338dfdc10e,15-02-2022 14:09,Curug Cimahi / Curug Pelangi,adem cocok buat yg nyari suasana adem sekaligus tantangan karena kera liar yg sewaktu waktu menghampiri pengunjung bikin seru pokonya,4,neutral,neutral,positive,"It's suitable for those looking for a cool atmosphere as well as a challenge, because wild monkeys that approach visitors at any time make it exciting.","The cool atmosphere is perfect for those seeking both a peaceful vibe and a challenge, because the wild monkeys that might approach visitors at any time make it really exciting.",the place is the the the the the the the the the the the the the the the
71,b3d48e5c23964cf2bdc36513643abf03,23-06-2022 18:04,Gunung Tangkuban Parahu,pemandangan luar biasa indah tp sayang tiketnya lumayan mahal ya ada toilet umum banyak penjual makanan ringan buah stroberry pakaian-pakaian,4,neutral,negative,positive,"The view is incredibly beautiful, but unfortunately, the ticket is quite expensive. There are public toilets, many vendors selling snacks, strawberries, and clothes.","The view is incredibly beautiful, but unfortunately, the tickets are quite expensive. There are public toilets and many vendors selling snacks, strawberries, and clothes.",the place is the the the the the the the the the the the the the the the
72,5b284dd083e54e53a388d5c491c5bcef,15-02-2022 12:24,Curug Tilu Leuwi Opat,jalan menuju air terjun cukup landai b8sa dijangkau pakaibsepeda hingga menuju air terjunnya banyak spot camping air terjunnya dingin bgt parkir mobil motor luas mushollah tersedia jajanan banyak haha dan terjangkau tiket murah 15rb per kepala umur 7 th ke atas,4,neutral,positive,positive,"The road to the waterfall is quite gentle, easily reachable by bicycle all the way to the waterfall. There are many camping spots, the waterfall is very cold, the car and motorbike parking is spacious, a prayer room is available, plenty of snacks haha and it's affordable. The ticket is cheap, 15 thousand per person, age 7 and above.","The road to the waterfall is quite gentle, you can reach it by bicycle right up to the waterfall itself. There are many camping spots. The waterfall is very cold. There is spacious parking for cars and motorcycles, a prayer room is available. Lots of snacks haha, and they're affordable. The ticket is cheap, 15k per person for ages 7 and up.",the place is the the the the the the the the the the the the the the the
73,2d70b9da67a04506b450ebb03a7f39c4,15-02-2020 12:57,Kebun Begonia Lembang,harga terjangkau lebih murah kalau rombongan tempat luas bunganya bagus banyak ragamnya banyak patung hewan juga bagus untuk foto-foto,4,neutral,positive,positive,"Affordable price, cheaper if you come in a group, spacious place, beautiful flowers, lots of variety, also many animal statues, good for photos","Affordable price, cheaper for groups. The place is spacious, the flowers are beautiful and diverse. There are also many animal statues, great for photos.",the place is the the the the the the the the the the the the the the the
74,922298c8690b466a85f65bcab0ec0122,23-02-2019 18:13,Ciwangun Indah Camp (CIC),tempatnya sejuk tersedia aula untuk melakukan kegiatan seperti workshop dan juga asyik banget buat outbound,4,neutral,positive,neutral,"The place is cool, there's a hall available for activities like workshops, and it's also great for outbound.","The place is cool, there's a hall available for activities like workshops, and it's also great for outbound.",the place is the the the the the the the the the the the the the the the
75,490ce5b68bd8408796190c8f1c750003,15-07-2022 13:28,Stone Garden,sangat memuaskan disini adalah tempat wisata yg bersejarah tempat paling pas untuk pengambilan poto prewedding,5,neutral,neutral,positive,"Very satisfying, this is a historic tourist spot, the most suitable place for pre-wedding photos.","Very satisfying. This is a historical tourist spot, the perfect place for a prewedding photoshoot.",the place is the the the the the the the the the the the the the the the
76,a91bfbe9e30c49f8afc80f93407df3e8,23-02-2022 18:04,Gunung Tangkuban Parahu,tempat wisata yang asik dan menyenangkan tiket masuknya cukup terjangkau walaupun hanya melihat kawah namun pikiran terasa jernih penat penat pun hilang hindari kesini saat musim liburan saat kesini wajib makan indomie dan jagung bakar hahhaa,4,neutral,positive,positive,"A fun and enjoyable tourist spot. The entrance fee is quite affordable. Even though you're only looking at the crater, your mind feels clear and your fatigue disappears. Avoid coming here during the holiday season. When you come here, you must eat Indomie and grilled corn, hahaha.","A fun and enjoyable tourist spot, the entrance ticket is quite affordable. Even though you only see a crater, your mind feels clear and the fatigue disappears. Avoid coming here during the holiday season. When you're here, you must eat Indomie and grilled corn, hahaha.",the place is the the the the the the the the the the the the the the the
77,5f8a3e3d083f49b9b9df4013618872bc,23-02-2022 18:04,Gunung Tangkuban Parahu,sangat recommended nih buat liburan bawa keluarga pasti seru harga tiket cukup terbilang sangat murah dan bikin puas gunung tangkuban parahu mantap,5,neutral,positive,positive,"Highly recommended for a holiday with family, it will definitely be fun. The ticket price is quite cheap and very satisfying. Tangkuban Perahu mountain is awesome!","Highly recommended for a family vacation, it's sure to be fun. The ticket price is very affordable and satisfying. Mount Tangkuban Parahu is awesome.",the place is the the the the the the the the the the the the the the the
78,6f8d0f2798a34dc7befcedd690cb38bf,15-02-2022 12:39,Sarae Hills,masih banyak yg belum jadi situs-situsnya tp lebih bermasalah sama sistem penukaran voucher tiketnya untuk free drink air minumnya ga bisa milih dan lsg dikasih pas di awal gate masuk padahal di dalamnya banyak tempat buat nukarin vouchernya,1,neutral,negative,neutral,"Many of the sites aren't ready yet, but the bigger problem is with the ticket voucher exchange system. You can't choose your free drink, and they give it to you right at the entrance gate, even though there are many places inside to redeem the vouchers.","Many of the sites aren't finished yet, but the bigger problem is the redemption system for the free drink voucher. You can't choose your drink and it's given to you right at the entrance gate, even though there are many places inside to redeem it.",the place is the the the the the the the the the the the the the the the
79,94d7535c1e1d489f818677e4fa1552cd,23-09-2022 18:04,Gunung Tangkuban Parahu,datang kesini kebetulan pas lagi hujan berkabut jadi tambah dingin ditambah dengan atmosfir yang misterius diem di mobil buat menghangatkan diri dulu,5,neutral,neutral,neutral,"Came here coincidentally when it was raining and foggy, so it was even colder, plus the mysterious atmosphere. Stayed in the car to warm up first.","I happened to arrive when it was rainy and foggy, which made it even colder. Combined with the mysterious atmosphere, I stayed in the car to warm up for a bit first.",the place is the the the the the the the the the the the the the the the
80,c403689463af42108646cf1465c8ea0b,23-02-2022 18:04,Gunung Tangkuban Parahu,"walu sudah beberapa kali kesini tapi tempatnya selalu bikin mao kesini lagih dan sekarang ajak si cantik mengenal asal usul ""gunung tqngkuban perahu-perahu hiar cuman gg liat di yt biar liat langsung dan si cantik pun terpukau sama keindahannya",5,neutral,neutral,positive,"I've been here several times, but the place always makes me want to come back. And now I've brought ""the beautiful one"" to learn about the origins of ""Tangkuban Perahu mountain."" I've only seen it on YouTube, so I wanted to see it in person, and she was mesmerized by its beauty.","Even though I've been here several times, this place always makes me want to come back. And now I'm bringing the pretty one to learn the origin story of Mount Tangkuban Perahu, so she doesn't just see it on YouTube but can see it in person. And she was mesmerized by its beauty.",the place is the the the the the the the the the the the the the the the
81,6437579beffa4a5ca772910f41a3bac8,23-02-2022 17:57,Floating Market Lembang,pemandangannya bagus dan udaranya sejuk banyak tempat-tempat yang bagus untuk foto-foto harga tiket yg lumayan murah plus dapat minuman terdapat tempat wahana dari naik perahu hingga memakai kostum ala korea parkiran yang luas,5,neutral,positive,positive,"The scenery is beautiful and the air is cool, with many great photo spots. The ticket price is quite cheap and includes a drink. There are attractions from boat rides to wearing Korean-style costumes, and ample parking.","The scenery is nice and the air is cool. There are many great spots for photos. The ticket price is quite affordable and includes a drink. There are various attractions, from boat rides to wearing Korean-style costumes. The parking area is spacious.",the place is the the the the the the the the the the the the the the the
82,5d2b80f6b29c4c33ba4e694cf954d6e3,15-02-2019 13:23,Gunung Putri Lembang,perjalanan dari bawah sampai menjuju gerbang masuknya cukup jauh fasilitas toilet saat di atas gunung kurang baik karena hanya menyediakan beberapa saja pemandangan ok kebersihan terjaga alamnya juga terawat,4,neutral,negative,positive,"The journey from the bottom to the entrance gate is quite far. The toilet facilities on the mountain are not good as they only provide a few. The view is okay, the cleanliness is maintained, and the nature is also well-cared for.","The walk from the bottom to the entrance gate is quite long. The toilet facilities on the mountain are poor as there are only a few available. The view is okay, cleanliness is maintained, and the nature is also well-cared-for.",the place is the the the the the the the the the the the the the the the
83,af42ebd9101743bebbf2015246097b63,23-02-2019 18:34,Orchid Forest Cikole,tempatnya sangat luas t jalan-jalan kaki cukup bikin pegel walau pandemi lahan parkir mobil smpai ga muat siang hari masuk lokasi tetap 3m ya,4,neutral,neutral,positive,"The place is very spacious, walking around is quite tiring, even during the pandemic the car parking lot is full during the day, entering the location is still 3 meters away.","The place is very spacious, walking around is tiring enough. Despite the pandemic, the car park was full during the day. You still have to follow the 3M health protocols to enter.",the place is the the the the the the the the the the the the the the the
84,64b00013eb424e7b8e23369765a82d73,23-10-2022 18:21,Terminal Wisata Grafika Cikole,enak sejuk cocok kalo buat family gathering tiket juga murah masih terjangkau lah,5,neutral,neutral,positive,"It's nice and cool, suitable for a family gathering. The tickets are also cheap, still affordable.","Nice and cool, perfect for a family gathering. The tickets are also cheap and still affordable.",the place is the the the the the the the the the the the the the the the
85,a4bdaa01f1b5420ba9ac1b66e5a582ed,15-02-2021 14:13,Sanghyang Kenit,tempat dulu mancing sekarang jadi tempat wisata harus dikembangkan lagi dan di tata pengelolaannya,4,neutral,neutral,neutral,"The place where we used to fish has now become a tourist spot, and it needs to be further developed and its management organized.",What was once a fishing spot is now a tourist attraction; it needs to be developed further and its management improved.,the place is the the the the the the the the the the the the the the the
86,9d1f7f26a91640f681a5dc9278129b99,23-02-2019 18:04,Gunung Tangkuban Parahu,tempatnya bagus dan ramai buat oleh-olehnya beragam dan enaknya itu udaranya jauh dari polusi dan buat tiketnya sih murah yahh buat penerangan jalan pas pulang sih menurut saya kurang menurut saya hati-hati pas bekendara pulang perhatikan lampu depan dalam keadaan baik,4,neutral,neutral,neutral,"The place is nice and crowded. The souvenirs are diverse, and the best part is that the air is far from pollution. And the ticket is quite cheap. As for the streetlights when returning home, I think they are insufficient. In my opinion, be careful when riding home. Make sure your headlights are in good condition.","The place is nice and crowded, with a diverse range of souvenirs. The best part is the air is far from pollution. The tickets are cheap. However, in my opinion, the street lighting on the way back is lacking, so be careful when driving home and make sure your headlights are in good condition.",the place is the the the the the the the the the the the the the the the
87,82b76b4fb3dc49489b79f5857b4a45bb,15-02-2020 13:29,Stone Garden,tempat yg menyuguhkan pemandangan yang indah perjalanan dari bandung bisa naik kereta api di stasiun bandung ke stasiun padalarang dari sana naik angkot rajamandala warna kuning turun di mesjid al ikhlas dan jalan kaki ke sana ikuti saja jalan setapak harga karcis kereta 5rb dan angkotnya 5rb juga tiket masuk 8rb,5,neutral,neutral,positive,"A place that offers a beautiful view. The journey from Bandung can be made by train from Bandung Station to Padalarang Station. From there, take a yellow Rajamandala public minivan and get off at Al Ikhlas Mosque, then walk there. Just follow the path. Train ticket is 5,000 IDR, and the minivan is also 5,000 IDR. Entrance fee is 8,000 IDR.","A place that offers a beautiful view. The journey from Bandung can be made by taking a train from Bandung Station to Padalarang Station. From there, take a yellow Rajamandala public minivan, get off at the Al-Ikhlas Mosque, and walk from there. Just follow the footpath. The train ticket is 5,000, the public minivan is also 5,000, and the entrance ticket is 8,000.",the place is the the the the the the the the the the the the the the the
88,f502adcd9aca4d19a331c522bbf8aab3,15-02-2019 12:57,Kebun Begonia Lembang,kebun bunga yg asri banget warna-warni bunganya bikin seger apalagi lokasinya di sekitaran lembang dingin-dingin tapi mata anget alias cerah ceria ada juga kebun sayur dg beragam jenisnya bisa dibeli lohbuat oleh-oleh yg jelas ke sini sama keluarga sekadar mengisi liburan oke juga,4,neutral,neutral,positive,"A very beautiful, lush flower garden with colorful flowers that make you feel refreshed, especially since it's located around Lembang. It's cold but the eyes feel warm, meaning bright and cheerful. There's also a vegetable garden with various types that you can buy as souvenirs. It's definitely good to come here with family just to fill your holiday.","A very beautiful and serene flower garden. The colorful flowers are so refreshing, especially since it's located in the Lembang area. It's chilly, but the view is a warm and cheerful feast for the eyes. There's also a vegetable garden with various kinds of produce that you can buy for souvenirs. It's also a great idea to come here with family just to spend the holidays.",the place is the the the the the the the the the the the the the the the
89,48c19157b180452ca19a9470401067a7,15-02-2020 13:28,Stone Garden,tempat wisata yang berada di kawasan bandung barat tempat yg luar biasa sangat bagus untuk berfoto tiket masuk terjangkau dan ada spot foto lain di dekat situ yaitu indiana camp hanya beda tiket masuk lagi,5,neutral,neutral,positive,"Tourist spot located in the West Bandung area, an extraordinary place, very good for taking photos, affordable entrance ticket, and there is another photo spot nearby, namely Indiana Camp, just a different entrance ticket.","A tourist attraction in the West Bandung area. An amazing place that's great for photos. The entrance ticket is affordable, and there's another photo spot nearby, Indiana Camp, which just requires a separate entrance ticket.",the place is the the the the the the the the the the the the the the the
90,b5e51b2a02964daeb96335959a189823,23-02-2021 18:13,Ciwangun Indah Camp (CIC),tempatnya luas dan nyaman sedikit interaksi dgn orang lain udara sejuk banyak tempat untuk menikmati indahnya alam sehingga tidak berkerumun di satu titik,4,neutral,positive,neutral,"The place is spacious and comfortable, with little interaction with others. The air is cool, and there are many places to enjoy the beautiful scenery, so it's not crowded in one spot.","The place is spacious and comfortable, with little interaction with other people. The air is cool and there are many spots to enjoy the beautiful nature, so it doesn't get crowded in one spot.",the place is the the the the the the the the the the the the the the the
91,d48c0490dbcb42ceb62274e7f2f3ffad,15-02-2022 12:24,Curug Tilu Leuwi Opat,lagi kering alur air kecil toilet ruang ganti pakaian jauh warung jauh,3,neutral,negative,neutral,Dry little water channel changing room toilet far kiosk far,"The small water channel is dry, the toilet and changing room are far away, the stall is also far away.",the place is the the the the the the the the the the the the the the the
92,08102d229d9b4352a2c66f933e294518,15-02-2021 21:10,Curug Halimun,bagian dari lokasi bobolnya danau bandung purba bagian barat bersama dg cukang rahong,3,neutral,neutral,neutral,part of the western Bandung ancient lake breach location along with Cukang Rahong,"Part of the location where the western part of ancient Lake Bandung breached, along with Cukang Rahong.",the place is the the the the the the the the the the the the the the the
93,06525377317242d681a1551ed2a74ec7,15-02-2019 13:48,Curug Maribaya,disamping curug ada padang rumput cukup luas sangat cocok untuk piknik bersama keluarga dan kerabat sambil melihat sungai,4,neutral,neutral,positive,"beside the waterfall there is a spacious meadow, very suitable for a picnic with family and friends while watching the river","Beside the waterfall, there is a fairly spacious meadow, perfect for a picnic with family and relatives while watching the river.",the place is the the the the the the the the the the the the the the the
94,09a95f45408b42a28776fdc6975e93ac,15-02-2020 12:57,Kebun Begonia Lembang,untuk kebun bunganya sangat terawat tapi untuk farmnya agak berantakan tapi banyak tanaman dan juga bunga yang jarang kita temukan di daerah perkotaan ataupun rumah,5,neutral,neutral,positive,"For the flower garden, it's very well-maintained, but for the farm, it's a bit messy. However, there are many plants and also flowers that are rarely found in urban areas or homes.","The flower garden is very well-maintained, but the farm is a bit messy. However, it has many plants and also flowers that are rarely found in urban areas or at home.",the place is the the the the the the the the the the the the the the the
95,d6e06dc586c24f15ad5bdafde42b12c3,15-02-2020 13:29,Stone Garden,destinasi wisata yang sangat indah dihiasi dengan bebatuan purba dan gunung,5,neutral,neutral,positive,A very beautiful tourist destination adorned with ancient rocks and mountains,A very beautiful tourist destination adorned with ancient rocks and mountains.,the place is the the the the the the the the the the the the the the the
96,3cc044ad053c40f4a8a192d8cd46c44f,23-07-2022 17:57,Floating Market Lembang,masyaalloh tempatnya bagus bgt indah pemandangannya makanan jg enak taoi sayang kesini udah kesorean blm semua tempat dikunjungi sejuk udaranya,4,neutral,neutral,positive,"Subhanallah, the place is really good, the scenery is beautiful, the food is also delicious, but unfortunately we came too late in the afternoon, haven't visited all the places, the air is cool.","Wow, the place is so beautiful and the scenery is stunning. The food is delicious too. Unfortunately, we came too late in the afternoon, so we couldn't visit all the spots. The air is cool.",the place is the the the the the the the the the the the the the the the
97,5c975a5a156b4cc696072c9d8e7e8a31,23-02-2021 18:34,Orchid Forest Cikole,tempatnya super bagus cuacanya super dingin souvenir pun terbilang murah dan bagus gabakal rugi dtg kesini terlebih bpk satpam yg di pintu exit bawah super baik ahh thankyou for the experience,5,neutral,positive,positive,"The place is super nice, the weather is super cold, the souvenirs are quite cheap and good. You won't regret coming here, especially the security guard at the lower exit, who is super kind. Ahh, thank you for the experience.","The place is super nice, the weather is super cold, the souvenirs are also considered cheap and good. You won't regret coming here, especially the security guard at the bottom exit who was super kind. Ahh, thank you for the experience.",the place is the the the the the the the the the the the the the the the
98,c67aa8abef714bcc9dcb794f8879faae,15-02-2019 13:30,Stone Garden,viewnya bagus cuma cape naik keatasnya tapi sebanding lah sama viewnya,5,neutral,neutral,positive,"The view is good, it's just tiring to go up, but it's worth it for the view.","The view is great, but the climb is tiring. It's worth it for the view, though.",the place is the the the the the the the the the the the the the the the
99,40560ed3eeb74387a8ba392cf9dcce56,18-01-2023 13:22,Gunung Putri Lembang,tempat yg cocok unt camp dan refreshing dari tempat parkir mobil cmn naik 10 mntan ke atas perjalanan kesini jalan agak kecil jd harus pelan-pelan dari jalan raya 3 kman,5,positive,neutral,positive,"A suitable place for camping and refreshing. From the car park, it's only about a 10-minute walk uphill. The road here is a bit narrow, so you have to go slowly. It's 3 km from the main road.","A suitable place for camping and refreshing. From the car park, it's only about a 10-minute walk up. The road here is a bit narrow, so you have to go slowly. It's about 3 km from the main road.",the place is the the the the the the the the the the the the the the the
100,90af0dee89be41b99d9adfdf5f224731,15-02-2021 11:58,Curug Malela,asli indah banget terutama bersih sungainya juga gda sampah ga nyesell dan gakan pernah nyesel mesti perjalanan jauhh bgt tp hasilnya luar biasa,5,neutral,neutral,positive,"Truly very beautiful, especially the clean river. There's also no trash. No regrets and never will have regrets. Even though the journey was very far, the result was extraordinary.","Truly beautiful, especially how clean it is. The river is also free of trash. I don't regret it and I never will. Even though the journey was very long, the result was extraordinary.",the place is the the the the the the the the the the the the the the the
101,5a47438a8ab44da1bacb7c700c32d49b,15-02-2019 13:43,Sanghyang Heuleut,nanti tunggu bulan 9 tahun 2018 kata guide lokalnya sanghyang heueleut bakal ada beberapa air terjun baru yang akan dibuka,5,neutral,neutral,neutral,"Later, wait for September 2018, the local guide said that Sanghyang Heuleut will have several new waterfalls that will be opened.","According to the local guide, wait until September 2018, there will be several new waterfalls opened at Sanghyang Heueleut.",the place is the the the the the the the the the the the the the the the
102,3766499d474f466e898e16b9818c167e,23-02-2019 18:22,Terminal Wisata Grafika Cikole,cikole tmp outbound yg recommended bgt knp karena buat aku cikole selain tempatnya okey bgt juga harganya sangat terjangkau buat kantong anak sekolah okey bgt lho gak ada salahnya dicoba yuk,5,neutral,positive,neutral,"Cikole is highly recommended for outbound because, for me, besides the place being really great, the price is also very affordable for a student's budget. It's really great, you should definitely try it!","Cikole is a highly recommended outbound spot. Why? Because for me, not only is the place great, but the price is also very affordable for a student's budget. It's really great, you know! There's no harm in giving it a try.",the place is the the the the the the the the the the the the the the the
103,790a1ab0fa0546eba409edd4cb9e257b,23-02-2020 18:34,Orchid Forest Cikole,saya baru pertama kali kesini mungkin udah kapok ga bakalan kesini lagi udah tiket masuknya mahal 50 ribu tiap view berbayar akses jalan masuknya rusak banyak yg berlubang ga rekomendasi banget,5,negative,negative,negative,"This is my first time here, I might be done and won't come back again. The entrance ticket is already expensive, 50 thousand for every paid view. The access road is damaged with many potholes. I really don't recommend it.","This is my first time here and I've already had enough, I won't be coming back. The entrance ticket is expensive at 50,000, you have to pay for every single view, the access road is damaged and full of potholes. I really don't recommend it at all.",the place is the the the the the the the the the the the the the the the
104,855e3c30b23448b09023773cdfa35ca9,15-07-2022 13:28,Stone Garden,ke 2 kalinya ke sini tetep masi suka tempatnya cuma makanan di tas di ambil monyed ngakak banget,5,neutral,neutral,positive,"Second time here, still love the place. But a monkey snatched my bag, I was so amused.","My second time here and I still love the place, but a monkey took the food from my bag. Laughed so hard.",the place is the the the the the the the the the the the the the the the
105,d5b0cb09f95b4bb3a5d2e02aacc3a428,23-02-2019 18:22,Terminal Wisata Grafika Cikole,makan siang sambil asyik nonton orang main flying fox rasa makanannya biasa saja tak ada yang istimewa musholla luas terawat baik parkir juga luas,4,neutral,positive,neutral,"Eating lunch while engrossed in watching people do the flying fox. The food tasted ordinary, nothing special. The prayer room is spacious and well-maintained. The parking area is also spacious.","Had lunch while enjoying watching people on the flying fox. The food was average, nothing special. The prayer room is spacious and well-maintained. The parking is also spacious.",the place is the the the the the the the the the the the the the the the
